"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2025-05-22T17:46:21Z"
"Version","20250522174621"
"OfferCode","ElasticMapReduce"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Instance Type","Instance Family","usageType","operation","Compute","ComputeProvider","MeterUnit","Region Code","serviceName","Software Type"
"JEMEXXKJPDYBGQE9","JRTCKXETXF","JEMEXXKJPDYBGQE9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.07722 per hour for EMR i4g.xlarge","2025-05-01","0","Inf","Hrs","0.0772200000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","i4g.xlarge","Storage optimized","BoxUsage:i4g.xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"JFKMDDZMSQ58HZ4F","JRTCKXETXF","JFKMDDZMSQ58HZ4F.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.27 per hour for EMR d3en.8xlarge","2025-05-01","0","Inf","Hrs","0.2700000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","d3en.8xlarge","Storage optimized","BoxUsage:d3en.8xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"JFSPWN48A3AEJ63F","JRTCKXETXF","JFSPWN48A3AEJ63F.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.3824 per hour for EMR m6a.32xlarge","2025-05-01","0","Inf","Hrs","1.3824000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m6a.32xlarge","General purpose","BoxUsage:m6a.32xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"JHTQCZTY93EJTP9T","JRTCKXETXF","JHTQCZTY93EJTP9T.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.035 per hour for EMR m3.large with Karma","2025-05-01","0","Inf","Hrs","0.0350000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m3.large","General purpose","KarmaBoxUsage:m3.large","",,,,"us-east-1","Amazon Elastic MapReduce","Karmasphere"
"JN4B7YFBWY7B8KMT","JRTCKXETXF","JN4B7YFBWY7B8KMT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.27 per hour for EMR i2.2xlarge with M3","2025-05-01","0","Inf","Hrs","0.2700000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","i2.2xlarge","Storage optimized","M3BoxUsage:i2.2xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","MapR-M3"
"JP7CDS7GFUXNMHNA","JRTCKXETXF","JP7CDS7GFUXNMHNA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.384  per hour for EMR m6i.8xlarge","2025-05-01","0","Inf","Hrs","0.3840000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m6i.8xlarge","General purpose","BoxUsage:m6i.8xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"JQB84TD8568MU77F","JRTCKXETXF","JQB84TD8568MU77F.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.07956 per hour for EMR m6idn.xlarge","2025-05-01","0","Inf","Hrs","0.0795600000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m6idn.xlarge","General purpose","BoxUsage:m6idn.xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"JQZRNSXY6THM7RMC","JRTCKXETXF","JQZRNSXY6THM7RMC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.052 per hour for EMR m5ad.xlarge","2025-05-01","0","Inf","Hrs","0.0520000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m5ad.xlarge","General purpose","BoxUsage:m5ad.xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"JRE82XYP7M6SX3KV","JRTCKXETXF","JRE82XYP7M6SX3KV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.459 per hour for EMR i2.2xlarge with M5","2025-05-01","0","Inf","Hrs","0.4590000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","i2.2xlarge","Storage optimized","M5BoxUsage:i2.2xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","MapR-M5"
"JRW793HJPJQ4DSFP","JRTCKXETXF","JRW793HJPJQ4DSFP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.27 per hour for EMR cr1.8xlarge with M3","2025-05-01","0","Inf","Hrs","0.2700000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","cr1.8xlarge","Memory optimized","M3BoxUsage:cr1.8xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","MapR-M3"
"JT5XR76BRHMJSYCC","JRTCKXETXF","JT5XR76BRHMJSYCC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.6783 per hour for EMR c7i-flex.16xlarge","2025-05-01","0","Inf","Hrs","0.6783000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","c7i-flex.16xlarge","Compute optimized","BoxUsage:c7i-flex.16xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"JT64DUP6XW3XJRMQ","JRTCKXETXF","JT64DUP6XW3XJRMQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.13255 per hour for EMR i7i.12xlarge","2025-05-01","0","Inf","Hrs","1.1325500000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","i7i.12xlarge","Storage optimized","BoxUsage:i7i.12xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"JT7PA5YBATV87PD9","JRTCKXETXF","JT7PA5YBATV87PD9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$7.532795 per hour for EMR g6e.48xlarge","2025-05-01","0","Inf","Hrs","7.5327950000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","g6e.48xlarge","Accelerated Computing","BoxUsage:g6e.48xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"JT8P5YRRD3NRBKBP","JRTCKXETXF","JT8P5YRRD3NRBKBP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.226 per hour for EMR i3en.2xlarge","2025-05-01","0","Inf","Hrs","0.2260000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","i3en.2xlarge","Storage optimized","BoxUsage:i3en.2xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"JTQ7HDZ4HU99YQPU","JRTCKXETXF","JTQ7HDZ4HU99YQPU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.27 per hour for EMR i2.4xlarge with M3","2025-05-01","0","Inf","Hrs","0.2700000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","i2.4xlarge","Storage optimized","M3BoxUsage:i2.4xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","MapR-M3"
"JUX6C2FSXWQDKPKH","JRTCKXETXF","JUX6C2FSXWQDKPKH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.6688 per hour for EMR g6.24xlarge","2025-05-01","0","Inf","Hrs","1.6688000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","g6.24xlarge","Accelerated Computing","BoxUsage:g6.24xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"JXQQQYY8TFY4QHXS","JRTCKXETXF","JXQQQYY8TFY4QHXS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.041 per hour for EMR m1.small with Karma","2025-05-01","0","Inf","Hrs","0.0410000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m1.small","General purpose","KarmaBoxUsage","",,,,"us-east-1","Amazon Elastic MapReduce","Karmasphere"
"JXVB8U388J2AFV4D","JRTCKXETXF","JXVB8U388J2AFV4D.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.78208 per hour for EMR m7a.48xlarge","2025-05-01","0","Inf","Hrs","2.7820800000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m7a.48xlarge","General purpose","BoxUsage:m7a.48xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"JZYGC34DANM3U3S9","JRTCKXETXF","JZYGC34DANM3U3S9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.776 per hour for EMR c3.large with Hunk","2025-05-01","0","Inf","Hrs","0.7760000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","c3.large","Compute optimized","HunkBoxUsage:c3.large","",,,,"us-east-1","Amazon Elastic MapReduce","Hunk"
"K2D9VP3XUZ482TJ2","JRTCKXETXF","K2D9VP3XUZ482TJ2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.05796 per hour for EMR m7a.xlarge","2025-05-01","0","Inf","Hrs","0.0579600000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m7a.xlarge","General purpose","BoxUsage:m7a.xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"K2FJQU4CTZ8M6VW5","JRTCKXETXF","K2FJQU4CTZ8M6VW5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.18 per hour for EMR r3.2xlarge","2025-05-01","0","Inf","Hrs","0.1800000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","r3.2xlarge","Memory optimized","BoxUsage:r3.2xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"K48J7RHXWYKNXMY3","JRTCKXETXF","K48J7RHXWYKNXMY3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.088 per hour for EMR m1.xlarge with M3","2025-05-01","0","Inf","Hrs","0.0880000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m1.xlarge","General purpose","M3BoxUsage:m1.xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","MapR-M3"
"K4FUECYC2SUR9AKN","JRTCKXETXF","K4FUECYC2SUR9AKN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.0584 per hour for EMR r7i.16xlarge","2025-05-01","0","Inf","Hrs","1.0584000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","r7i.16xlarge","Memory optimized","BoxUsage:r7i.16xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"K65BQVNHPKPXNSWS","JRTCKXETXF","K65BQVNHPKPXNSWS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.81 per hour for EMR hi1.4xlarge with M7","2025-05-01","0","Inf","Hrs","0.8100000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","hi1.4xlarge","Storage optimized","M7BoxUsage:hi1.4xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","MapR-M7"
"K6MBX8U8EF25TMJ9","JRTCKXETXF","K6MBX8U8EF25TMJ9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.27 per hour for EMR p3.8xlarge","2025-05-01","0","Inf","Hrs","0.2700000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","p3.8xlarge","GPU instance","BoxUsage:p3.8xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"K6Q54Z7SFVM7Q5DK","JRTCKXETXF","K6Q54Z7SFVM7Q5DK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00111125 per GB per hour for EMR-EKS-FARGATE in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","0.0011112500","USD","EMR Containers","ElasticMapReduce","US East (N. Virginia)","AWS Region",,,"USE1-EMR-EKS-FARGATE-GBHours","StartInteractiveWorkload","EKS","Fargate","InteractiveWorkloadGBHours","us-east-1","Amazon Elastic MapReduce",
"K8K6VHXPEQVYB6R3","JRTCKXETXF","K8K6VHXPEQVYB6R3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.544325 per hour for EMR r7gd.8xlarge","2025-05-01","0","Inf","Hrs","0.5443250000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","r7gd.8xlarge","Memory optimized","BoxUsage:r7gd.8xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"K8W9FE7W2HZTENBE","JRTCKXETXF","K8W9FE7W2HZTENBE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.27 per hour for EMR cg1.4xlarge with M3","2025-05-01","0","Inf","Hrs","0.2700000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","cg1.4xlarge","GPU instance","M3BoxUsage:cg1.4xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","MapR-M3"
"KA5CZNWPW8MQWGWW","JRTCKXETXF","KA5CZNWPW8MQWGWW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.4238 per hour for EMR m6id.24xlarge","2025-05-01","0","Inf","Hrs","1.4238000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m6id.24xlarge","General purpose","BoxUsage:m6id.24xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"KA6NNWENKTWYTM2B","JRTCKXETXF","KA6NNWENKTWYTM2B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.114 per hour for EMR m1.large with M7","2025-05-01","0","Inf","Hrs","0.1140000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m1.large","General purpose","M7BoxUsage:m1.large","",,,,"us-east-1","Amazon Elastic MapReduce","MapR-M7"
"KBE58JYR453QQ27B","JRTCKXETXF","KBE58JYR453QQ27B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00111125 per GB per hour for EMR-EKS-FARGATE in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","0.0011112500","USD","EMR Containers","ElasticMapReduce","US East (N. Virginia)","AWS Region",,,"USE1-EMR-EKS-FARGATE-GBHours","FlinkOperatorJobRun","EKS","Fargate","FlinkOperatorGBHours","us-east-1","Amazon Elastic MapReduce",
"KBFPAMTD5YRC6HVU","JRTCKXETXF","KBFPAMTD5YRC6HVU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01012 per vCPU per hour for EMR-EKS-FARGATE in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","0.0101200000","USD","EMR Containers","ElasticMapReduce","US East (N. Virginia)","AWS Region",,,"USE1-EMR-EKS-FARGATE-vCPUHours","SparkOperatorJobRun","EKS","Fargate","SparkOperatorCPUHours","us-east-1","Amazon Elastic MapReduce",
"KBGKTT7PZ6Q4YTSS","JRTCKXETXF","KBGKTT7PZ6Q4YTSS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.6426 per hour for EMR r7g.12xlarge","2025-05-01","0","Inf","Hrs","0.6426000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","r7g.12xlarge","Memory optimized","BoxUsage:r7g.12xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"KBZAM4RQVQTJ3SF2","JRTCKXETXF","KBZAM4RQVQTJ3SF2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.46368 per hour for EMR m7a.8xlarge","2025-05-01","0","Inf","Hrs","0.4636800000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m7a.8xlarge","General purpose","BoxUsage:m7a.8xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"KCUSDRYA2RFN8T9C","JRTCKXETXF","KCUSDRYA2RFN8T9C.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.9984 per hour for EMR c7gn.16xlarge","2025-05-01","0","Inf","Hrs","0.9984000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","c7gn.16xlarge","Compute optimized","BoxUsage:c7gn.16xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"KD7JYENQVB84QWN7","JRTCKXETXF","KD7JYENQVB84QWN7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0745 per hour for EMR r5n.xlarge","2025-05-01","0","Inf","Hrs","0.0745000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","r5n.xlarge","Memory optimized","BoxUsage:r5n.xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"KEXDG9UEFUBQ9PUR","JRTCKXETXF","KEXDG9UEFUBQ9PUR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.27 per hour for EMR r5n.8xlarge","2025-05-01","0","Inf","Hrs","0.2700000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","r5n.8xlarge","Memory optimized","BoxUsage:r5n.8xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"KGEJWSWUCSEXRC36","JRTCKXETXF","KGEJWSWUCSEXRC36.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.246 per hour for EMR m2.4xlarge","2025-05-01","0","Inf","Hrs","0.2460000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m2.4xlarge","Memory optimized","BoxUsage:m2.4xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"KGJQJTRYZ3CTM37F","JRTCKXETXF","KGJQJTRYZ3CTM37F.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.27 per hour for EMR d2.4xlarge with M3","2025-05-01","0","Inf","Hrs","0.2700000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","d2.4xlarge","Storage optimized","USE1-M3BoxUsage:d2.4xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","MapR-M3"
"KH98W55U5CD2Y38W","JRTCKXETXF","KH98W55U5CD2Y38W.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.3448 per hour for EMR x8g.24xlarge","2025-05-01","0","Inf","Hrs","2.3448000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","x8g.24xlarge","Memory optimized","BoxUsage:x8g.24xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"KHYVHQP4RFDVDBJH","JRTCKXETXF","KHYVHQP4RFDVDBJH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.113 per hour for EMR m5d.2xlarge","2025-05-01","0","Inf","Hrs","0.1130000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m5d.2xlarge","General purpose","BoxUsage:m5d.2xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"KJA2EQGV7KNDRD8R","JRTCKXETXF","KJA2EQGV7KNDRD8R.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.966 per hour for EMR m2.4xlarge with Karma","2025-05-01","0","Inf","Hrs","0.9660000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m2.4xlarge","Memory optimized","KarmaBoxUsage:m2.4xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","Karmasphere"
"KJJP63YVYJZBF7CZ","JRTCKXETXF","KJJP63YVYJZBF7CZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.052 per hour for EMR c4.xlarge","2025-05-01","0","Inf","Hrs","0.0520000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","c4.xlarge","Compute optimized","BoxUsage:c4.xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"KMBRSJ938G277KN9","JRTCKXETXF","KMBRSJ938G277KN9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.78156 per hour for EMR r6idn.8xlarge","2025-05-01","0","Inf","Hrs","0.7815600000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","r6idn.8xlarge","Memory optimized","BoxUsage:r6idn.8xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"KPJ2WMXRY64NJYPX","JRTCKXETXF","KPJ2WMXRY64NJYPX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.78928 per hour for EMR r6in.32xlarge","2025-05-01","0","Inf","Hrs","2.7892800000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","r6in.32xlarge","Memory optimized","BoxUsage:r6in.32xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"KQRP6YSHJ5R8ZWRM","JRTCKXETXF","KQRP6YSHJ5R8ZWRM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.016  per hour for EMR r6i.32xlarge","2025-05-01","0","Inf","Hrs","2.0160000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","r6i.32xlarge","Memory optimized","BoxUsage:r6i.32xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"KQTEPCTEG2AXETJ2","JRTCKXETXF","KQTEPCTEG2AXETJ2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.78 per hour for EMR c1.medium with Hunk","2025-05-01","0","Inf","Hrs","0.7800000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","c1.medium","Compute optimized","HunkBoxUsage:c1.medium","",,,,"us-east-1","Amazon Elastic MapReduce","Hunk"
"KTTZQC4CTG8E8VHZ","JRTCKXETXF","KTTZQC4CTG8E8VHZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.07712 per hour for EMR m8g.24xlarge","2025-05-01","0","Inf","Hrs","1.0771200000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m8g.24xlarge","General purpose","BoxUsage:m8g.24xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"KUV94PS2D38XUG29","JRTCKXETXF","KUV94PS2D38XUG29.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.017 per hour for EMR m1.small with M5","2025-05-01","0","Inf","Hrs","0.0170000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m1.small","General purpose","M5BoxUsage","",,,,"us-east-1","Amazon Elastic MapReduce","MapR-M5"
"KUWQQTZT2WV97J7B","JRTCKXETXF","KUWQQTZT2WV97J7B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.1512 per hour for EMR r6id.2xlarge","2025-05-01","0","Inf","Hrs","0.1512000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","r6id.2xlarge","Memory optimized","BoxUsage:r6id.2xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"KY6QRU5AK4Q5UM9T","JRTCKXETXF","KY6QRU5AK4Q5UM9T.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.51  per hour for EMR c6i.12xlarge","2025-05-01","0","Inf","Hrs","0.5100000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","c6i.12xlarge","Compute optimized","BoxUsage:c6i.12xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"KYMBPV96F42CWAV4","JRTCKXETXF","KYMBPV96F42CWAV4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.27 per hour for EMR c5.18xlarge","2025-05-01","0","Inf","Hrs","0.2700000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","c5.18xlarge","Compute optimized","BoxUsage:c5.18xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"M4DUBCTH72JTU3YE","JRTCKXETXF","M4DUBCTH72JTU3YE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03 per hour for EMR m4.large","2025-05-01","0","Inf","Hrs","0.0300000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m4.large","General purpose","BoxUsage:m4.large","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"M593RZY3FWXBANR7","JRTCKXETXF","M593RZY3FWXBANR7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.27 per hour for EMR r3.8xlarge","2025-05-01","0","Inf","Hrs","0.2700000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","r3.8xlarge","Memory optimized","BoxUsage:r3.8xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"M5BR785N5G8YAMVU","JRTCKXETXF","M5BR785N5G8YAMVU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.38985 per hour for EMR i7ie.3xlarge","2025-05-01","0","Inf","Hrs","0.3898500000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","i7ie.3xlarge","Storage optimized","BoxUsage:i7ie.3xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"M5NVKYD85SAY2RNR","JRTCKXETXF","M5NVKYD85SAY2RNR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.0592 per hour for EMR i4i.24xlarge","2025-05-01","0","Inf","Hrs","2.0592000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","i4i.24xlarge","Storage optimized","BoxUsage:i4i.24xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"M6Q78RUZYYDMB7CS","JRTCKXETXF","M6Q78RUZYYDMB7CS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01012 per vCPU per hour for EMR-EKS-FARGATE in US East (N. Virginia)","2025-05-01","0","Inf","Hrs","0.0101200000","USD","EMR Containers","ElasticMapReduce","US East (N. Virginia)","AWS Region",,,"USE1-EMR-EKS-FARGATE-vCPUHours","StartInteractiveWorkload","EKS","Fargate","InteractiveWorkloadCPUHours","us-east-1","Amazon Elastic MapReduce",
"M7224PMF2A6DMPP9","JRTCKXETXF","M7224PMF2A6DMPP9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.6407 per hour for EMR m7gd.12xlarge","2025-05-01","0","Inf","Hrs","0.6407000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","m7gd.12xlarge","General purpose","BoxUsage:m7gd.12xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"M9CY7PWCRKS7WN6A","JRTCKXETXF","M9CY7PWCRKS7WN6A.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.27 per hour for EMR d3en.4xlarge","2025-05-01","0","Inf","Hrs","0.2700000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","d3en.4xlarge","Storage optimized","BoxUsage:d3en.4xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
"M9DKDGEF5E2CX4KN","JRTCKXETXF","M9DKDGEF5E2CX4KN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.8144 per hour for EMR c6in.32xlarge","2025-05-01","0","Inf","Hrs","1.8144000000","USD","Elastic Map Reduce Instance","ElasticMapReduce","US East (N. Virginia)","AWS Region","c6in.32xlarge","Compute optimized","BoxUsage:c6in.32xlarge","",,,,"us-east-1","Amazon Elastic MapReduce","EMR"
