"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2025-05-21T15:09:03Z"
"Version","20250521150903"
"OfferCode","AmazonBedrock"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","usageType","operation","Architecture","Architecture Name","Custom Model Unit Version","Feature","Feature Type","Inference Type","Model","Model Unit","Policy Type","Provider","Region Code","serviceName","Titan Model","Titan Model Unit"
"PBTQ4UPASUN8NM6W","JRTCKXETXF","PBTQ4UPASUN8NM6W.JRTCKXETXF.6YS6EN2CT7","OnDemand","$6.4 per hour for TitanTextG1-Lite-ProvisionedThroughput-1month-ModelUnit in US East (N. Virginia)","2025-05-01","0","Inf","hour","6.4000000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanTextG1-Lite-ProvisionedThroughput-1month-ModelUnits","",,,,"Provisioned Throughput Inference - 1 month",,,,,,,"us-east-1","Amazon Bedrock",,"Titan Text G1 Lite"
"PC72VG9827EX335C","JRTCKXETXF","PC72VG9827EX335C.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.012 per image for TitanImageGeneratorG1-T2I-1024-Premium in US East (N. Virginia)","2025-05-01","0","Inf","image","0.0120000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorG1-T2I-1024-Premium","",,,,"On-demand Inference",,"T2I 1024 Premium",,,,,"us-east-1","Amazon Bedrock","Titan Image Generator G1",
"PK2HE2TKUUPC8WET","JRTCKXETXF","PK2HE2TKUUPC8WET.JRTCKXETXF.6YS6EN2CT7","OnDemand","$23.4 per hour for TitanImageGeneratorV2-ProvisionedThroughput-NoCommit-ModelUnit in US East (N. Virginia)","2025-05-01","0","Inf","hour","23.4000000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorV2-ProvisionedThroughput-NoCommit-ModelUnits","",,,,"Provisioned Throughput Inference - no commit",,,,,,,"us-east-1","Amazon Bedrock",,"Titan Image Generator V2"
"PN95CCACTNN4MT8Z","JRTCKXETXF","PN95CCACTNN4MT8Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.006 per 1K output tokens for Pixtral Large 25.02 in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0060000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-PixtralLarge2502-output-tokens","",,,,"On-demand Inference",,"Output tokens","Pixtral Large 25.02",,,"Mistral","us-east-1","Amazon Bedrock",,
"Q53CSHUB55FQ5EMP","JRTCKXETXF","Q53CSHUB55FQ5EMP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0005 per Fields per Minute Processed for USE1-DataAutomation-Custom-VideoMinutesProcessed-AddOnFields in US East (N. Virginia)","2025-05-01","0","Inf","Fields per Minute Processed","0.0005000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-DataAutomation-Custom-VideoMinutesProcessed-AddOnFields","InvokeDataAutomationAsync",,,,"Video Custom Ad-on Fields",,,,,,,"us-east-1","Amazon Bedrock",,
"QRDS3ZD9F62BVAQY","JRTCKXETXF","QRDS3ZD9F62BVAQY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005 per Images processed for USE1-NovaCanvas-Customization-Training in US East (N. Virginia)","2025-05-01","0","Inf","Images processed","0.0050000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaCanvas-Customization-Training","",,,,"Model Customization","Training",,"Nova Canvas",,,,"us-east-1","Amazon Bedrock",,
"QRGWJ3P8FT28EYX2","JRTCKXETXF","QRGWJ3P8FT28EYX2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00006 per 1K tokens for Nova Lite-input-tokens in us-east-1 (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0000600000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaLite-input-tokens","",,,,"On-demand Inference",,"Input tokens","Nova Lite",,,,"us-east-1","Amazon Bedrock",,
"QUHUDYPM8YUFGKFQ","JRTCKXETXF","QUHUDYPM8YUFGKFQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0 per hour for TitanImageGeneratorG1-ProvisionedThroughput-NoCommit-ModelUnit in US East (N. Virginia)","2025-05-01","0","Inf","hour","0.0000000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorG1-ProvisionedThroughput-NoCommit-ModelUnits","",,,,"Provisioned Throughput Inference - no commit",,,,,,,"us-east-1","Amazon Bedrock",,"Titan Image Generator G1"
"QUJRS9XSCE2FQBQV","JRTCKXETXF","QUJRS9XSCE2FQBQV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00072 per 1K input tokens for Llama 3.2 90B in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0007200000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama3-2-90B-input-tokens","",,,,"On-demand Inference",,"Input tokens","Llama 3.2 90B",,,"Meta","us-east-1","Amazon Bedrock",,
"QV28S5CVWZ9KWPPV","JRTCKXETXF","QV28S5CVWZ9KWPPV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 charged per page for standard output","2025-05-01","0","Inf","Pages Processed","0.0100000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-DataAutomation-Standard-PagesProcessed","InvokeDataAutomationAsync",,,,"Documents Standard",,,,,,,"us-east-1","Amazon Bedrock",,
"QX8QQBVGXFDRA2HR","JRTCKXETXF","QX8QQBVGXFDRA2HR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.95 per Model/month for TitanEmbeddingsG1-Image-Customization-Storage in US East (N. Virginia)","2025-05-01","0","Inf","Model/month","1.9500000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanEmbeddingsG1-Image-Customization-Storage","",,,,"Model Customization","Storage",,,,,,"us-east-1","Amazon Bedrock","Titan Embeddings G1 Image",
"R2D7FYEB69K2YUJ3","JRTCKXETXF","R2D7FYEB69K2YUJ3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0 per 1K text units for WordPolicyUnitsConsumed in US East (N. Virginia)","2025-05-01","0","Inf","TextUnit","0.0000000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Guardrail-WordPolicyUnitsConsumed","ApplyGuardrail",,,,,,,,,"GuardrailWordPolicy",,"us-east-1","Amazon Bedrock",,
"RAMXJMCFG7UC4X2C","JRTCKXETXF","RAMXJMCFG7UC4X2C.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per image for TitanImageGeneratorV2-I2I-512-Premium in US East (N. Virginia)","2025-05-01","0","Inf","image","0.0100000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorV2-I2I-512-Premium","",,,,"On-demand Inference",,"I2I 512 Premium",,,,,"us-east-1","Amazon Bedrock","Titan Image Generator V2",
"RBJWS42PM5UET2HZ","JRTCKXETXF","RBJWS42PM5UET2HZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0002 per 1K tokens for TitanTextG1-Lite-output-tokens in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0002000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanTextG1-Lite-output-tokens","",,,,"On-demand Inference",,"Output tokens",,,,,"us-east-1","Amazon Bedrock","Titan Text G1 Lite",
"RS4JPUWRVXVJCUCE","JRTCKXETXF","RS4JPUWRVXVJCUCE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0001 per 1K tokens for TitanEmbeddingsG1-Text-input-tokens in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0001000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanEmbeddingsG1-Text-input-tokens","",,,,"On-demand Inference",,"Input tokens",,,,,"us-east-1","Amazon Bedrock","Titan Embeddings G1 Text",
"RWGGDQKVRJ5EP2PB","JRTCKXETXF","RWGGDQKVRJ5EP2PB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.018 per image for TitanImageGeneratorG1-Custom-I2I-512-Standard in US East (N. Virginia)","2025-05-01","0","Inf","image","0.0180000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorG1-Custom-I2I-512-Standard","",,,,"On-demand Inference",,"Custom I2I 512 Standard",,,,,"us-east-1","Amazon Bedrock","Titan Image Generator G1",
"RY4EA2XYK2B6Z86R","JRTCKXETXF","RY4EA2XYK2B6Z86R.JRTCKXETXF.6YS6EN2CT7","OnDemand","$108.15 perhour for -NovaMicro-ProvisionedThroughput-NoCommit-ModelUnits in US East (N. Virginia)","2025-05-01","0","Inf","hour","108.1500000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaMicro-ProvisionedThroughput-NoCommit-ModelUnits","",,,,"Provisioned Throughput Inference - no commit",,,"Nova Micro","Nova Micro",,,"us-east-1","Amazon Bedrock",,
"SFXZJX8ET7B65629","JRTCKXETXF","SFXZJX8ET7B65629.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00003 per image for TitanEmbeddingsG1-Image-input-image-batch in US East (N. Virginia)","2025-05-01","0","Inf","Images Processed","0.0000300000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanEmbeddingsG1-Image-input-image-batch","",,,,"BatchInference",,"Input image",,,,,"us-east-1","Amazon Bedrock","Titan Embeddings G1 Image",
"SMX6CK9YP4NWDC8W","JRTCKXETXF","SMX6CK9YP4NWDC8W.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.001 per 1K tokens for USE1-NovaPro-input-tokens-latency-optimized in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0010000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaPro-input-tokens-latency-optimized","",,,,"On-demand Inference",,"Input tokens","Nova Pro Latency Optimized",,,,"us-east-1","Amazon Bedrock",,
"SRU2BZXD3XQQ7AF3","JRTCKXETXF","SRU2BZXD3XQQ7AF3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0012 per 1K output tokens for Llama 3.1 405B in US East (N. Virginia) for Batch","2025-05-01","0","Inf","1K tokens","0.0012000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama3-1-405B-output-tokens-batch","",,,,"Batch Inference",,"Output tokens","Llama 3.1 405B",,,"Meta","us-east-1","Amazon Bedrock",,
"T2ZZEYJ6HBSGHATR","JRTCKXETXF","T2ZZEYJ6HBSGHATR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00006 per 1K tokens for USE1-NovaSonic-text-input-tokens in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0000600000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaSonic-text-input-tokens","",,,,"On-demand Inference",,"Text Input Token","Nova Sonic",,,,"us-east-1","Amazon Bedrock",,
"T5HJEUP9S7VHFFCF","JRTCKXETXF","T5HJEUP9S7VHFFCF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00022 per 1K output tokens for Llama 3.1 8B in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0002200000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama3-1-8B-output-tokens","",,,,"On-demand Inference",,"Output tokens","Llama 3.1 8B",,,"Meta","us-east-1","Amazon Bedrock",,
"T5KBFMBTZEACW9MW","JRTCKXETXF","T5KBFMBTZEACW9MW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00012 per 1K tokens for Nova Lite-output-tokens in us-east-1 (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0001200000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaLite-output-tokens-batch","",,,,"Batch Inference",,"Output tokens","Nova Lite",,,,"us-east-1","Amazon Bedrock",,
"T658W62235ZFJB8S","JRTCKXETXF","T658W62235ZFJB8S.JRTCKXETXF.6YS6EN2CT7","OnDemand","$98.32 per hour for NovaMicro-ProvisionedThroughput-1months-ModelUnits in US East (N. Virginia)","2025-05-01","0","Inf","hour","98.3200000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaMicro-ProvisionedThroughput-1month-ModelUnits","",,,,"Provisioned Throughput Inference - 1 month",,,"Nova Micro","Nova Micro",,,"us-east-1","Amazon Bedrock",,
"TAUKZA4EVCYGWCFF","JRTCKXETXF","TAUKZA4EVCYGWCFF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.95 per Model/month for TitanTextG1-Lite-Customization-Storage in US East (N. Virginia)","2025-05-01","0","Inf","Model/month","1.9500000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanTextG1-Lite-Customization-Storage","",,,,"Model Customization","Storage",,,,,,"us-east-1","Amazon Bedrock","Titan Text G1 Lite",
"TFNSP4SZHUBY6ER9","JRTCKXETXF","TFNSP4SZHUBY6ER9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.035 per 1K node transitions","2025-05-01","0","Inf","Node transition","0.0000350000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-BedrockFlows-v1-invokeFlow","BedrockFlows-v1-invokeFlow",,,,"Flow Execution",,,,,,,"us-east-1","Amazon Bedrock",,
"TGVVM4SUDQNTXBKU","JRTCKXETXF","TGVVM4SUDQNTXBKU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0054 per 1K output tokens for R1 in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0054000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-DeepSeek-R1-output-tokens","",,,,"On-demand Inference",,"Output tokens","R1",,,"DeepSeek","us-east-1","Amazon Bedrock",,
"TNGX6E26BVNWDKXN","JRTCKXETXF","TNGX6E26BVNWDKXN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00016 per 1K input tokens for Llama 3.2 11B in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0001600000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama3-2-11B-input-tokens","",,,,"On-demand Inference",,"Input tokens","Llama 3.2 11B",,,"Meta","us-east-1","Amazon Bedrock",,
"TQB4D8BGWHKEYYTE","JRTCKXETXF","TQB4D8BGWHKEYYTE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per image for TitanImageGeneratorG1-T2I-512-Premium in US East (N. Virginia)","2025-05-01","0","Inf","image","0.0100000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorG1-T2I-512-Premium","",,,,"On-demand Inference",,"T2I 512 Premium",,,,,"us-east-1","Amazon Bedrock","Titan Image Generator G1",
"TQFSR5Z7M9Q3JMKH","JRTCKXETXF","TQFSR5Z7M9Q3JMKH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.008 per image for TitanImageGeneratorG1-T2I-512-Standard in US East (N. Virginia)","2025-05-01","0","Inf","image","0.0080000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorG1-T2I-512-Standard","",,,,"On-demand Inference",,"T2I 512 Standard",,,,,"us-east-1","Amazon Bedrock","Titan Image Generator G1",
"TVRR9KRJQUF99T4D","JRTCKXETXF","TVRR9KRJQUF99T4D.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0136 per 1K tokens for USE1-NovaSonic-output-tokens in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0136000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaSonic-output-tokens","",,,,"On-demand Inference",,"Output tokens","Nova Sonic",,,,"us-east-1","Amazon Bedrock",,
"TVXDZHHJWJ5B7JSS","JRTCKXETXF","TVXDZHHJWJ5B7JSS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0003 per 1K input tokens for Llama 3 8B in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0003000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama3-8B-input-tokens","",,,,"On-demand Inference",,"Input tokens","Llama 3 8B",,,"Meta","us-east-1","Amazon Bedrock",,
"U52M7TKVEDFR638K","JRTCKXETXF","U52M7TKVEDFR638K.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0005 per additional field above 30 fields, charged per image","2025-05-01","0","Inf","Fields per Image Processed","0.0005000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-DataAutomation-Custom-ImagesProcessed-AddOnFields","InvokeDataAutomationAsync",,,,"Images Custom Ad-on Fields",,,,,,,"us-east-1","Amazon Bedrock",,
"UAHQDXPQ6PRJB6PU","JRTCKXETXF","UAHQDXPQ6PRJB6PU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0034 per 1K tokens for USE1-NovaSonic-speech-input-tokens in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0034000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaSonic-speech-input-tokens","",,,,"On-demand Inference",,"Speech Understanding input token","Nova Sonic",,,,"us-east-1","Amazon Bedrock",,
"UCS8HCJ38DSG7ZAR","JRTCKXETXF","UCS8HCJ38DSG7ZAR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0785 per Custom Model Unit per Min for Inference for Qwen2VL architecture models in US East (N. Virginia)","2025-05-01","0","Inf","Custom Model Unit per Min","0.0785000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Qwen2VL-CustomModelImport-Inference-v1:0","","Qwen2VL","Qwen2VL","v1.0","Custom Model Import","Inference",,,,,,"us-east-1","Amazon Bedrock",,
"UEBA4FEJ7GCENDP4","JRTCKXETXF","UEBA4FEJ7GCENDP4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0136 per 1K tokens for USE1-NovaSonic-speech-output-tokens in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0136000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaSonic-speech-output-tokens","",,,,"On-demand Inference",,"Speech Understanding output token","Nova Sonic",,,,"us-east-1","Amazon Bedrock",,
"UHJ3XUUMGEQHUHHA","JRTCKXETXF","UHJ3XUUMGEQHUHHA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2 per 1000 requests for GenerateQuery API to generate SQL for Structured Data Retrieval","2025-05-01","0","Inf","Requests","0.0020000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-GenerateSQL-StructuredRetrieve","GenerateSQL-StructuredRetrieve",,,,"Generate SQL - Structured Data Retrieval",,,,,,,"us-east-1","Amazon Bedrock",,
"UJXJ8MJWA7NEVBU5","JRTCKXETXF","UJXJ8MJWA7NEVBU5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per image for TitanImageGeneratorG1-I2I-512-Premium in US East (N. Virginia)","2025-05-01","0","Inf","image","0.0100000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorG1-I2I-512-Premium","",,,,"On-demand Inference",,"I2I 512 Premium",,,,,"us-east-1","Amazon Bedrock","Titan Image Generator G1",
"UKM2CTYZY4SHRRDB","JRTCKXETXF","UKM2CTYZY4SHRRDB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03 per 1K tokens for USE1-APO-v1-optimizePrompt in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0300000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-APO-v1-optimizePrompt","APO-v1-optimizePrompt",,,,"Automatic Prompt Optimization",,,,,,,"us-east-1","Amazon Bedrock",,
"URFXX2XGYJ66495M","JRTCKXETXF","URFXX2XGYJ66495M.JRTCKXETXF.6YS6EN2CT7","OnDemand","$ 0.0016 per 1K tokens for Nova Pro-output-tokens in us-east-1 (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0016000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaPro-output-tokens-batch","",,,,"Batch Inference",,"Output tokens","Nova Pro",,,,"us-east-1","Amazon Bedrock",,
"UUPHYAP6CPGEMJCU","JRTCKXETXF","UUPHYAP6CPGEMJCU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0005 per additional field above 30 fields, charged per page for custom output","2025-05-01","0","Inf","Fields per Page Processed","0.0005000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-DataAutomation-Custom-PagesProcessed-AddOnFields","InvokeDataAutomationAsync",,,,"Documents Custom Ad-on Fields",,,,,,,"us-east-1","Amazon Bedrock",,
"UXSWJC9FRZG4DXY8","JRTCKXETXF","UXSWJC9FRZG4DXY8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005 per Images Processed for TitanImageGeneratorG1-Customization-Training in US East (N. Virginia)","2025-05-01","0","Inf","Images Processed","0.0050000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorG1-Customization-Training","",,,,"Model Customization","Training",,,,,,"us-east-1","Amazon Bedrock","Titan Image Generator G1",
"UZY8ZEQ7G33V7UDA","JRTCKXETXF","UZY8ZEQ7G33V7UDA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0004 per 1K tokens for TitanEmbeddingsG1-Image-input-tokens-batch in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0004000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanEmbeddingsG1-Image-input-tokens-batch","",,,,"BatchInference",,"Input tokens",,,,,"us-east-1","Amazon Bedrock","Titan Embeddings G1 Image",
"V2Z62Q44EA95VS8W","JRTCKXETXF","V2Z62Q44EA95VS8W.JRTCKXETXF.6YS6EN2CT7","OnDemand","$54.08 per hour for NovaMicro-ProvisionedThroughput-6month-ModelUnits in US East (N. Virginia)","2025-05-01","0","Inf","hour","54.0800000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaMicro-ProvisionedThroughput-6months-ModelUnits","",,,,"Provisioned Throughput Inference - 6 months",,,"Nova Micro","Nova Micro",,,"us-east-1","Amazon Bedrock",,
"V3DRG4UQ9AK3UEHC","JRTCKXETXF","V3DRG4UQ9AK3UEHC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$.15 per 1K text units for TopicPolicyUnitsConsumed in US East (N. Virginia)","2025-05-01","0","Inf","TextUnit","0.0001500000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Guardrail-TopicPolicyUnitsConsumed","ApplyGuardrail",,,,,,,,,"GuardrailTopic",,"us-east-1","Amazon Bedrock",,
"V597SNJVMF58RDYG","JRTCKXETXF","V597SNJVMF58RDYG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$27.95 per hour for TitanTextG1-Premier-ProvisionedThroughput-custom-1month-ModelUnits in US East (N. Virginia)","2025-05-01","0","Inf","hour","27.9500000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanText-Premier-ProvisionedThroughput-Custom-1month-ModelUnits","",,,,"Provisioned Throughput Inference - Custom - 1 month",,,,,,,"us-east-1","Amazon Bedrock",,"titan text g1 premier"
"V7NQRPAHTNCNBSDW","JRTCKXETXF","V7NQRPAHTNCNBSDW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$9.38 per hour for TitanEmbeddingsG1-Image-ProvisionedThroughput-NoCommit-ModelUnit in US East (N. Virginia)","2025-05-01","0","Inf","hour","9.3800000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanEmbeddingsG1-Image-ProvisionedThroughput-NoCommit-ModelUnits","",,,,"Provisioned Throughput Inference - Custom - no commit",,,,,,,"us-east-1","Amazon Bedrock",,"Titan Embeddings G1 Image"
"VGE6G4DEE5F2Y5SU","JRTCKXETXF","VGE6G4DEE5F2Y5SU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$16.38 per hour for TitanTextG1-Premier-ProvisionedThroughput-custom-6months-ModelUnits in US East (N. Virginia)","2025-05-01","0","Inf","hour","16.3800000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanText-Premier-ProvisionedThroughput-Custom-6months-ModelUnits","",,,,"Provisioned Throughput Inference - Custom - 6 months",,,,,,,"us-east-1","Amazon Bedrock",,"titan text g1 premier"
"VPQ6T4FEF56X6U47","JRTCKXETXF","VPQ6T4FEF56X6U47.JRTCKXETXF.6YS6EN2CT7","OnDemand","$16.85 per hour for TitanImageGeneratorV2-ProvisionedThroughput-Custom-6months-ModelUnit in US East (N. Virginia)","2025-05-01","0","Inf","hour","16.8500000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorV2-ProvisionedThroughput-Custom-6months-ModelUnits","",,,,"Provisioned Throughput Inference - Custom - 6 months",,,,,,,"us-east-1","Amazon Bedrock",,"Titan Image Generator V2"
"W9HGFFZ33GE378RA","JRTCKXETXF","W9HGFFZ33GE378RA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00036 per 1K input tokens for Llama 3.1 70B in US East (N. Virginia) for Batch","2025-05-01","0","Inf","1K tokens","0.0003600000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama3-1-70B-input-tokens-batch","",,,,"Batch Inference",,"Input tokens","Llama 3.1 70B",,,"Meta","us-east-1","Amazon Bedrock",,
"WHNSGG64M5QAAPU7","JRTCKXETXF","WHNSGG64M5QAAPU7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.012 per 1K tokens for Mistral Large output tokens in US East (N.Virginia)","2025-05-01","0","Inf","1K tokens","0.0120000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-MistralLarge-output-tokens","",,,,"On-demand Inference",,"Output tokens","Mistral Large",,,"Mistral","us-east-1","Amazon Bedrock",,
"WK92UTYU8723FP82","JRTCKXETXF","WK92UTYU8723FP82.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0002 per 1K tokens for TitanTextG1-Express-input-tokens in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0002000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanTextG1-Express-input-tokens","",,,,"On-demand Inference",,"Input tokens",,,,,"us-east-1","Amazon Bedrock","Titan Text G1 Express",
