"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2025-04-16T23:51:21Z"
"Version","20250416235121"
"OfferCode","AWSEndUserMessaging3pFees"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","usageType","operation","Conversation Type","ISO","Message Fee","Message Type","Region Code","serviceName"
"GFG2T3AMXCNVWNYU","JRTCKXETXF","GFG2T3AMXCNVWNYU.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Belgium using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-BE-ConversationFee-Service","","Service","BE","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"GH3R6CSE4E4KJVNR","JRTCKXETXF","GH3R6CSE4E4KJVNR.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Benin using Authentication template","2025-04-01","0","Inf","Messages","0.0144000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-BJ-ConversationFee-Authentication","","Authentication","BJ","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"GHEZY6W36SUWAWH9","JRTCKXETXF","GHEZY6W36SUWAWH9.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Albania using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-AL-ConversationFee-Service","","Service","AL","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"GHGV3YZ7R587S78R","JRTCKXETXF","GHGV3YZ7R587S78R.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Greenland using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-GL-ConversationFee-Service","","Service","GL","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"GHKKAQDFP8G226SN","JRTCKXETXF","GHKKAQDFP8G226SN.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Greece using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-GR-ConversationFee-Service","","Service","GR","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"GJUXRSKY8WY9G6Q3","JRTCKXETXF","GJUXRSKY8WY9G6Q3.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Dominican Republic using Marketing template","2025-04-01","0","Inf","Messages","0.0740000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-DO-ConversationFee-Marketing","","Marketing","DO","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"GKPVF2DDBP6Y7P6C","JRTCKXETXF","GKPVF2DDBP6Y7P6C.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Romania using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-RO-ConversationFee-Service","","Service","RO","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"GMHZEXASXWQ7UZWX","JRTCKXETXF","GMHZEXASXWQ7UZWX.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Curacao using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-CW-ConversationFee-Service","","Service","CW","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"GNV9REPN742WHSKM","JRTCKXETXF","GNV9REPN742WHSKM.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Bermuda using Utility template","2025-04-01","0","Inf","Messages","0.0077000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-BM-ConversationFee-Utility","","Utility","BM","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"GQ6Y2VKMF3DPYHT8","JRTCKXETXF","GQ6Y2VKMF3DPYHT8.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to China using Marketing template","2025-04-01","0","Inf","Messages","0.0732000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-CN-ConversationFee-Marketing","","Marketing","CN","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"GQRUKJ7TP9NEGWJU","JRTCKXETXF","GQRUKJ7TP9NEGWJU.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Swaziland using Authentication template","2025-04-01","0","Inf","Messages","0.0144000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-SZ-ConversationFee-Authentication","","Authentication","SZ","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"GRQSRHUV3X8QS3BE","JRTCKXETXF","GRQSRHUV3X8QS3BE.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to South Korea using Authentication template","2025-04-01","0","Inf","Messages","0.0304000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-KR-ConversationFee-Authentication","","Authentication","KR","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"GS2YFHUV9ANDCFKR","JRTCKXETXF","GS2YFHUV9ANDCFKR.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Gabon using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-GA-ConversationFee-Service","","Service","GA","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"GSRZ5QZVK9M3ATED","JRTCKXETXF","GSRZ5QZVK9M3ATED.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Micronesia using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-FM-ConversationFee-Service","","Service","FM","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"GUHRWDNUUKDRQFAU","JRTCKXETXF","GUHRWDNUUKDRQFAU.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Anguilla using Authentication template","2025-04-01","0","Inf","Messages","0.0304000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-AI-ConversationFee-Authentication","","Authentication","AI","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"GXG9HUAXF39XZU6W","JRTCKXETXF","GXG9HUAXF39XZU6W.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Central African Republic using Authentication template","2025-04-01","0","Inf","Messages","0.0304000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-CF-ConversationFee-Authentication","","Authentication","CF","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"GXQBY2ED8E8F7W93","JRTCKXETXF","GXQBY2ED8E8F7W93.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Comoros using Authentication template","2025-04-01","0","Inf","Messages","0.0304000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-KM-ConversationFee-Authentication","","Authentication","KM","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"GZ4Q5PR57PNH8MPE","JRTCKXETXF","GZ4Q5PR57PNH8MPE.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Nicaragua using Utility template","2025-04-01","0","Inf","Messages","0.0113000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-NI-ConversationFee-Utility","","Utility","NI","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"GZAH86W8UNJE42MJ","JRTCKXETXF","GZAH86W8UNJE42MJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Vatican City State using Utility template","2025-04-01","0","Inf","Messages","0.0077000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-VA-ConversationFee-Utility","","Utility","VA","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"H3X73593KXRTQ5K5","JRTCKXETXF","H3X73593KXRTQ5K5.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Uruguay using Authentication template","2025-04-01","0","Inf","Messages","0.0445000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-UY-ConversationFee-Authentication","","Authentication","UY","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"H4DA3WMJGG5BZSC3","JRTCKXETXF","H4DA3WMJGG5BZSC3.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Aland Islands using Utility template","2025-04-01","0","Inf","Messages","0.0077000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-AX-ConversationFee-Utility","","Utility","AX","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"H5WM7HYHTDT5F7V4","JRTCKXETXF","H5WM7HYHTDT5F7V4.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Papua New Guinea using Marketing template","2025-04-01","0","Inf","Messages","0.0732000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-PG-ConversationFee-Marketing","","Marketing","PG","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"H5ZY97VTNW6CKUYK","JRTCKXETXF","H5ZY97VTNW6CKUYK.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Namibia using Authentication template","2025-04-01","0","Inf","Messages","0.0144000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-NA-ConversationFee-Authentication","","Authentication","NA","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"H6JV63QNMY4S8BP9","JRTCKXETXF","H6JV63QNMY4S8BP9.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Botswana using Utility template","2025-04-01","0","Inf","Messages","0.0040000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-BW-ConversationFee-Utility","","Utility","BW","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"H7G8ETN6EAG2SAHF","JRTCKXETXF","H7G8ETN6EAG2SAHF.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Latvia using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-LV-ConversationFee-Service","","Service","LV","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"H8KGVSQ2TTGVBSUH","JRTCKXETXF","H8KGVSQ2TTGVBSUH.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Taiwan using Utility template","2025-04-01","0","Inf","Messages","0.0157000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-TW-ConversationFee-Utility","","Utility","TW","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"H8W5GHA2C78RZP9U","JRTCKXETXF","H8W5GHA2C78RZP9U.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Guernsey using Marketing template","2025-04-01","0","Inf","Messages","0.0604000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-GG-ConversationFee-Marketing","","Marketing","GG","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"H9H4JZM7AXUMG77W","JRTCKXETXF","H9H4JZM7AXUMG77W.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Senegal using Marketing template","2025-04-01","0","Inf","Messages","0.0225000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-SN-ConversationFee-Marketing","","Marketing","SN","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"H9J494DKATE9ESJG","JRTCKXETXF","H9J494DKATE9ESJG.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Heard and McDonald Islands using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-HM-ConversationFee-Service","","Service","HM","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"HAB9WFTMVXS8A2EE","JRTCKXETXF","HAB9WFTMVXS8A2EE.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Isle of Man using Utility template","2025-04-01","0","Inf","Messages","0.0077000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-IM-ConversationFee-Utility","","Utility","IM","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"HBH9ZZ4H9M6BK8WK","JRTCKXETXF","HBH9ZZ4H9M6BK8WK.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Madagascar using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-MG-ConversationFee-Service","","Service","MG","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"HBJSFUR6P875KBHA","JRTCKXETXF","HBJSFUR6P875KBHA.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Jordan using Authentication template","2025-04-01","0","Inf","Messages","0.0178000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-JO-ConversationFee-Authentication","","Authentication","JO","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"HBVV5NXEBRC9GXM6","JRTCKXETXF","HBVV5NXEBRC9GXM6.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Maldives using Authentication template","2025-04-01","0","Inf","Messages","0.0304000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-MV-ConversationFee-Authentication","","Authentication","MV","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"HBX2ATR4T7QTW3EV","JRTCKXETXF","HBX2ATR4T7QTW3EV.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Reunion using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-RE-ConversationFee-Service","","Service","RE","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"HC3VHC4Y7BQMMEQ8","JRTCKXETXF","HC3VHC4Y7BQMMEQ8.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Cayman Islands using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-KY-ConversationFee-Service","","Service","KY","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"HC6H3VAXE34P6T3B","JRTCKXETXF","HC6H3VAXE34P6T3B.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Turks and Caicos Islands using Authentication template","2025-04-01","0","Inf","Messages","0.0304000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-TC-ConversationFee-Authentication","","Authentication","TC","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"HC9JJDUXQYC2H565","JRTCKXETXF","HC9JJDUXQYC2H565.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Mauritius using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-MU-ConversationFee-Service","","Service","MU","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"HD3AET7Z5HTRSM6T","JRTCKXETXF","HD3AET7Z5HTRSM6T.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Heard and McDonald Islands using Marketing template","2025-04-01","0","Inf","Messages","0.0604000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-HM-ConversationFee-Marketing","","Marketing","HM","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"HDJFN78JZ5CFZGXH","JRTCKXETXF","HDJFN78JZ5CFZGXH.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Honduras using Marketing template","2025-04-01","0","Inf","Messages","0.0740000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-HN-ConversationFee-Marketing","","Marketing","HN","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"HEYRJ6ACQ6D2JHVH","JRTCKXETXF","HEYRJ6ACQ6D2JHVH.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Ecuador using Utility template","2025-04-01","0","Inf","Messages","0.0113000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-EC-ConversationFee-Utility","","Utility","EC","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"HHTM665UQG45CMDH","JRTCKXETXF","HHTM665UQG45CMDH.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Nigeria using Authentication template","2025-04-01","0","Inf","Messages","0.0067000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-NG-ConversationFee-Authentication","","Authentication","NG","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"HJ8JVNY7DVXT5JC5","JRTCKXETXF","HJ8JVNY7DVXT5JC5.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Lebanon using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-LB-ConversationFee-Service","","Service","LB","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"HKAJZUVKUX2K6U9T","JRTCKXETXF","HKAJZUVKUX2K6U9T.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Rwanda using Utility template","2025-04-01","0","Inf","Messages","0.0040000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-RW-ConversationFee-Utility","","Utility","RW","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"HR2FQEX99758UWPP","JRTCKXETXF","HR2FQEX99758UWPP.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Mali using Authentication template","2025-04-01","0","Inf","Messages","0.0144000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-ML-ConversationFee-Authentication","","Authentication","ML","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"HRARHCK4KJ5ZQKTT","JRTCKXETXF","HRARHCK4KJ5ZQKTT.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Suriname using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-SR-ConversationFee-Service","","Service","SR","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"HRFG6QPNWWDF37GH","JRTCKXETXF","HRFG6QPNWWDF37GH.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Serbia using Utility template","2025-04-01","0","Inf","Messages","0.0353000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-RS-ConversationFee-Utility","","Utility","RS","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"HS8N7UVUHWK2AHBK","JRTCKXETXF","HS8N7UVUHWK2AHBK.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Tunisia using Authentication template","2025-04-01","0","Inf","Messages","0.0144000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-TN-ConversationFee-Authentication","","Authentication","TN","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"HSRPSDT3R3JMWA9Z","JRTCKXETXF","HSRPSDT3R3JMWA9Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Netherlands using Utility template","2025-04-01","0","Inf","Messages","0.0500000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-NL-ConversationFee-Utility","","Utility","NL","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"HST6Z88ZY88TS8GP","JRTCKXETXF","HST6Z88ZY88TS8GP.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Senegal using Service template","2025-04-01","0","Inf","Messages","0.0000000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-SN-ConversationFee-Service","","Service","SN","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"HV975R3W8XFDH3DZ","JRTCKXETXF","HV975R3W8XFDH3DZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to United Arab Emirates using Marketing template","2025-04-01","0","Inf","Messages","0.0384000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-AE-ConversationFee-Marketing","","Marketing","AE","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"HW76HRSQTY84XAWS","JRTCKXETXF","HW76HRSQTY84XAWS.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Antigua and Barbuda using Authentication template","2025-04-01","0","Inf","Messages","0.0304000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-AG-ConversationFee-Authentication","","Authentication","AG","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"HWEQQYUAQ3DQ7F2Z","JRTCKXETXF","HWEQQYUAQ3DQ7F2Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Vatican City State using Authentication template","2025-04-01","0","Inf","Messages","0.0304000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-VA-ConversationFee-Authentication","","Authentication","VA","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"HYPSYEDNJMPTPD9B","JRTCKXETXF","HYPSYEDNJMPTPD9B.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Singapore using Utility template","2025-04-01","0","Inf","Messages","0.0157000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-SG-ConversationFee-Utility","","Utility","SG","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"J29GX3V64J4VZN3E","JRTCKXETXF","J29GX3V64J4VZN3E.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Canada using Authentication template","2025-04-01","0","Inf","Messages","0.0135000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-CA-ConversationFee-Authentication","","Authentication","CA","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
"J32JUNZKT6YG6S6M","JRTCKXETXF","J32JUNZKT6YG6S6M.JRTCKXETXF.6YS6EN2CT7","OnDemand","Total WhatsApp Conversation fees sent to Kazakhstan using Marketing template","2025-04-01","0","Inf","Messages","0.0604000000","USD","AWSMobile-AmazonPinpoint","AWSEndUserMessaging3pFees","US East (N. Virginia)","AWS Region","USE1-WhatsApp-KZ-ConversationFee-Marketing","","Marketing","KZ","ConversationFee","WhatsApp","us-east-1","AWS End User Messaging Third Party Fees"
