"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2025-04-29T17:49:36Z"
"Version","20250429174936"
"OfferCode","AmazonNeptune"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Instance Type","Current Generation","Instance Family","vCPU","Physical Processor","Clock Speed","Memory","Storage","Network Performance","Processor Architecture","Storage Media","Volume Type","Min Volume Size","Max Volume Size","Engine Code","Database Engine","License Model","Deployment Option","Group","Group Description","Transfer Type","From Location","From Location Type","To Location","To Location Type","usageType","operation","Dedicated EBS Throughput","Enhanced Networking Supported","From Region Code","m-NCU","Normalization Size Factor","Pricing Unit","Processor Features","Region Code","serviceName","To Region Code"
"FMD24ZDEU63NHEY7","JRTCKXETXF","FMD24ZDEU63NHEY7.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 7.516 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","7.5160000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r4.8xlarge","Yes","Memory optimized","32","Intel Xeon E5-2686 v4 (Broadwell)",,"244 GiB","EBS Only","10 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r4.8xlarge","CreateDBInstance:0022",,,,,"21.6",,,"us-east-1","Amazon Neptune",
"FMDYJTARP6NV49D2","JRTCKXETXF","FMDYJTARP6NV49D2.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD4.422 per Hrs for InstanceUsage:db.r7g.8xl:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","4.4220000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r7g.8xlarge","Yes","Memory optimized","32","AWS Graviton3",,"256 GiB","EBS Only","15","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r7g.8xl","CreateDBInstance:0022",,,,,"64",,,"us-east-1","Amazon Neptune",
"FPNQE724QK9CWG8N","JRTCKXETXF","FPNQE724QK9CWG8N.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0 per GB of Data Transfer from Asia Pacific (Singapore) to US East (N. Virginia)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AmazonNeptune",,,,,,,,,,,,,,,,,,,,,,,"InterRegion Inbound","Asia Pacific (Singapore)","AWS Region","US East (N. Virginia)","AWS Region","APS1-USE1-AWS-In-Bytes","",,,"ap-southeast-1",,,,,,"Amazon Neptune","us-east-1"
"FUTC327ME7W3PFQW","JRTCKXETXF","FUTC327ME7W3PFQW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per GB of Data Transfer from US East (N. Virginia) to US East (N. Virginia)","2025-03-01","0","Inf","GB","0.0100000000","USD","Data Transfer","AmazonNeptune",,,,,,,,,,,,,,,,,,,,,,,"IntraRegion","US East (N. Virginia)","AWS Region","US East (N. Virginia)","AWS Region","DataTransfer-Regional-Bytes","",,,"us-east-1",,,,,,"Amazon Neptune","us-east-1"
"FY9CY22U7GG6534G","JRTCKXETXF","FY9CY22U7GG6534G.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD8.844 per Hrs for InstanceUsage:db.r7g.16xl:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","8.8440000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r7g.16xlarge","Yes","Memory optimized","64","AWS Graviton3",,"512 GiB","EBS Only","30","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r7g.16xl","CreateDBInstance:0022",,,,,"128",,,"us-east-1","Amazon Neptune",
"G34GP2TVD7GVEH8N","JRTCKXETXF","G34GP2TVD7GVEH8N.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 23.637 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","23.6370000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.x2g.16xlarge","Yes","Memory optimized","64","AWS Graviton2",,"1024 GiB","2 x 1900 NVMe SSD","25 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.x2g.16xlarge","CreateDBInstance:0022",,,,,"172.8",,,"us-east-1","Amazon Neptune",
"GCCH3TS4N5NJUP8K","JRTCKXETXF","GCCH3TS4N5NJUP8K.JRTCKXETXF.6YS6EN2CT7","OnDemand","$19.0903 per instance hour (or partial hour) running Amazon Neptune","2025-03-01","0","Inf","Hrs","19.0903000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r5d.24xlarge","Yes","Memory optimized","96","Intel Xeon Platinum 8175",,"768 GiB","4 x 900 NVMe SSD","25 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r5d.24xl","CreateDBInstance:0022",,,,,"192",,,"us-east-1","Amazon Neptune",
"GFJQ2RZNPJ6FC5U4","JRTCKXETXF","GFJQ2RZNPJ6FC5U4.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 73.197 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","73.1970000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.x2iedn.24xlarge","Yes","Memory optimized","96","Intel Xeon Family",,"3072 GiB","2 x 1425 NVMe SSD","75 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.x2iedn.24xl","CreateDBInstance:0022",,,,,"259.2",,,"us-east-1","Amazon Neptune",
"GGBX5BPGN3TKXZ8G","JRTCKXETXF","GGBX5BPGN3TKXZ8G.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.0943 per Hrs for Neptune-DB-Instance:db.x2g.xl in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","1.0943000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.x2g.xlarge","Yes","Memory optimized","4","AWS Graviton2",,"64 GiB","1 x 237 NVMe SSD","10 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.x2g.xlarge","CreateDBInstance:0022",,,,,"8",,,"us-east-1","Amazon Neptune",
"GRPQ6YA2SE6JGSK2","JRTCKXETXF","GRPQ6YA2SE6JGSK2.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD35.7696 per Hrs for InstanceUsageIOOptimized:db.r8g.48xl:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","35.7696000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r8g.48xlarge","Yes","Memory optimized","192","AWS Graviton4",,"1,536 GiB","EBS Only","50","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r8g.48xl","CreateDBInstance:0022",,,,,"384",,,"us-east-1","Amazon Neptune",
"GS3DFHRQDW88GPEQ","JRTCKXETXF","GS3DFHRQDW88GPEQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0 per GB of Data Transfer from US East (N. Virginia) to EU (Frankfurt)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AmazonNeptune",,,,,,,,,,,,,,,,,,,,,,,"InterRegion Inbound","US East (N. Virginia)","AWS Region","EU (Frankfurt)","AWS Region","USE1-EUC1-AWS-In-Bytes","",,,"us-east-1",,,,,,"Amazon Neptune","eu-central-1"
"GWEZPD3H2EC22YPG","JRTCKXETXF","GWEZPD3H2EC22YPG.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 11.275 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","11.2750000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r6i.12xlarge","Yes","Memory optimized","48","Intel Xeon Family",,"384 GiB","EBS Only","18.75 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r6i.12xl","CreateDBInstance:0022",,,,,"129.6",,,"us-east-1","Amazon Neptune",
"GZQGHC379SGRSYWK","JRTCKXETXF","GZQGHC379SGRSYWK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.392 per instance hour (or partial hour) running Amazon Neptune","2025-03-01","0","Inf","Hrs","1.3920000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r6i.2xlarge","Yes","Memory optimized","8","Intel Xeon Family",,"64 GiB","EBS Only","Upto 12.5 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r6i.2xl","CreateDBInstance:0022",,,,,"16",,,"us-east-1","Amazon Neptune",
"HE7ZFCE9D843S3A3","JRTCKXETXF","HE7ZFCE9D843S3A3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.348 per instance hour (or partial hour) running Amazon Neptune","2025-03-01","0","Inf","Hrs","0.3480000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r6i.large","Yes","Memory optimized","2","Intel Xeon Family",,"16 GiB","EBS Only","Upto 12.5 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r6i.large","CreateDBInstance:0022",,,,,"4",,,"us-east-1","Amazon Neptune",
"HFNN32X98HVCSEGX","JRTCKXETXF","HFNN32X98HVCSEGX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$4.3773 per Hrs for Neptune-DB-Instance:db.x2g.4xl in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","4.3773000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.x2g.4xlarge","Yes","Memory optimized","16","AWS Graviton2",,"256 GiB","1 x 950 NVMe SSD","10 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.x2g.4xlarge","CreateDBInstance:0022",,,,,"32",,,"us-east-1","Amazon Neptune",
"HFXCYUYKCSB3AU73","JRTCKXETXF","HFXCYUYKCSB3AU73.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.5909 per instance hour (or partial hour) running Amazon Neptune","2025-03-01","0","Inf","Hrs","1.5909000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r5d.2xlarge","Yes","Memory optimized","8","Intel Xeon Platinum 8175",,"64 GiB","1 x 300 NVMe SSD","Up to 10 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r5d.2xl","CreateDBInstance:0022",,,,,"16",,,"us-east-1","Amazon Neptune",
"HHNN6DNEKSZWXSB6","JRTCKXETXF","HHNN6DNEKSZWXSB6.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 0.15 per vCPU-Hours for CPUCredits:db.t4g:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","vCPU-Hours","0.1500000000","USD","CPU Credits","AmazonNeptune","US East (N. Virginia)","AWS Region",,,"T4G",,,,,,,,,,,,"22","Amazon Neptune",,,,,,,,,,"CPUCredits:db.t4g","CreateDBInstance:0022",,,,,,"vCPU-Hours",,"us-east-1","Amazon Neptune",
"HPWXNDJH7WT5QVJQ","JRTCKXETXF","HPWXNDJH7WT5QVJQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 23.637 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","23.6370000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.x2gd.16xlarge","Yes","Memory optimized","64","AWS Graviton2",,"1024 GiB","2 x 1900 NVMe SSD","25 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.x2gd.16xl","CreateDBInstance:0022",,,,,"172.8",,,"us-east-1","Amazon Neptune",
"HY37CDGGW9YQQ7YY","JRTCKXETXF","HY37CDGGW9YQQ7YY.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 4.295 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","4.2950000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r5d.4xlarge","Yes","Memory optimized","16","Intel Xeon Platinum 8175",,"128 GiB","2 x 300 NVMe SSD","Up to 10 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r5d.4xl","CreateDBInstance:0022",,,,,"43.2",,,"us-east-1","Amazon Neptune",
"HZJJQ7YT32TEWY6X","JRTCKXETXF","HZJJQ7YT32TEWY6X.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 17.181 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","17.1810000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r5d.16xlarge","Yes","Memory optimized","64","Intel Xeon Platinum 8175",,"512 GiB","4 x 600 NVMe SSD","20 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r5d.16xl","CreateDBInstance:0022",,,,,"172.8",,,"us-east-1","Amazon Neptune",
"JAB9J6H86QZBV5Z6","JRTCKXETXF","JAB9J6H86QZBV5Z6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$368.64 per Hrs for MemoryOptimizedGraphUsage:12288-m-NCU in us-east-1","2025-03-01","0","Inf","Hrs","368.6400000000","USD","Neptune Memory Optimized Graph","AmazonNeptune","US East (N. Virginia)","AWS Region",,,,,,,,,,,,,,,,,,,,,,,,,,"USE1-MemoryOptimizedGraphUsage:12288-m-NCU","CreateGraph",,,,"12288",,,,"us-east-1","Amazon Neptune",
"JAUFK7HFNAABHCBD","JRTCKXETXF","JAUFK7HFNAABHCBD.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD2.211 per Hrs for InstanceUsage:db.r7g.4xl:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","2.2110000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r7g.4xlarge","Yes","Memory optimized","16","AWS Graviton3",,"128 GiB","EBS Only","up to 15","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r7g.4xl","CreateDBInstance:0022",,,,,"32",,,"us-east-1","Amazon Neptune",
"JH2PH5SAAE9N34XN","JRTCKXETXF","JH2PH5SAAE9N34XN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.20 per 1 million Replicated Write I/O requests (Amazon Neptune)","2025-03-01","0","Inf","IOs","0.0000002000","USD","Neptune ReplicatedWrite","AmazonNeptune","US East (N. Virginia)","AWS Region",,,,,,,,,,,,,,,,,,"Multi-AZ","I/O Operation","Input/Output Operation",,,,,,"ReplicatedWriteIOUsage","CreateDBInstance:0022",,,,,,,,"us-east-1","Amazon Neptune",
"JSP5CEKRQBRPPXUT","JRTCKXETXF","JSP5CEKRQBRPPXUT.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD8.352 per Hrs for InstanceUsage:db.r7i.12xl:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","8.3520000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r7i.12xlarge","Yes","Memory optimized","48","Intel Xeon E5-2686 v4 (Broadwell)",,"384 GiB","EBS Only","18.75 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r7i.12xl","CreateDBInstance:0022",,,,,"96",,,"us-east-1","Amazon Neptune",
"JWEFUQFPZQV7BUCW","JRTCKXETXF","JWEFUQFPZQV7BUCW.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 1.014 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","1.0140000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r6gd.xlarge","Yes","Memory optimized","4","AWS Graviton2",,"32 GiB","1 x 237 NVMe SSD","Up to 10 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r6gd.xl","CreateDBInstance:0022",,,,,"10.8",,,"us-east-1","Amazon Neptune",
"JZDNN6QUFH4TJPNE","JRTCKXETXF","JZDNN6QUFH4TJPNE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB of Data Transfer from US East (N. Virginia) to Asia Pacific (Singapore)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AmazonNeptune",,,,,,,,,,,,,,,,,,,,,,,"InterRegion Outbound","US East (N. Virginia)","AWS Region","Asia Pacific (Singapore)","AWS Region","USE1-APS1-AWS-Out-Bytes","",,,"us-east-1",,,,,,"Amazon Neptune","ap-southeast-1"
"K8X366JSAE8XC8CT","JRTCKXETXF","K8X366JSAE8XC8CT.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD1.104 per Hrs for InstanceUsage:db.r8g.2xl:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","1.1040000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r8g.2xlarge","Yes","Memory optimized","8","AWS Graviton4",,"64 GiB","EBS Only","up to 15","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r8g.2xl","CreateDBInstance:0022",,,,,"16",,,"us-east-1","Amazon Neptune",
"KF5WYKC3KJBTPKQK","JRTCKXETXF","KF5WYKC3KJBTPKQK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$7.68 per Hrs for MemoryOptimizedGraphUsage:256-m-NCU in us-east-1","2025-03-01","0","Inf","Hrs","7.6800000000","USD","Neptune Memory Optimized Graph","AmazonNeptune","US East (N. Virginia)","AWS Region","r6i.8xlarge",,,,,,,,,,,,,,,,,,,,,,,,,"USE1-MemoryOptimizedGraphUsage:256-m-NCU","CreateGraph",,,,"256",,,,"us-east-1","Amazon Neptune",
"KGJ45ENVZQ7H5W2Y","JRTCKXETXF","KGJ45ENVZQ7H5W2Y.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD 10.7 per instance hours (or partial hour) for InstanceUsageIOOptimized in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","10.7000000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r6g.12xlarge","Yes","Memory optimized","48","AWS Graviton2",,"384 GiB","EBS Only","20 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r6g.12xl","CreateDBInstance:0022",,,,,"129.6",,,"us-east-1","Amazon Neptune",
"KJ6FWN6XS9G97VPP","JRTCKXETXF","KJ6FWN6XS9G97VPP.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.147 per GB of Data Transfer from Africa (Cape Town) to US East (N. Virginia)","2025-03-01","0","Inf","GB","0.1470000000","USD",,"AmazonNeptune",,,,,,,,,,,,,,,,,,,,,,,"InterRegion Outbound","Africa (Cape Town)","AWS Region","US East (N. Virginia)","AWS Region","AFS1-USE1-AWS-Out-Bytes","",,,"af-south-1",,,,,,"Amazon Neptune","us-east-1"
"KKX5R55YKYZ888GK","JRTCKXETXF","KKX5R55YKYZ888GK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$5.568 per instance hour (or partial hour) running Amazon Neptune","2025-03-01","0","Inf","Hrs","5.5680000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r5.8xlarge","Yes","Memory optimized","32","Intel Xeon Platinum 8175",,"256 GiB","EBS Only","10 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r5.8xl","CreateDBInstance:0022",,,,,"64",,,"us-east-1","Amazon Neptune",
"KNVD9R5UVS75ZS3V","JRTCKXETXF","KNVD9R5UVS75ZS3V.JRTCKXETXF.6YS6EN2CT7","OnDemand","$61.44 per Hrs for MemoryOptimizedGraphUsage:2048-m-NCU in us-east-1","2025-03-01","0","Inf","Hrs","61.4400000000","USD","Neptune Memory Optimized Graph","AmazonNeptune","US East (N. Virginia)","AWS Region","x2iedn.24xlarge",,,,,,,,,,,,,,,,,,,,,,,,,"USE1-MemoryOptimizedGraphUsage:2048-m-NCU","CreateGraph",,,,"2048",,,,"us-east-1","Amazon Neptune",
"KQ7F4DSWZD2WEA37","JRTCKXETXF","KQ7F4DSWZD2WEA37.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD2.9808 per Hrs for InstanceUsageIOOptimized:db.r8g.4xl:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","2.9808000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r8g.4xlarge","Yes","Memory optimized","16","AWS Graviton4",,"128 GiB","EBS Only","up to 15","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r8g.4xl","CreateDBInstance:0022",,,,,"32",,,"us-east-1","Amazon Neptune",
"M2985GYP8S629NB9","JRTCKXETXF","M2985GYP8S629NB9.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD3.758 per Hrs for InstanceUsageIOOptimized:db.r7i.4xl:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","3.7580000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r7i.4xlarge","Yes","Memory optimized","16","Intel Xeon E5-2686 v4 (Broadwell)",,"128 GiB","EBS Only","Upto 12.5 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r7i.4xl","CreateDBInstance:0022",,,,,"43.2",,,"us-east-1","Amazon Neptune",
"M2YJ2F2CEZRMH33M","JRTCKXETXF","M2YJ2F2CEZRMH33M.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.276 per Hrs for InstanceUsage:db.r7g.large:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","0.2760000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r7g.large","Yes","Memory optimized","2","AWS Graviton3",,"16 GiB","EBS Only","up to 12.5","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r7g.large","CreateDBInstance:0022",,,,,"4",,,"us-east-1","Amazon Neptune",
"M9HPNWWPMRY7EAZ2","JRTCKXETXF","M9HPNWWPMRY7EAZ2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$72.30 per instance hour (or partial hour) running Amazon Neptune","2025-03-01","0","Inf","Hrs","72.3000000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.x2iedn.32xlarge","Yes","Memory optimized","128","Intel Xeon Family",,"4096 GiB","2 x 1900 NVMe SSD","100 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.x2iedn.32xl","CreateDBInstance:0022",,,,,"256",,,"us-east-1","Amazon Neptune",
"MEGZDPJ9SYVHFXJD","JRTCKXETXF","MEGZDPJ9SYVHFXJD.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD11.136 per Hrs for InstanceUsage:db.r7i.16xl:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","11.1360000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r7i.16xlarge","Yes","Memory optimized","64","Intel Xeon E5-2686 v4 (Broadwell)",,"512 GiB","EBS Only","25 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r7i.16xl","CreateDBInstance:0022",,,,,"128",,,"us-east-1","Amazon Neptune",
"MFM5ZTKYWHCSXHRR","JRTCKXETXF","MFM5ZTKYWHCSXHRR.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.516 per Hrs for InstanceUsageIOOptimized:db.r7i.8xl:CreateDBInstance:0022 in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","7.5160000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r7i.8xlarge","Yes","Memory optimized","32","Intel Xeon E5-2686 v4 (Broadwell)",,"256 GiB","EBS Only","12.5 Gigabit","64-bit",,"General Purpose-Aurora",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsageIOOptimized:db.r7i.8xl","CreateDBInstance:0022",,,,,"86.4",,,"us-east-1","Amazon Neptune",
"MS86WQXUDS3QKRZY","JRTCKXETXF","MS86WQXUDS3QKRZY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$13.1319 per Hrs for Neptune-DB-Instance:db.x2g.12xl in US East (N. Virginia)","2025-03-01","0","Inf","Hrs","13.1319000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.x2g.12xlarge","Yes","Memory optimized","48","AWS Graviton2",,"768 GiB","2 x 1425 NVMe SSD","20 Gigabit","64-bit",,,,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.x2g.12xlarge","CreateDBInstance:0022",,,,,"96",,,"us-east-1","Amazon Neptune",
"MSBHZJJPTVMGKNDU","JRTCKXETXF","MSBHZJJPTVMGKNDU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0 per GB of Data Transfer from US East (N. Virginia) to South America (Sao Paulo)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AmazonNeptune",,,,,,,,,,,,,,,,,,,,,,,"InterRegion Inbound","US East (N. Virginia)","AWS Region","South America (Sao Paulo)","AWS Region","USE1-SAE1-AWS-In-Bytes","",,,"us-east-1",,,,,,"Amazon Neptune","sa-east-1"
"N78RMEJ6EJHZFAGV","JRTCKXETXF","N78RMEJ6EJHZFAGV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.784 per instance hour (or partial hour) running Amazon Neptune","2025-03-01","0","Inf","Hrs","2.7840000000","USD","Database Instance","AmazonNeptune","US East (N. Virginia)","AWS Region","db.r5.4xlarge","Yes","Memory optimized","16","Intel Xeon Platinum 8175","Up to 3.1 GHz","192 GiB","EBS Only","Up to 10 Gigabit","64-bit",,"General Purpose",,,"22","Amazon Neptune","License included","Multi-AZ",,,,,,,,"InstanceUsage:db.r5.4xl","CreateDBInstance:0022","3500 Mbps","Yes",,,"32",,,"us-east-1","Amazon Neptune",
