"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2025-05-06T19:30:35Z"
"Version","20250506193035"
"OfferCode","AmazonAppStream"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Instance Type","Instance Family","vCPU","Operating System","License Model","usageType","operation","Instance Function","Memory (GiB)","Multi Session","OS License Model","Region Code","serviceName","Video Memory (GiB)"
"PYPM4647Y6WZKSEC","JRTCKXETXF","PYPM4647Y6WZKSEC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$5.492 per hour for Rocky Linux Fleet Instance stream.graphics.g5.8xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","5.4930000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.8xlarge","Graphics G5","32","Rocky Linux",,"USE1-stream.graphics.g5.8xlarge-rl-fl","Streaming:001","Fleet","128","false","License Included","us-east-1","Amazon AppStream","24"
"Q24X58CM6SKMKU84","JRTCKXETXF","Q24X58CM6SKMKU84.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.5 per hour for running a stream.memory.xlarge Fleet instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.5000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.xlarge","Memory optimized","4","Windows",,"USE1-stream.memory.xlarge-fl","Streaming:001","Fleet","30.5","true","License Included","us-east-1","Amazon AppStream","N/A"
"Q3GFX7USYWMFFPJS","JRTCKXETXF","Q3GFX7USYWMFFPJS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.487 per hour for a Linux stream.memory.z1d.2xlarge ImageBuilder instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","1.4870000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.2xlarge","Memory optimized","8","Amazon Linux",,"USE1-stream.memory.z1d.2xlarge-al-ib","Streaming:001","ImageBuilder","64",,"None","us-east-1","Amazon AppStream","N/A"
"Q3PPPNZA7754R85C","JRTCKXETXF","Q3PPPNZA7754R85C.JRTCKXETXF.6YS6EN2CT7","OnDemand","$4.1 per hour for running a stream.graphics-pro.8xlarge Fleet instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","4.1000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics-pro.8xlarge","Graphics Pro","32","Windows",,"USE1-graphics-pro.8xlarge-fl","Streaming:001","Fleet","244",,"License Included","us-east-1","Amazon AppStream","16"
"Q3UQE3AD59JEDD4E","JRTCKXETXF","Q3UQE3AD59JEDD4E.JRTCKXETXF.6YS6EN2CT7","OnDemand","$4.696 per hour for Rocky Linux ImageBuilder stream.memory.z1d.6xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","4.6970000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.6xlarge","Memory optimized","24","Rocky Linux",,"USE1-stream.memory.z1d.6xlarge-rl-ib","Streaming:001","ImageBuilder","192","false","License Included","us-east-1","Amazon AppStream","N/A"
"Q65STJFDN3VG7Q7Q","JRTCKXETXF","Q65STJFDN3VG7Q7Q.JRTCKXETXF.6YS6EN2CT7","OnDemand","$8.151 per hour for Red Hat Enterprise Linux FleetInstance stream.graphics.g4dn.12xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","8.1510000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.12xlarge","Graphics","48","Red Hat Enterprise Linux",,"USE1-stream.graphics.g4dn.12xlarge-rh-fl","Streaming:001","Fleet","192","false","License Included","us-east-1","Amazon AppStream","64"
"Q9VR7BMF6QFY7BHP","JRTCKXETXF","Q9VR7BMF6QFY7BHP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.262 per hour for Rocky Linux Fleet Instance stream.graphics.g4dn.4xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","2.2630000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.4xlarge","Graphics","16","Rocky Linux",,"USE1-stream.graphics.g4dn.4xlarge-rl-fl","Streaming:001","Fleet","64","false","License Included","us-east-1","Amazon AppStream","16"
"QFEQJDAVY2EJUF8E","JRTCKXETXF","QFEQJDAVY2EJUF8E.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.961 per hour for Red Hat Enterprise Linux FleetInstance stream.graphics.g4dn.xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.9610000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.xlarge","Graphics","4","Red Hat Enterprise Linux",,"USE1-stream.graphics.g4dn.xlarge-rh-fl","Streaming:001","Fleet","16","false","License Included","us-east-1","Amazon AppStream","16"
"QJU8EDGDZKBUATPY","JRTCKXETXF","QJU8EDGDZKBUATPY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$9.7 per hour for Rocky Linux Fleet Instance stream.graphics.g5.12xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","9.7000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.12xlarge","Graphics G5","48","Rocky Linux",,"USE1-stream.graphics.g5.12xlarge-rl-fl","Streaming:001","Fleet","192","false","License Included","us-east-1","Amazon AppStream","96"
"QRMUYFR73K6QKZ9M","JRTCKXETXF","QRMUYFR73K6QKZ9M.JRTCKXETXF.6YS6EN2CT7","OnDemand","$4.827 per hour for Red Hat Enterprise Linux ImageBuilder stream.graphics.g4dn.8xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","4.8270000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.8xlarge","Graphics","32","Red Hat Enterprise Linux",,"USE1-stream.graphics.g4dn.8xlarge-rh-ib","Streaming:001","ImageBuilder","128","false","License Included","us-east-1","Amazon AppStream","16"
"QT9ZEYZ4Q3MN374Q","JRTCKXETXF","QT9ZEYZ4Q3MN374Q.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.344 per hour for a Linux stream.compute.xlarge ImageBuilder instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.3440000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.xlarge","Compute optimized","4","Amazon Linux",,"USE1-stream.compute.xlarge-al-ib","Streaming:001","ImageBuilder","7.5",,"None","us-east-1","Amazon AppStream","N/A"
"QTWXURA3DGK57ADQ","JRTCKXETXF","QTWXURA3DGK57ADQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.075 per hour for running a stream.standard.small Fleet instance in AWS region  US East (N. Virginia)","2025-04-01","0","Inf","hour","0.0750000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.small","General purpose","1","Windows",,"USE1-stream.standard.small-fl","Streaming:001","Fleet","2","true","License Included","us-east-1","Amazon AppStream","N/A"
"QZQS2TRE8UHN42RP","JRTCKXETXF","QZQS2TRE8UHN42RP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$8.4 per hour for Rocky Linux Fleet Instance stream.graphics.g4dn.16xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","8.4010000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.16xlarge","Graphics","64","Rocky Linux",,"USE1-stream.graphics.g4dn.16xlarge-rl-fl","Streaming:001","Fleet","256","false","License Included","us-east-1","Amazon AppStream","16"
"RA2BCNJWWKQQSH6K","JRTCKXETXF","RA2BCNJWWKQQSH6K.JRTCKXETXF.6YS6EN2CT7","OnDemand","$3.061 per hour for Rocky Linux Fleet Instance stream.memory.8xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","3.0620000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.8xlarge","Memory optimized","32","Rocky Linux",,"USE1-stream.memory.8xlarge-rl-fl","Streaming:001","Fleet","244","false","License Included","us-east-1","Amazon AppStream","N/A"
"RHRTZQJ5UM56G9FJ","JRTCKXETXF","RHRTZQJ5UM56G9FJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$5.492 per hour for Rocky Linux ImageBuilder stream.graphics.g5.8xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","5.4930000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.8xlarge","Graphics G5","32","Rocky Linux",,"USE1-stream.graphics.g5.8xlarge-rl-ib","Streaming:001","ImageBuilder","128","false","License Included","us-east-1","Amazon AppStream","24"
"RRCQDNR2AWHKQ77T","JRTCKXETXF","RRCQDNR2AWHKQ77T.JRTCKXETXF.6YS6EN2CT7","OnDemand","$3.255 per hour for Red Hat Enterprise Linux FleetInstance stream.graphics.g5.4xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","3.2550000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.4xlarge","Graphics G5","16","Red Hat Enterprise Linux",,"USE1-stream.graphics.g5.4xlarge-rh-fl","Streaming:001","Fleet","64","false","License Included","us-east-1","Amazon AppStream","24"
"RU5FHW2S656MM8VK","JRTCKXETXF","RU5FHW2S656MM8VK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$5.14 per hour for Fleet-stream.graphics.g4dn.8xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","5.1400000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.8xlarge","Graphics","32","Windows",,"USE1-stream.graphics.g4dn.8xlarge-fl","Streaming:001","Fleet","128","true","License Included","us-east-1","Amazon AppStream","16"
"RXUXA9PW2MJ92474","JRTCKXETXF","RXUXA9PW2MJ92474.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0 per user per month for RDS CAL BYOL User Fees in AWS region US East (N. Virginia)","2025-04-01","0","Inf","users","0.0000000000","USD","User Fees","AmazonAppStream","US East (N. Virginia)","AWS Region",,,,"Windows","Bring Your Own License","USE1-Win-BYOL-User","RDS CAL",,,,,"us-east-1","Amazon AppStream",
"RYC72ECDSP3623MA","JRTCKXETXF","RYC72ECDSP3623MA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.075 per hour for stream.standard.small Multi-Session Fleet instance in AWS region  US East (N. Virginia) ","2025-04-01","0","Inf","hour","0.0750000000","USD",,"AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.small",,"1","Windows",,"USE1-stream.standard.small-fl","Streaming:002","MultiSessionFleet",,"true","License Included","us-east-1","Amazon AppStream","N/A"
"S63YR2EWGNE7YWH2","JRTCKXETXF","S63YR2EWGNE7YWH2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$14.46 per hour for a Linux stream.graphics.g5.24xlarge Image Builder instance in US East (N. Virginia)","2025-04-01","0","Inf","hour","14.4600000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.24xlarge","Graphics G5","96","Amazon Linux",,"USE1-stream.graphics.g5.24xlarge-al-ib","Streaming:001","ImageBuilder","384",,"None","us-east-1","Amazon AppStream","96"
"SHHB5KSA59GXA6DZ","JRTCKXETXF","SHHB5KSA59GXA6DZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.844 per hour for Red Hat Enterprise Linux FleetInstance stream.compute.4xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","1.8440000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.4xlarge","Compute optimized","16","Red Hat Enterprise Linux",,"USE1-stream.compute.4xlarge-rh-fl","Streaming:001","Fleet","30","false","License Included","us-east-1","Amazon AppStream","N/A"
"SHWPB2FXSM5DGTVG","JRTCKXETXF","SHWPB2FXSM5DGTVG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.231 per hour for a Linux stream.memory.z1d.3xlarge ImageBuilder instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","2.2310000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.3xlarge","Memory optimized","12","Amazon Linux",,"USE1-stream.memory.z1d.3xlarge-al-ib","Streaming:001","ImageBuilder","96",,"None","us-east-1","Amazon AppStream","N/A"
"SM2NP2D4QZ238YKH","JRTCKXETXF","SM2NP2D4QZ238YKH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.53 per hour for Rocky Linux Fleet Instance stream.compute.4xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","1.5310000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.4xlarge","Compute optimized","16","Rocky Linux",,"USE1-stream.compute.4xlarge-rl-fl","Streaming:001","Fleet","30","false","License Included","us-east-1","Amazon AppStream","N/A"
"SNPP8K92YV73PSH5","JRTCKXETXF","SNPP8K92YV73PSH5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.25 per hour for running a stream.memory.large Fleet instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.2500000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.large","Memory optimized","2","Windows",,"USE1-stream.memory.large-fl","Streaming:001","Fleet","15.3","true","License Included","us-east-1","Amazon AppStream","N/A"
"SRMX87WJDCCNPJBN","JRTCKXETXF","SRMX87WJDCCNPJBN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.5 per hour for stream.compute.xlarge Multi-Session Fleet instance in AWS region US East (N. Virginia) ","2025-04-01","0","Inf","hour","0.5000000000","USD",,"AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.xlarge",,"4","Windows",,"USE1-stream.compute.xlarge-fl","Streaming:002","MultiSessionFleet",,"true","License Included","us-east-1","Amazon AppStream","N/A"
"SYSDWQSUJNXFVAK7","JRTCKXETXF","SYSDWQSUJNXFVAK7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.922 per hour for Red Hat Enterprise Linux ImageBuilder stream.memory.2xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.9220000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.2xlarge","Memory optimized","8","Red Hat Enterprise Linux",,"USE1-stream.memory.2xlarge-rh-ib","Streaming:001","ImageBuilder","61","false","License Included","us-east-1","Amazon AppStream","N/A"
"TD2NXCKFD8FDMWTZ","JRTCKXETXF","TD2NXCKFD8FDMWTZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.765 per hour for Rocky Linux ImageBuilder stream.memory.2xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","0.7650000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.2xlarge","Memory optimized","8","Rocky Linux",,"USE1-stream.memory.2xlarge-rl-ib","Streaming:001","ImageBuilder","61","false","License Included","us-east-1","Amazon AppStream","N/A"
"TG2JKAVEE848EGR9","JRTCKXETXF","TG2JKAVEE848EGR9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.191 per hour for Rocky Linux ImageBuilder stream.memory.large in  US East (N. Virginia)","2025-04-01","0","Inf","hour","0.1920000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.large","Memory optimized","2","Rocky Linux",,"USE1-stream.memory.large-rl-ib","Streaming:001","ImageBuilder","15.3","false","License Included","us-east-1","Amazon AppStream","N/A"
"TKUBJPJNN6V676Y9","JRTCKXETXF","TKUBJPJNN6V676Y9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.25 per hour for running a stream.graphics-design.large ImageBuilder instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.2500000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics-design.large","Graphics Design","2","Windows",,"USE1-graphics-design.large-ib","Streaming:001","ImageBuilder","7.5",,"License Included","us-east-1","Amazon AppStream","1"
"TMUYW5GZSA9YTEZJ","JRTCKXETXF","TMUYW5GZSA9YTEZJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$8.62 per hour for Fleet-stream.graphics.g4dn.12xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","8.6200000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.12xlarge","Graphics","48","Windows",,"USE1-stream.graphics.g4dn.12xlarge-fl","Streaming:001","Fleet","192","true","License Included","us-east-1","Amazon AppStream","64"
"TNEGES3MCESQAFES","JRTCKXETXF","TNEGES3MCESQAFES.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.231 per hour for a Linux stream.memory.z1d.3xlarge Fleet instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","2.2310000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.3xlarge","Memory optimized","12","Amazon Linux",,"USE1-stream.memory.z1d.3xlarge-al-fl","Streaming:001","Fleet","96",,"None","us-east-1","Amazon AppStream","N/A"
"TPBCTJDSGMMMB46R","JRTCKXETXF","TPBCTJDSGMMMB46R.JRTCKXETXF.6YS6EN2CT7","OnDemand","$8.923 per hour for a Linux stream.memory.z1d.12xlarge ImageBuilder instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","8.9230000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.12xlarge","Memory optimized","48","Amazon Linux",,"USE1-stream.memory.z1d.12xlarge-al-ib","Streaming:001","ImageBuilder","384",,"None","us-east-1","Amazon AppStream","N/A"
"TQTRPTY5WHGHHAJ2","JRTCKXETXF","TQTRPTY5WHGHHAJ2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.90 per hour for stream.memory.z1d.xlarge Multi-Session Fleet instance in AWS region US East (N. Virginia) ","2025-04-01","0","Inf","hour","0.9000000000","USD",,"AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.xlarge",,"4","Windows",,"USE1-stream.memory.z1d.xlarge-fl","Streaming:002","MultiSessionFleet",,"true","License Included","us-east-1","Amazon AppStream","N/A"
"TUXWPT93BBEP2S4Z","JRTCKXETXF","TUXWPT93BBEP2S4Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.706 per hour for Rocky Linux ImageBuilder stream.standard.2xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","0.7060000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.2xlarge","General purpose","8","Rocky Linux",,"USE1-stream.standard.2xlarge-rl-ib","Streaming:001","ImageBuilder","32","false","License Included","us-east-1","Amazon AppStream","N/A"
"TVRTZANXBGG7CYDN","JRTCKXETXF","TVRTZANXBGG7CYDN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.231 per hour for Red Hat Enterprise Linux ImageBuilder stream.memory.large in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.2310000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.large","Memory optimized","2","Red Hat Enterprise Linux",,"USE1-stream.memory.large-rh-ib","Streaming:001","ImageBuilder","15.3","false","License Included","us-east-1","Amazon AppStream","N/A"
"U896HZ4ZMQA46J3W","JRTCKXETXF","U896HZ4ZMQA46J3W.JRTCKXETXF.6YS6EN2CT7","OnDemand","$3.41 per hour for Multi-Session Fleet-stream.graphics.g5.4xlarge in US East (N. Virginia) ","2025-04-01","0","Inf","hour","3.4100000000","USD",,"AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.4xlarge",,"16","Windows",,"USE1-stream.graphics.g5.4xlarge-fl","Streaming:002","MultiSessionFleet",,"true","License Included","us-east-1","Amazon AppStream","24"
"U8YR8JKQEQFVG3BA","JRTCKXETXF","U8YR8JKQEQFVG3BA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.58 per hour for ImageBuilder-stream.graphics.g4dn.2xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","1.5800000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.2xlarge","Graphics","8","Windows",,"USE1-stream.graphics.g4dn.2xlarge-ib","Streaming:001","ImageBuilder","32",,"License Included","us-east-1","Amazon AppStream","16"
"UASAUD4ZE694TVPC","JRTCKXETXF","UASAUD4ZE694TVPC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.461 per hour for Red Hat Enterprise Linux FleetInstance stream.compute.xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.4610000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.xlarge","Compute optimized","4","Red Hat Enterprise Linux",,"USE1-stream.compute.xlarge-rh-fl","Streaming:001","Fleet","7.5","false","License Included","us-east-1","Amazon AppStream","N/A"
"UBVB8AGXFDGGFBSE","JRTCKXETXF","UBVB8AGXFDGGFBSE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.177 per hour for a Linux stream.standard.large Fleet instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.1770000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.large","General purpose","2","Amazon Linux",,"USE1-stream.standard.large-al-fl","Streaming:001","Fleet","8",,"None","us-east-1","Amazon AppStream","N/A"
"UDXQMNPWTBZKC4GD","JRTCKXETXF","UDXQMNPWTBZKC4GD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$4 per hour for stream.compute.8xlarge Multi-Session Fleet instance in AWS region US East (N. Virginia) ","2025-04-01","0","Inf","hour","4.0000000000","USD",,"AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.8xlarge",,"32","Windows",,"USE1-stream.compute.8xlarge-fl","Streaming:002","MultiSessionFleet",,"true","License Included","us-east-1","Amazon AppStream","N/A"
"UN4GAXB5GJZAGKW4","JRTCKXETXF","UN4GAXB5GJZAGKW4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$10.331 per hour for Red Hat Enterprise Linux ImageBuilder stream.memory.z1d.12xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","10.3310000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.12xlarge","Memory optimized","48","Red Hat Enterprise Linux",,"USE1-stream.memory.z1d.12xlarge-rh-ib","Streaming:001","ImageBuilder","384","false","License Included","us-east-1","Amazon AppStream","N/A"
"UP8PFYEZQPVWV4WD","JRTCKXETXF","UP8PFYEZQPVWV4WD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$9.23 per hour for a Linux stream.graphics.g5.12xlarge Image Builder instance in US East (N. Virginia)","2025-04-01","0","Inf","hour","9.2300000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.12xlarge","Graphics G5","48","Amazon Linux",,"USE1-stream.graphics.g5.12xlarge-al-ib","Streaming:001","ImageBuilder","192",,"None","us-east-1","Amazon AppStream","96"
"UQ3HEB83FUP68392","JRTCKXETXF","UQ3HEB83FUP68392.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.1 per hour for stream.standard.medium Multi-Session Fleet instance in AWS region US East (N. Virginia) ","2025-04-01","0","Inf","hour","0.1000000000","USD",,"AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.medium",,"2","Windows",,"USE1-stream.standard.medium-fl","Streaming:002","MultiSessionFleet",,"true","License Included","us-east-1","Amazon AppStream","N/A"
"US53BF6QR5KFQR9G","JRTCKXETXF","US53BF6QR5KFQR9G.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.769 per hour for Red Hat Enterprise Linux FleetInstance stream.standard.2xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.7690000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.2xlarge","General purpose","8","Red Hat Enterprise Linux",,"USE1-stream.standard.2xlarge-rh-fl","Streaming:001","Fleet","32","false","License Included","us-east-1","Amazon AppStream","N/A"
"UT6HAUJ2DSYD6E2D","JRTCKXETXF","UT6HAUJ2DSYD6E2D.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.765 per hour for Rocky Linux ImageBuilder stream.compute.2xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","0.7650000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.2xlarge","Compute optimized","8","Rocky Linux",,"USE1-stream.compute.2xlarge-rl-ib","Streaming:001","ImageBuilder","15","false","License Included","us-east-1","Amazon AppStream","N/A"
"UU9PSVQKMR9GMPYB","JRTCKXETXF","UU9PSVQKMR9GMPYB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.783 per hour for Rocky Linux Fleet Instance stream.memory.z1d.xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","0.7830000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.xlarge","Memory optimized","4","Rocky Linux",,"USE1-stream.memory.z1d.xlarge-rl-fl","Streaming:001","Fleet","32","false","License Included","us-east-1","Amazon AppStream","N/A"
"V2C4FTRZMQV7ZWJC","JRTCKXETXF","V2C4FTRZMQV7ZWJC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.172 per hour for a Linux stream.memory.large ImageBuilder instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.1720000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.large","Memory optimized","2","Amazon Linux",,"USE1-stream.memory.large-al-ib","Streaming:001","ImageBuilder","15.3",,"None","us-east-1","Amazon AppStream","N/A"
"V55ZU22NMRBTXTDF","JRTCKXETXF","V55ZU22NMRBTXTDF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$8.151 per hour for Red Hat Enterprise Linux ImageBuilder stream.graphics.g4dn.12xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","8.1510000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.12xlarge","Graphics","48","Red Hat Enterprise Linux",,"USE1-stream.graphics.g4dn.12xlarge-rh-ib","Streaming:001","ImageBuilder","192","false","License Included","us-east-1","Amazon AppStream","64"
"V6EWN7ZDUAK96XDM","JRTCKXETXF","V6EWN7ZDUAK96XDM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$10.28 per hour for ImageBuilder-stream.graphics.g5.16xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","10.2800000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.16xlarge","Graphics G5","64","Windows",,"USE1-stream.graphics.g5.16xlarge-ib","Streaming:001","ImageBuilder","256",,"License Included","us-east-1","Amazon AppStream","24"
"V744MDGGSG4VQKQ5","JRTCKXETXF","V744MDGGSG4VQKQ5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.00 per hour for running a stream.graphics-design.4xlarge Fleet instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","2.0000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics-design.4xlarge","Graphics Design","16","Windows",,"USE1-graphics-design.4xlarge-fl","Streaming:001","Fleet","61",,"License Included","us-east-1","Amazon AppStream","8"
