"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2025-05-06T19:30:35Z"
"Version","20250506193035"
"OfferCode","AmazonAppStream"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Instance Type","Instance Family","vCPU","Operating System","License Model","usageType","operation","Instance Function","Memory (GiB)","Multi Session","OS License Model","Region Code","serviceName","Video Memory (GiB)"
"AMSB3D7Q6UN7B5J6","JRTCKXETXF","AMSB3D7Q6UN7B5J6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.45 per hour for running a stream.memory.z1d.large ImageBuilder instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.4500000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.large","Memory optimized","2","Windows",,"USE1-stream.memory.z1d.large-ib","Streaming:001","ImageBuilder","16",,"License Included","us-east-1","Amazon AppStream","N/A"
"AP7N6HNC73GF44MQ","JRTCKXETXF","AP7N6HNC73GF44MQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.084 per hour for a Linux stream.standard.medium ImageBuilder instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.0840000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.medium","General purpose","2","Amazon Linux",,"USE1-stream.standard.medium-al-ib","Streaming:001","ImageBuilder","4",,"None","us-east-1","Amazon AppStream","N/A"
"APH69NPJ93GN9YDM","JRTCKXETXF","APH69NPJ93GN9YDM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.096 per hour for Red Hat Enterprise Linux FleetInstance stream.standard.medium in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.0960000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.medium","General purpose","2","Red Hat Enterprise Linux",,"USE1-stream.standard.medium-rh-fl","Streaming:001","Fleet","4","false","License Included","us-east-1","Amazon AppStream","N/A"
"ATC7U5DE9CSXF4T3","JRTCKXETXF","ATC7U5DE9CSXF4T3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.844 per hour for a Linux stream.graphics.g4dn.xlarge ImageBuilder instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.8440000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.xlarge","Graphics","4","Amazon Linux",,"USE1-stream.graphics.g4dn.xlarge-al-ib","Streaming:001","ImageBuilder","16",,"None","us-east-1","Amazon AppStream","16"
"AXXG785YNQ3HVHC9","JRTCKXETXF","AXXG785YNQ3HVHC9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$3.688 per hour for Red Hat Enterprise Linux FleetInstance stream.memory.8xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","3.6880000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.8xlarge","Memory optimized","32","Red Hat Enterprise Linux",,"USE1-stream.memory.8xlarge-rh-fl","Streaming:001","Fleet","244","false","License Included","us-east-1","Amazon AppStream","N/A"
"AY8Z2B72CZGUH78Z","JRTCKXETXF","AY8Z2B72CZGUH78Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.374 per hour for a Linux stream.compute.4xlarge ImageBuilder instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","1.3740000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.4xlarge","Compute optimized","16","Amazon Linux",,"USE1-stream.compute.4xlarge-al-ib","Streaming:001","ImageBuilder","30",,"None","us-east-1","Amazon AppStream","N/A"
"AZBDUDMCKYXYYYC9","JRTCKXETXF","AZBDUDMCKYXYYYC9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.461 per hour for Red Hat Enterprise Linux ImageBuilder stream.compute.xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.4610000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.xlarge","Compute optimized","4","Red Hat Enterprise Linux",,"USE1-stream.compute.xlarge-rh-ib","Streaming:001","ImageBuilder","7.5","false","License Included","us-east-1","Amazon AppStream","N/A"
"B3V4ZXGFVWKVNRXJ","JRTCKXETXF","B3V4ZXGFVWKVNRXJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.256 per hour for a Linux stream.standard.large Elastic fleet instance in US East (N. Virginia)","2025-04-01","0","Inf","hours","0.2560000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.large","General purpose","2","Amazon Linux",,"USE1-stream.standard.large-al-elfl","Streaming:001","ElasticFleet","8",,"None","us-east-1","Amazon AppStream","N/A"
"B54UQAYE2CY2FQUA","JRTCKXETXF","B54UQAYE2CY2FQUA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.25 per hour for a AppBlockBuilder-stream.graphics.g4dn.xlarge instance in US East (N. Virginia)","2025-04-01","0","Inf","hours","1.2500000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.xlarge","Graphics","4","Windows",,"USE1-stream.graphics.g4dn.xlarge-abb","Streaming:001","AppBlockBuilder","16",,"License Included","us-east-1","Amazon AppStream","16"
"B6EPVJPVKUEJKB3X","JRTCKXETXF","B6EPVJPVKUEJKB3X.JRTCKXETXF.6YS6EN2CT7","OnDemand","$10.80 per hour for stream.memory.z1d.12xlarge Multi-Session Fleet instance in AWS region US East (N. Virginia) ","2025-04-01","0","Inf","hour","10.8000000000","USD",,"AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.12xlarge",,"48","Windows",,"USE1-stream.memory.z1d.12xlarge-fl","Streaming:002","MultiSessionFleet",,"true","License Included","us-east-1","Amazon AppStream","N/A"
"BAYRGMZ9KMU6D3B3","JRTCKXETXF","BAYRGMZ9KMU6D3B3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$5.166 per hour for Red Hat Enterprise Linux ImageBuilder stream.memory.z1d.6xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","5.1660000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.6xlarge","Memory optimized","24","Red Hat Enterprise Linux",,"USE1-stream.memory.z1d.6xlarge-rh-ib","Streaming:001","ImageBuilder","192","false","License Included","us-east-1","Amazon AppStream","N/A"
"BGBZ658WRUNMMGRT","JRTCKXETXF","BGBZ658WRUNMMGRT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.16 per hour for a Windows stream.standard.2xlarge ElasticFleet instance in US East (N. Virginia)","2025-04-01","0","Inf","hours","1.1600000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.2xlarge","General purpose","8","Windows",,"USE1-stream.standard.2xlarge-elfl","Streaming:001","ElasticFleet","32",,"License Included","us-east-1","Amazon AppStream","N/A"
"BHCJWTCGGPAHETZ9","JRTCKXETXF","BHCJWTCGGPAHETZ9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.687 per hour for a Linux stream.memory.2xlarge ImageBuilder instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.6870000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.2xlarge","Memory optimized","8","Amazon Linux",,"USE1-stream.memory.2xlarge-al-ib","Streaming:001","ImageBuilder","61",,"None","us-east-1","Amazon AppStream","N/A"
"BJDVX638PJJXCGKM","JRTCKXETXF","BJDVX638PJJXCGKM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$3.887 per hour for a Linux stream.graphics.g4dn.8xlarge ImageBuilder instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","3.8870000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.8xlarge","Graphics","32","Amazon Linux",,"USE1-stream.graphics.g4dn.8xlarge-al-ib","Streaming:001","ImageBuilder","128",,"None","us-east-1","Amazon AppStream","16"
"BKKYDKHRMUAM7XV7","JRTCKXETXF","BKKYDKHRMUAM7XV7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$4 per hour for stream.memory.8xlarge Multi-Session Fleet instance in AWS region US East (N. Virginia) ","2025-04-01","0","Inf","hour","4.0000000000","USD",,"AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.8xlarge",,"32","Windows",,"USE1-stream.memory.8xlarge-fl","Streaming:002","MultiSessionFleet",,"true","License Included","us-east-1","Amazon AppStream","N/A"
"BUEKBXJ5VCP6TC6K","JRTCKXETXF","BUEKBXJ5VCP6TC6K.JRTCKXETXF.6YS6EN2CT7","OnDemand","$5.166 per hour for Red Hat Enterprise Linux FleetInstance stream.memory.z1d.6xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","5.1660000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.6xlarge","Memory optimized","24","Red Hat Enterprise Linux",,"USE1-stream.memory.z1d.6xlarge-rh-fl","Streaming:001","Fleet","192","false","License Included","us-east-1","Amazon AppStream","N/A"
"BV67KY786R6UZNBZ","JRTCKXETXF","BV67KY786R6UZNBZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.58 per hour for Fleet-stream.graphics.g4dn.2xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","1.5800000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.2xlarge","Graphics","8","Windows",,"USE1-stream.graphics.g4dn.2xlarge-fl","Streaming:001","Fleet","32","true","License Included","us-east-1","Amazon AppStream","16"
"BV74XWNWZG55N62U","JRTCKXETXF","BV74XWNWZG55N62U.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.58 per hour for a AppBlockBuilder-stream.standard.xlarge instance in US East (N. Virginia)","2025-04-01","0","Inf","hours","0.5800000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.xlarge","General purpose","4","Windows",,"USE1-stream.standard.xlarge-abb","Streaming:001","AppBlockBuilder","16",,"License Included","us-east-1","Amazon AppStream","N/A"
"C2D6JAU4JF5UJQVS","JRTCKXETXF","C2D6JAU4JF5UJQVS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.98 per hour for a Linux stream.graphics.g5.2xlarge Fleet instance in US East (N. Virginia)","2025-04-01","0","Inf","hour","1.9800000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.2xlarge","Graphics G5","8","Amazon Linux",,"USE1-stream.graphics.g5.2xlarge-al-fl","Streaming:001","Fleet","32","false","None","us-east-1","Amazon AppStream","24"
"C3XRXQ5SYYV8Y6MX","JRTCKXETXF","C3XRXQ5SYYV8Y6MX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$17.273 per hour for Red Hat Enterprise Linux ImageBuilder stream.graphics.g5.24xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","17.2730000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.24xlarge","Graphics G5","96","Red Hat Enterprise Linux",,"USE1-stream.graphics.g5.24xlarge-rh-ib","Streaming:001","ImageBuilder","384","false","License Included","us-east-1","Amazon AppStream","96"
"CBC2KXKS8XPNHT45","JRTCKXETXF","CBC2KXKS8XPNHT45.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.5 per hour for stream.memory.xlarge Multi-Session Fleet instance in AWS region US East (N. Virginia) ","2025-04-01","0","Inf","hour","0.5000000000","USD",,"AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.xlarge",,"4","Windows",,"USE1-stream.memory.xlarge-fl","Streaming:002","MultiSessionFleet",,"true","License Included","us-east-1","Amazon AppStream","N/A"
"CFD359KRJQJYEGRN","JRTCKXETXF","CFD359KRJQJYEGRN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$10.28 per hour for Fleet-stream.graphics.g5.16xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","10.2800000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.16xlarge","Graphics G5","64","Windows",,"USE1-stream.graphics.g5.16xlarge-fl","Streaming:001","Fleet","256","true","License Included","us-east-1","Amazon AppStream","24"
"CJ8DXNV55XB4HTMG","JRTCKXETXF","CJ8DXNV55XB4HTMG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$7.212 per hour for Rocky Linux ImageBuilder stream.graphics.g4dn.12xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","7.2120000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.12xlarge","Graphics","48","Rocky Linux",,"USE1-stream.graphics.g4dn.12xlarge-rl-ib","Streaming:001","ImageBuilder","192","false","License Included","us-east-1","Amazon AppStream","64"
"CKGY9W5CX69FN222","JRTCKXETXF","CKGY9W5CX69FN222.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2 per hour for running a stream.compute.4xlarge Fleet instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","2.0000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.4xlarge","Compute optimized","16","Windows",,"USE1-stream.compute.4xlarge-fl","Streaming:001","Fleet","30","true","License Included","us-east-1","Amazon AppStream","N/A"
"CQMHENRQZR9VZZMN","JRTCKXETXF","CQMHENRQZR9VZZMN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.978 per hour for a Linux stream.standard.2xlarge ElasticFleet instance in US East (N. Virginia)","2025-04-01","0","Inf","hours","0.9780000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.2xlarge","General purpose","8","Amazon Linux",,"USE1-stream.standard.2xlarge-al-elfl","Streaming:001","ElasticFleet","32",,"None","us-east-1","Amazon AppStream","N/A"
"CUXXPHQ5TBYUDPB4","JRTCKXETXF","CUXXPHQ5TBYUDPB4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.107 per hour for a Linux stream.graphics.g4dn.4xlarge Fleet instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","2.1070000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.4xlarge","Graphics","16","Amazon Linux",,"USE1-stream.graphics.g4dn.4xlarge-al-fl","Streaming:001","Fleet","64",,"None","us-east-1","Amazon AppStream","16"
"D2322RQDX8VJ84SG","JRTCKXETXF","D2322RQDX8VJ84SG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.343 per hour for Rocky Linux Fleet Instance stream.graphics.g4dn.2xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","1.3440000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.2xlarge","Graphics","8","Rocky Linux",,"USE1-stream.graphics.g4dn.2xlarge-rl-fl","Streaming:001","Fleet","32","false","License Included","us-east-1","Amazon AppStream","16"
"D7X994DK66N6NA4Q","JRTCKXETXF","D7X994DK66N6NA4Q.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.50 per hour for running a stream.graphics-design.xlarge ImageBuilder instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.5000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics-design.xlarge","Graphics Design","4","Windows",,"USE1-graphics-design.xlarge-ib","Streaming:001","ImageBuilder","15.3",,"License Included","us-east-1","Amazon AppStream","2"
"DAKQAF7BXQRTEY5A","JRTCKXETXF","DAKQAF7BXQRTEY5A.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.80 per hour for running a stream.memory.z1d.2xlarge ImageBuilder instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","1.8000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.2xlarge","Memory optimized","8","Windows",,"USE1-stream.memory.z1d.2xlarge-ib","Streaming:001","ImageBuilder","64",,"License Included","us-east-1","Amazon AppStream","N/A"
"DENUTMPY3XAK5Q43","JRTCKXETXF","DENUTMPY3XAK5Q43.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.53 per hour for Rocky Linux Fleet Instance stream.memory.4xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","1.5310000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.4xlarge","Memory optimized","16","Rocky Linux",,"USE1-stream.memory.4xlarge-rl-fl","Streaming:001","Fleet","122","false","License Included","us-east-1","Amazon AppStream","N/A"
"DF93UDMFZSHG6K9R","JRTCKXETXF","DF93UDMFZSHG6K9R.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.687 per hour for a Linux stream.compute.2xlarge Fleet instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.6870000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.2xlarge","Compute optimized","8","Amazon Linux",,"USE1-stream.compute.2xlarge-al-fl","Streaming:001","Fleet","15",,"None","us-east-1","Amazon AppStream","N/A"
"DFXE5DRH96MNFAHD","JRTCKXETXF","DFXE5DRH96MNFAHD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.383 per hour for Rocky Linux ImageBuilder stream.memory.xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","0.3830000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.xlarge","Memory optimized","4","Rocky Linux",,"USE1-stream.memory.xlarge-rl-ib","Streaming:001","ImageBuilder","30.5","false","License Included","us-east-1","Amazon AppStream","N/A"
"DGVNRNQG566JRMG5","JRTCKXETXF","DGVNRNQG566JRMG5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.088 per hour for Rocky Linux ImageBuilder stream.standard.medium in  US East (N. Virginia)","2025-04-01","0","Inf","hour","0.0880000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.medium","General purpose","2","Rocky Linux",,"USE1-stream.standard.medium-rl-ib","Streaming:001","ImageBuilder","4","false","License Included","us-east-1","Amazon AppStream","N/A"
"DJ53N9ZVVC99Y8UT","JRTCKXETXF","DJ53N9ZVVC99Y8UT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00/user/month Multi-Session RDS CAL BYOL additional User fee (Total $0.00) in AWS region US East (N. Virginia)","2025-04-01","0","Inf","Month","0.0000000000","USD","User Fees","AmazonAppStream","US East (N. Virginia)","AWS Region",,,,"Windows","BYOL Inc","USE1-Win-BYOL-User-Multi-Session-Additional","RDS-CAL",,,,,"us-east-1","Amazon AppStream",
"DWVCAUM78UHUSYUM","JRTCKXETXF","DWVCAUM78UHUSYUM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.70 per hour for running a stream.memory.z1d.3xlarge Fleet instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","2.7000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.3xlarge","Memory optimized","12","Windows",,"USE1-stream.memory.z1d.3xlarge-fl","Streaming:001","Fleet","96","true","License Included","us-east-1","Amazon AppStream","N/A"
"DXVVDDVDFZUTR98D","JRTCKXETXF","DXVVDDVDFZUTR98D.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.385 per hour for Red Hat Enterprise Linux FleetInstance stream.standard.xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.3850000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.xlarge","General purpose","4","Red Hat Enterprise Linux",,"USE1-stream.standard.xlarge-rh-fl","Streaming:001","Fleet","16","false","License Included","us-east-1","Amazon AppStream","N/A"
"DYVNEK3JZHEA2Y92","JRTCKXETXF","DYVNEK3JZHEA2Y92.JRTCKXETXF.6YS6EN2CT7","OnDemand","$11.11 per hour for Multi-Session Fleet-stream.graphics.g5.12xlarge in US East (N. Virginia) ","2025-04-01","0","Inf","hour","11.1100000000","USD",,"AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.12xlarge",,"48","Windows",,"USE1-stream.graphics.g5.12xlarge-fl","Streaming:002","MultiSessionFleet",,"true","License Included","us-east-1","Amazon AppStream","96"
"E3ATF273DMGDTWAK","JRTCKXETXF","E3ATF273DMGDTWAK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.213 per hour for Red Hat Enterprise Linux FleetInstance stream.graphics.g5.2xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","2.2130000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.2xlarge","Graphics G5","8","Red Hat Enterprise Linux",,"USE1-stream.graphics.g5.2xlarge-rh-fl","Streaming:001","Fleet","32","false","License Included","us-east-1","Amazon AppStream","24"
"E9H27G48B7D7E9ME","JRTCKXETXF","E9H27G48B7D7E9ME.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.088 per hour for Rocky Linux Fleet Instance stream.standard.medium in  US East (N. Virginia)","2025-04-01","0","Inf","hour","0.0880000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.medium","General purpose","2","Rocky Linux",,"USE1-stream.standard.medium-rl-fl","Streaming:001","Fleet","4","false","License Included","us-east-1","Amazon AppStream","N/A"
"EFQ7V9RMWDT83UVC","JRTCKXETXF","EFQ7V9RMWDT83UVC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$9.655 per hour for Red Hat Enterprise Linux FleetInstance stream.graphics.g5.16xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","9.6550000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.16xlarge","Graphics G5","64","Red Hat Enterprise Linux",,"USE1-stream.graphics.g5.16xlarge-rh-fl","Streaming:001","Fleet","256","false","License Included","us-east-1","Amazon AppStream","24"
"EFWC74FNV6QNYPC4","JRTCKXETXF","EFWC74FNV6QNYPC4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.344 per hour for a Linux stream.compute.xlarge Fleet instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.3440000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.xlarge","Compute optimized","4","Amazon Linux",,"USE1-stream.compute.xlarge-al-fl","Streaming:001","Fleet","7.5",,"None","us-east-1","Amazon AppStream","N/A"
"EG3CUVJ42VDPKFSH","JRTCKXETXF","EG3CUVJ42VDPKFSH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.80 per hour for stream.memory.z1d.2xlarge Multi-Session Fleet instance in AWS region US East (N. Virginia) ","2025-04-01","0","Inf","hour","1.8000000000","USD",,"AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.2xlarge",,"8","Windows",,"USE1-stream.memory.z1d.2xlarge-fl","Streaming:002","MultiSessionFleet",,"true","License Included","us-east-1","Amazon AppStream","N/A"
"EPFWR7GRMVXWJRN9","JRTCKXETXF","EPFWR7GRMVXWJRN9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.844 per hour for Red Hat Enterprise Linux FleetInstance stream.memory.4xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","1.8440000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.4xlarge","Memory optimized","16","Red Hat Enterprise Linux",,"USE1-stream.memory.4xlarge-rh-fl","Streaming:001","Fleet","122","false","License Included","us-east-1","Amazon AppStream","N/A"
"ER6NK4KQER4Q5GEW","JRTCKXETXF","ER6NK4KQER4Q5GEW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.4 per hour for a Windows stream.standard.xlarge ImageBuilder instance in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.4000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.xlarge","General purpose","4","Windows",,"USE1-stream.standard.xlarge-ib","Streaming:001","ImageBuilder","16",,"License Included","us-east-1","Amazon AppStream","N/A"
"ERAVKT8WEKQXBVA3","JRTCKXETXF","ERAVKT8WEKQXBVA3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1 per hour for ImageBuilder-stream.graphics.g4dn.xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","1.0000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.xlarge","Graphics","4","Windows",,"USE1-stream.graphics.g4dn.xlarge-ib","Streaming:001","ImageBuilder","16",,"License Included","us-east-1","Amazon AppStream","16"
"ERECNAFQJ6JKPERX","JRTCKXETXF","ERECNAFQJ6JKPERX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$10.28 per hour for Multi-Session Fleet-stream.graphics.g4dn.16xlarge in US East (N. Virginia) ","2025-04-01","0","Inf","hour","10.2800000000","USD",,"AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.16xlarge",,"64","Windows",,"USE1-stream.graphics.g4dn.16xlarge-fl","Streaming:002","MultiSessionFleet",,"true","License Included","us-east-1","Amazon AppStream","16"
"ESNWZWAZ55FK5KGH","JRTCKXETXF","ESNWZWAZ55FK5KGH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.059 per hour for a Linux stream.standard.small ImageBuilder instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.0590000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.small","General purpose","1","Amazon Linux",,"USE1-stream.standard.small-al-ib","Streaming:001","ImageBuilder","2",,"None","us-east-1","Amazon AppStream","N/A"
"ESYWPNCFEPJY3GFW","JRTCKXETXF","ESYWPNCFEPJY3GFW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1 per hour for running a stream.compute.2xlarge Fleet instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","1.0000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.2xlarge","Compute optimized","8","Windows",,"USE1-stream.compute.2xlarge-fl","Streaming:001","Fleet","15","true","License Included","us-east-1","Amazon AppStream","N/A"
"EU59STRMSERE5PVQ","JRTCKXETXF","EU59STRMSERE5PVQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.352 per hour for Rocky Linux ImageBuilder stream.standard.xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","0.3530000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.xlarge","General purpose","4","Rocky Linux",,"USE1-stream.standard.xlarge-rl-ib","Streaming:001","ImageBuilder","16","false","License Included","us-east-1","Amazon AppStream","N/A"
"EWVCXCUG9SFF7K3U","JRTCKXETXF","EWVCXCUG9SFF7K3U.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.53 per hour for Rocky Linux ImageBuilder stream.memory.4xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","1.5310000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.4xlarge","Memory optimized","16","Rocky Linux",,"USE1-stream.memory.4xlarge-rl-ib","Streaming:001","ImageBuilder","122","false","License Included","us-east-1","Amazon AppStream","N/A"
