"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2024-03-25T11:28:32Z"
"Version","20240325112832"
"OfferCode","AmazonLex"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Group","Group Description","usageType","operation","Input Mode","Learning Mode","Output Mode","Region Code","serviceName","Supported Modes"
"J3TMGFVM58NBDB5D","JRTCKXETXF","J3TMGFVM58NBDB5D.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per Text Request for ca-ES-TextToSpeech-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Str","Processes text to speech requests (ca-ES)","USE1-ca-ES-TextToSpeech-Str","StartConversation","Text",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"J89E6GR47KWXUNR7","JRTCKXETXF","J89E6GR47KWXUNR7.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per DTMF Request for es-US-DTMFToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Speech-Str-GR","Processes DTMF to speech requests (es-US)","USE1-es-US-DTMFToSpeech-Str-GR","StartConversation","DTMF",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"JCGCFY4795SY9ST8","JRTCKXETXF","JCGCFY4795SY9ST8.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.004 per Speech Request for fr-FR-SpeechToText-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Req","Processes speech to text requests (fr-FR)","USE1-fr-FR-SpeechToText-Req","RecognizeUtterance","Speech",,"Text","us-east-1","Amazon Lex","Speech and Text"
"JFEUWSGKHS3PXX7F","JRTCKXETXF","JFEUWSGKHS3PXX7F.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.006 per Speech Request for en-GB-SpeechToText-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0060000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Req-GR","Processes speech to text requests (en-GB)","USE1-en-GB-SpeechToText-Req-GR","RecognizeUtterance","Speech",,"Text","us-east-1","Amazon Lex","Speech and Text"
"JFKKUC2T4WQSW33R","JRTCKXETXF","JFKKUC2T4WQSW33R.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per Text Request for es-ES-TextToSpeech-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Str","Processes text to speech requests (es-ES)","USE1-es-ES-TextToSpeech-Str","StartConversation","Text",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"JG89F2M7QWCABKAA","JRTCKXETXF","JG89F2M7QWCABKAA.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.006 per Speech Request for hi-IN-SpeechToSpeech-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0060000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Req-GR","Processes speech to speech requests (hi-IN)","USE1-hi-IN-SpeechToSpeech-Req-GR","RecognizeUtterance","Speech",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"JGEUD38ANYVFCHJZ","JRTCKXETXF","JGEUD38ANYVFCHJZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for fr-FR-TextToText-Req : RecognizeText in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text","Processes text to text requests (fr-FR)","USE1-fr-FR-TextToText-Req","RecognizeText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"JHDS53KWTQ8UR3KM","JRTCKXETXF","JHDS53KWTQ8UR3KM.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for ja-JP-TextToText-Req : PostContent in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text","Processes text to text requests (ja-JP)","USE1-ja-JP-TextToText-Req","PostContent","Text",,"Text","us-east-1","Amazon Lex","Speech and Text"
"JME2XPYYNEBRQ8YV","JRTCKXETXF","JME2XPYYNEBRQ8YV.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for fr-CA-TextToText-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req-GR","Processes text to text requests (fr-CA)","USE1-fr-CA-TextToText-Req-GR","RecognizeUtterance","Text",,"Text","us-east-1","Amazon Lex","Speech and Text"
"JPWVJFCYNFYKEJ9G","JRTCKXETXF","JPWVJFCYNFYKEJ9G.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for en-GB-TextToText-Req : RecognizeText in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-GR","Processes text to text requests (en-GB)","USE1-en-GB-TextToText-Req-GR","RecognizeText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"JQ6JWVG2SDX52P8K","JRTCKXETXF","JQ6JWVG2SDX52P8K.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for fi-FI-TextToText-Req : RecognizeText in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req","Processes Text to Text requests only (fi-FI)","USE1-fi-FI-TextToText-Req","RecognizeText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"JRC38R89VPXWNDEC","JRTCKXETXF","JRC38R89VPXWNDEC.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for zh-HK-TextToText-Req : RecognizeText in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req","Processes Text to Text requests only (zh-HK)","USE1-zh-HK-TextToText-Req","RecognizeText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"JX6DNR22CU7BCQ2W","JRTCKXETXF","JX6DNR22CU7BCQ2W.JRTCKXETXF.6YS6EN2CT7","OnDemand","Processed text to speech request in us-east-1 for en-US","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech","Processes text to speech requests","USE1-en-US-TextToSpeech-Req","PostContent","Text",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"JX7YES2NSGSWCG72","JRTCKXETXF","JX7YES2NSGSWCG72.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0094 per Speech Interval for fr-CA-SpeechToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0094000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Str-GR","Processes speech to speech requests (fr-CA)","USE1-fr-CA-SpeechToSpeech-Str-GR","StartConversation","Speech",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"K2M5P8RZ3W5CEJM7","JRTCKXETXF","K2M5P8RZ3W5CEJM7.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0065 per Speech Interval for de-DE-SpeechToSpeech-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0065000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Str","Processes speech to speech requests (de-DE)","USE1-de-DE-SpeechToSpeech-Str","StartConversation","Speech",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"K2PQSZGFAGE6HQKN","JRTCKXETXF","K2PQSZGFAGE6HQKN.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per DTMF Request for es-ES-DTMFToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Text-Str-GR","Processes DTMF to text requests (es-ES)","USE1-es-ES-DTMFToText-Str-GR","StartConversation","DTMF",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"K3P77HD3R9FFUQP3","JRTCKXETXF","K3P77HD3R9FFUQP3.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0065 per Speech Interval for hi-IN-SpeechToText-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0065000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Str","Processes speech to text requests (hi-IN)","USE1-hi-IN-SpeechToText-Str","StartConversation","Speech",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"K4VP6FR5RYXB2VKA","JRTCKXETXF","K4VP6FR5RYXB2VKA.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for de-AT-TextToText-Req : RecognizeText in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req","Processes Text to Text requests only (de-AT)","USE1-de-AT-TextToText-Req","RecognizeText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"K6FYFUU766DCQG8M","JRTCKXETXF","K6FYFUU766DCQG8M.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.004 per Speech Request for en-AU-SpeechToText-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Req","Processes speech to text requests (en-AU)","USE1-en-AU-SpeechToText-Req","RecognizeUtterance","Speech",,"Text","us-east-1","Amazon Lex","Speech and Text"
"K6M8WT5R4N5869MR","JRTCKXETXF","K6M8WT5R4N5869MR.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0065 per Speech Interval for zh-HK-SpeechToText-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0065000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Str","Processes speech to text requests (zh-HK)","USE1-zh-HK-SpeechToText-Str","StartConversation","Speech",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"K77DZ5RAM386BJ3W","JRTCKXETXF","K77DZ5RAM386BJ3W.JRTCKXETXF.6YS6EN2CT7","OnDemand","Processed speech to speech request in us-east-1 for fr-CA","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech","Processes speech to speech requests (fr-CA)","USE1-fr-CA-SpeechToSpeech-Req","PostContent","Speech",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"K8VTDHY3AUZ5CTQ6","JRTCKXETXF","K8VTDHY3AUZ5CTQ6.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for ko-KR-TextToText-Req : PostText in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text","Processes Text to Text requests only (ko-KR)","USE1-ko-KR-TextToText-Req","PostText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"KC63C34VJAPTK46F","JRTCKXETXF","KC63C34VJAPTK46F.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.004 per Speech Request for no-NO-SpeechToSpeech-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Req","Processes speech to speech requests (no-NO)","USE1-no-NO-SpeechToSpeech-Req","RecognizeUtterance","Speech",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"KD3XY67JUZBJMSWK","JRTCKXETXF","KD3XY67JUZBJMSWK.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.006 per Speech Request for it-IT-SpeechToSpeech-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0060000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Req-GR","Processes speech to speech requests (it-IT)","USE1-it-IT-SpeechToSpeech-Req-GR","RecognizeUtterance","Speech",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"KF3G6VZ3CSDJ3TBD","JRTCKXETXF","KF3G6VZ3CSDJ3TBD.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for pt-PT-TextToText-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req-GR","Processes text to text requests (pt-PT)","USE1-pt-PT-TextToText-Req-GR","RecognizeUtterance","Text",,"Text","us-east-1","Amazon Lex","Speech and Text"
"KFYB32U285ZGDQ4N","JRTCKXETXF","KFYB32U285ZGDQ4N.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per Text Request for es-US-TextToSpeech-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Str","Processes text to speech requests (es-US)","USE1-es-US-TextToSpeech-Str","StartConversation","Text",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"KGA2BDX9VARN3QE4","JRTCKXETXF","KGA2BDX9VARN3QE4.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.004 per Speech Request for ja-JP-SpeechToSpeech-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Req","Processes speech to speech requests (ja-JP)","USE1-ja-JP-SpeechToSpeech-Req","RecognizeUtterance","Speech",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"KHGGJE3RG7DBBUXA","JRTCKXETXF","KHGGJE3RG7DBBUXA.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for fi-FI-TextToSpeech-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Req-GR","Processes text to speech requests (fi-FI)","USE1-fi-FI-TextToSpeech-Req-GR","RecognizeUtterance","Text",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"KJBFVG656R8HNXSQ","JRTCKXETXF","KJBFVG656R8HNXSQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for zh-CN-TextToText-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req-GR","Processes text to text requests (zh-CN)","USE1-zh-CN-TextToText-Req-GR","RecognizeUtterance","Text",,"Text","us-east-1","Amazon Lex","Speech and Text"
"KNC9E5XPPH6GEQ8A","JRTCKXETXF","KNC9E5XPPH6GEQ8A.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for hi-IN-TextToText-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req-GR","Processes text to text requests (hi-IN)","USE1-hi-IN-TextToText-Req-GR","RecognizeUtterance","Text",,"Text","us-east-1","Amazon Lex","Speech and Text"
"KPT4XS7D9UJQTW7S","JRTCKXETXF","KPT4XS7D9UJQTW7S.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for pl-PL-TextToSpeech-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Req-GR","Processes text to speech requests (pl-PL)","USE1-pl-PL-TextToSpeech-Req-GR","RecognizeUtterance","Text",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"KT8QMH3AJ9BQGWYM","JRTCKXETXF","KT8QMH3AJ9BQGWYM.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for ja-JP-TextToText-Req : PostText in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text","Processes Text to Text requests only (ja-JP)","USE1-ja-JP-TextToText-Req","PostText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"KUDYDZ64TVDGZ58B","JRTCKXETXF","KUDYDZ64TVDGZ58B.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per Text Request for pl-PL-TextToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Str-GR","Processes text to speech requests (pl-PL)","USE1-pl-PL-TextToSpeech-Str-GR","StartConversation","Text",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"KV9VXMFD7WZ9D36Q","JRTCKXETXF","KV9VXMFD7WZ9D36Q.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per DTMF Request for pl-PL-DTMFToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Text-Str-GR","Processes DTMF to text requests (pl-PL)","USE1-pl-PL-DTMFToText-Str-GR","StartConversation","DTMF",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"KVPNRXETJU9KHZMD","JRTCKXETXF","KVPNRXETJU9KHZMD.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for de-DE-TextToText-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req-GR","Processes text to text requests (de-DE)","USE1-de-DE-TextToText-Req-GR","RecognizeUtterance","Text",,"Text","us-east-1","Amazon Lex","Speech and Text"
"KZWCAQWCMAJYYKBB","JRTCKXETXF","KZWCAQWCMAJYYKBB.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.004 per Speech Request for hi-IN-SpeechToText-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Req","Processes speech to text requests (hi-IN)","USE1-hi-IN-SpeechToText-Req","RecognizeUtterance","Speech",,"Text","us-east-1","Amazon Lex","Speech and Text"
"M3A5QJXGBP7MAAXR","JRTCKXETXF","M3A5QJXGBP7MAAXR.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for sv-SE-TextToSpeech-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Req","Processes text to speech requests (sv-SE)","USE1-sv-SE-TextToSpeech-Req","RecognizeUtterance","Text",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"M8H66RJPAKUFTPDS","JRTCKXETXF","M8H66RJPAKUFTPDS.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0094 per Speech Interval for en-AU-SpeechToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0094000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Str-GR","Processes speech to speech requests (en-AU)","USE1-en-AU-SpeechToSpeech-Str-GR","StartConversation","Speech",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"M8UDB39KVXVQGHUP","JRTCKXETXF","M8UDB39KVXVQGHUP.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0094 per Speech Interval for en-GB-SpeechToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0094000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Str-GR","Processes speech to speech requests (en-GB)","USE1-en-GB-SpeechToSpeech-Str-GR","StartConversation","Speech",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"M8XYSCZKSW5SPECH","JRTCKXETXF","M8XYSCZKSW5SPECH.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per Text Request for hi-IN-TextToSpeech-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Str","Processes text to speech requests (hi-IN)","USE1-hi-IN-TextToSpeech-Str","StartConversation","Text",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"M98WCPR5KVUUEN8B","JRTCKXETXF","M98WCPR5KVUUEN8B.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for de-AT-TextToText-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req-GR","Processes text to text requests (de-AT)","USE1-de-AT-TextToText-Req-GR","RecognizeUtterance","Text",,"Text","us-east-1","Amazon Lex","Speech and Text"
"M9NVPZSD6U239G7S","JRTCKXETXF","M9NVPZSD6U239G7S.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for ar-AE-TextToText-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req-GR","Processes text to text requests (ar-AE)","USE1-ar-AE-TextToText-Req-GR","RecognizeUtterance","Text",,"Text","us-east-1","Amazon Lex","Speech and Text"
"MAD27329GVTF5295","JRTCKXETXF","MAD27329GVTF5295.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.006 per Speech Request for es-419-SpeechToText-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0060000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Req-GR","Processes speech to text requests (es-419)","USE1-es-419-SpeechToText-Req-GR","RecognizeUtterance","Speech",,"Text","us-east-1","Amazon Lex","Speech and Text"
"MAGW8E3NKYP9JQTC","JRTCKXETXF","MAGW8E3NKYP9JQTC.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for zh-CN-TextToText-Req : RecognizeText in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req-GR","Processes Text to Text requests only (zh-CN)","USE1-zh-CN-TextToText-Req-GR","RecognizeText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"MD99BU3WSBU9BBRF","JRTCKXETXF","MD99BU3WSBU9BBRF.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for es-ES-TextToText-Req : RecognizeText in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-GR","Processes text to text requests (es-ES)","USE1-es-ES-TextToText-Req-GR","RecognizeText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"MDGRDB4JQZNH92BR","JRTCKXETXF","MDGRDB4JQZNH92BR.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.004 per Speech Request for ca-ES-SpeechToText-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Req","Processes speech to text requests (pt-br)","USE1-pt-BR-SpeechToText-Req","RecognizeUtterance","Speech",,"Text","us-east-1","Amazon Lex","Speech and Text"
"MFQP97NE9JTR4JPN","JRTCKXETXF","MFQP97NE9JTR4JPN.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for pl-PL-TextToText-Req : RecognizeText in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req-GR","Processes Text to Text requests only (pl-PL)","USE1-pl-PL-TextToText-Req-GR","RecognizeText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"MGF2USUSV3EWMNDR","JRTCKXETXF","MGF2USUSV3EWMNDR.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per Text Request for en-ZA-TextToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Str-GR","Processes text to text requests (en-ZA)","USE1-en-ZA-TextToText-Str-GR","StartConversation","Text",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"MH589B4V9UWGE4C5","JRTCKXETXF","MH589B4V9UWGE4C5.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for es-US-TextToText-Req : RecognizeText in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text","Processes text to text requests (es-US)","USE1-es-US-TextToText-Req","RecognizeText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"MKJE8ENRN4DHEU24","JRTCKXETXF","MKJE8ENRN4DHEU24.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.004 per Speech Request for hi-IN-SpeechToSpeech-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Req","Processes speech to speech requests (hi-IN)","USE1-hi-IN-SpeechToSpeech-Req","RecognizeUtterance","Speech",,"Speech","us-east-1","Amazon Lex","Speech and Text"
