"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2024-03-25T11:28:32Z"
"Version","20240325112832"
"OfferCode","AmazonLex"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Group","Group Description","usageType","operation","Input Mode","Learning Mode","Output Mode","Region Code","serviceName","Supported Modes"
"8KJNJ4JPFS7UNET8","JRTCKXETXF","8KJNJ4JPFS7UNET8.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0065 per Speech Interval for hi-IN-SpeechToSpeech-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0065000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Str","Processes speech to speech requests (hi-IN)","USE1-hi-IN-SpeechToSpeech-Str","StartConversation","Speech",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"8M2DFF87WM4SA3NN","JRTCKXETXF","8M2DFF87WM4SA3NN.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per DTMF Request for de-DE-DTMFToText-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Text-Str","Processes DTMF to text requests (de-DE)","USE1-de-DE-DTMFToText-Str","StartConversation","DTMF",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"8MER55XDRWWQ4654","JRTCKXETXF","8MER55XDRWWQ4654.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per Text Request for es-US-TextToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Str-GR","Processes text to text requests (es-US)","USE1-es-US-TextToText-Str-GR","StartConversation","Text",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"8PA8V67Y67H8QSWE","JRTCKXETXF","8PA8V67Y67H8QSWE.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per DTMF Request for ar-AE-DTMFToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Speech-Str-GR","Processes DTMF to speech requests (ar-AE)","USE1-ar-AE-DTMFToSpeech-Str-GR","StartConversation","DTMF",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"8PD5KKTAWS3H5KAA","JRTCKXETXF","8PD5KKTAWS3H5KAA.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.006 per Speech Request for ja-JP-SpeechToText-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0060000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Req-GR","Processes speech to text requests (ja-JP)","USE1-ja-JP-SpeechToText-Req-GR","RecognizeUtterance","Speech",,"Text","us-east-1","Amazon Lex","Speech and Text"
"8PP2RQF5JSY6N66V","JRTCKXETXF","8PP2RQF5JSY6N66V.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for ko-KR-TextToSpeech-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Req","Processes text to speech requests (ko-KR)","USE1-ko-KR-TextToSpeech-Req","RecognizeUtterance","Text",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"8QXGZ2WAHJZ7MZPB","JRTCKXETXF","8QXGZ2WAHJZ7MZPB.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per Text Request for hi-IN-TextToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Str-GR","Processes text to text requests (hi-IN)","USE1-hi-IN-TextToText-Str-GR","StartConversation","Text",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"8THH5MQG568MKP8X","JRTCKXETXF","8THH5MQG568MKP8X.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for ca-ES-TextToText-Req : RecognizeText in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req-GR","Processes Text to Text requests only (pt-BR)","USE1-pt-BR-TextToText-Req-GR","RecognizeText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"8U6AUQF4V9N7ETMH","JRTCKXETXF","8U6AUQF4V9N7ETMH.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per Text Request for nl-NL-TextToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Str-GR","Processes text to speech requests (nl-NL)","USE1-nl-NL-TextToSpeech-Str-GR","StartConversation","Text",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"8W8UFCD3MS8FWAX5","JRTCKXETXF","8W8UFCD3MS8FWAX5.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per DTMF Request for ja-JP-DTMFToText-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Text-Str","Processes DTMF to text requests (ja-JP)","USE1-ja-JP-DTMFToText-Str","StartConversation","DTMF",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"8XV8WVVWV7MTDTMU","JRTCKXETXF","8XV8WVVWV7MTDTMU.JRTCKXETXF.6YS6EN2CT7","OnDemand","Processed text to text request in us-east-1 for en-GB","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text","Processes text to text requests (en-GB)","USE1-en-GB-TextToText-Req","PostContent","Text",,"Text","us-east-1","Amazon Lex","Speech and Text"
"8Y4UG4CHAVKXPHEQ","JRTCKXETXF","8Y4UG4CHAVKXPHEQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","Processed speech to speech request in us-east-1 for es-ES","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech","Processes speech to speech requests (es-ES)","USE1-es-ES-SpeechToSpeech-Req","PostContent","Speech",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"8YWTH37ATBV69QEC","JRTCKXETXF","8YWTH37ATBV69QEC.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0094 per Speech Interval for hi-IN-SpeechToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0094000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Str-GR","Processes speech to text requests (hi-IN)","USE1-hi-IN-SpeechToText-Str-GR","StartConversation","Speech",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"8ZW8T66K7CNY2X8V","JRTCKXETXF","8ZW8T66K7CNY2X8V.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per Text Request for it-IT-TextToText-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Str","Processes text to text requests (it-IT)","USE1-it-IT-TextToText-Str","StartConversation","Text",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"924AYQ3R9R62V773","JRTCKXETXF","924AYQ3R9R62V773.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for pt-PT-TextToSpeech-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Req-GR","Processes text to speech requests (pt-PT)","USE1-pt-PT-TextToSpeech-Req-GR","RecognizeUtterance","Text",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"92Z242NBXUURT8T6","JRTCKXETXF","92Z242NBXUURT8T6.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per DTMF Request for ca-ES-DTMFToText-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Text-Str","Processes DTMF to text requests (ca-ES)","USE1-ca-ES-DTMFToText-Str","StartConversation","DTMF",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"932JBZRZUDE2JT33","JRTCKXETXF","932JBZRZUDE2JT33.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per DTMF Request for ca-ES-DTMFToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Text-Str-GR","Processes DTMF to text requests (pt-BR)","USE1-pt-BR-DTMFToText-Str-GR","StartConversation","DTMF",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"9832Q47B9Q4ZAFQT","JRTCKXETXF","9832Q47B9Q4ZAFQT.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per DTMF Request for zh-HK-DTMFToText-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Text-Str","Processes DTMF to text requests (zh-HK)","USE1-zh-HK-DTMFToText-Str","StartConversation","DTMF",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"99APV9QRVX9NGG48","JRTCKXETXF","99APV9QRVX9NGG48.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0094 per Speech Interval for fr-FR-SpeechToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0094000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Str-GR","Processes speech to speech requests (fr-FR)","USE1-fr-FR-SpeechToSpeech-Str-GR","StartConversation","Speech",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"99Z2AFCU2WUF4T8B","JRTCKXETXF","99Z2AFCU2WUF4T8B.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per Text Request for en-US-TextToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Str-GR","Processes text to text requests (en-US)","USE1-en-US-TextToText-Str-GR","StartConversation","Text",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"9D4BCEUUHYCTXG6M","JRTCKXETXF","9D4BCEUUHYCTXG6M.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for en-US-TextToSpeech-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech","Processes text to speech requests (en-US)","USE1-en-US-TextToSpeech-Req","RecognizeUtterance","Text",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"9D9V28PDKQ4N35FQ","JRTCKXETXF","9D9V28PDKQ4N35FQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per DTMF Request for ar-AE-DTMFToSpeech-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Speech-Str","Processes DTMF to speech requests (ar-AE)","USE1-ar-AE-DTMFToSpeech-Str","StartConversation","DTMF",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"9DRWKK3Y4VQNUVST","JRTCKXETXF","9DRWKK3Y4VQNUVST.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0094 per Speech Interval for en-ZA-SpeechToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0094000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Str-GR","Processes speech to text requests (en-ZA)","USE1-en-ZA-SpeechToText-Str-GR","StartConversation","Speech",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"9ES2SWP23DP2P8E9","JRTCKXETXF","9ES2SWP23DP2P8E9.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per Text Request for zh-CN-TextToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Str-GR","Processes text to speech requests (zh-CN)","USE1-zh-CN-TextToSpeech-Str-GR","StartConversation","Text",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"9EWC6TW88GMGXM7J","JRTCKXETXF","9EWC6TW88GMGXM7J.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.004 per Speech Request for en-IN-SpeechToText-Req : PostContent in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text","Processes speech to text requests (en-IN)","USE1-en-IN-SpeechToText-Req","PostContent","Speech",,"Text","us-east-1","Amazon Lex","Speech and Text"
"9FBRCAE4X7RYBEPY","JRTCKXETXF","9FBRCAE4X7RYBEPY.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for ca-ES-TextToSpeech-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Req-GR","Processes text to speech requests (ca-ES)","USE1-ca-ES-TextToSpeech-Req-GR","RecognizeUtterance","Text",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"9G5492WTK9G2WCCB","JRTCKXETXF","9G5492WTK9G2WCCB.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per DTMF Request for en-IN-DTMFToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Speech-Str-GR","Processes DTMF to speech requests (en-IN)","USE1-en-IN-DTMFToSpeech-Str-GR","StartConversation","DTMF",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"9G8PXT3QQZMAMSQ8","JRTCKXETXF","9G8PXT3QQZMAMSQ8.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per DTMF Request for en-US-DTMFToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Speech-Str-GR","Processes DTMF to speech requests (en-US)","USE1-en-US-DTMFToSpeech-Str-GR","StartConversation","DTMF",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"9HASGUP5VGF23269","JRTCKXETXF","9HASGUP5VGF23269.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for hi-IN-TextToText-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req","Processes text to text requests (hi-IN)","USE1-hi-IN-TextToText-Req","RecognizeUtterance","Text",,"Text","us-east-1","Amazon Lex","Speech and Text"
"9QPPSD7HBNK5YP98","JRTCKXETXF","9QPPSD7HBNK5YP98.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for en-AU-TextToText-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text","Processes text to text requests (en-AU)","USE1-en-AU-TextToText-Req","RecognizeUtterance","Text",,"Text","us-east-1","Amazon Lex","Speech and Text"
"9QRKH338M34F3N5W","JRTCKXETXF","9QRKH338M34F3N5W.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0094 per Speech Interval for ar-AE-SpeechToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0094000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Str-GR","Processes speech to text requests (ar-AE)","USE1-ar-AE-SpeechToText-Str-GR","StartConversation","Speech",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"9T3FN9EXK6XMDNUU","JRTCKXETXF","9T3FN9EXK6XMDNUU.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.006 per Speech Request for ca-ES-SpeechToSpeech-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0060000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Req-GR","Processes speech to speech requests (pt-br)","USE1-pt-BR-SpeechToSpeech-Req-GR","RecognizeUtterance","Speech",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"9TAUK7JRHP8YEYKB","JRTCKXETXF","9TAUK7JRHP8YEYKB.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per Text Request for en-GB-TextToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Str-GR","Processes text to text requests (en-GB)","USE1-en-GB-TextToText-Str-GR","StartConversation","Text",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"9TD7Y2F2KVSZY3CU","JRTCKXETXF","9TD7Y2F2KVSZY3CU.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.006 per Speech Request for ko-KR-SpeechToText-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0060000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Req-GR","Processes speech to text requests (ko-KR)","USE1-ko-KR-SpeechToText-Req-GR","RecognizeUtterance","Speech",,"Text","us-east-1","Amazon Lex","Speech and Text"
"9WAQJXNKYNWHFFSH","JRTCKXETXF","9WAQJXNKYNWHFFSH.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0065 per Speech Interval for es-ES-SpeechToText-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0065000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Str","Processes speech to text requests (es-ES)","USE1-es-ES-SpeechToText-Str","StartConversation","Speech",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"9WTWVAHSSXSBPGVH","JRTCKXETXF","9WTWVAHSSXSBPGVH.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per DTMF Request for fi-FI-DTMFToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Speech-Str-GR","Processes DTMF to speech requests (fi-FI)","USE1-fi-FI-DTMFToSpeech-Str-GR","StartConversation","DTMF",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"A22WAHJH8UE8HBAH","JRTCKXETXF","A22WAHJH8UE8HBAH.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per Text Request for nl-NL-TextToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Str-GR","Processes text to text requests (nl-NL)","USE1-nl-NL-TextToText-Str-GR","StartConversation","Text",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"A2D2K9FZCVRUJDQY","JRTCKXETXF","A2D2K9FZCVRUJDQY.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0094 per Speech Interval for en-GB-SpeechToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0094000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Str-GR","Processes speech to text requests (en-GB)","USE1-en-GB-SpeechToText-Str-GR","StartConversation","Speech",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"A2V9U4XA97TEU57Y","JRTCKXETXF","A2V9U4XA97TEU57Y.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.004 per Speech Request for de-DE-SpeechToText-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Req","Processes speech to text requests (de-DE)","USE1-de-DE-SpeechToText-Req","RecognizeUtterance","Speech",,"Text","us-east-1","Amazon Lex","Speech and Text"
"A54C9REAGZW7B4WS","JRTCKXETXF","A54C9REAGZW7B4WS.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.006 per Speech Request for en-IN-SpeechToText-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0060000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Req-GR","Processes speech to text requests (en-IN)","USE1-en-IN-SpeechToText-Req-GR","RecognizeUtterance","Speech",,"Text","us-east-1","Amazon Lex","Speech and Text"
"A84XRKGD2HS69DSQ","JRTCKXETXF","A84XRKGD2HS69DSQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.006 per Speech Request for fi-FI-SpeechToSpeech-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0060000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Req-GR","Processes speech to speech requests (fi-FI)","USE1-fi-FI-SpeechToSpeech-Req-GR","RecognizeUtterance","Speech",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"AJBGKB3MCMNMEAER","JRTCKXETXF","AJBGKB3MCMNMEAER.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for en-AU-TextToText-Req : RecognizeText in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text","Processes Text to Text requests only (en-AU)","USE1-en-AU-TextToText-Req","RecognizeText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"AJRU4SYCHSVBJKRZ","JRTCKXETXF","AJRU4SYCHSVBJKRZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for en-IN-TextToText-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req","Processes text to text requests (en-IN)","USE1-en-IN-TextToText-Req","RecognizeUtterance","Text",,"Text","us-east-1","Amazon Lex","Speech and Text"
