"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2025-03-24T18:36:43Z"
"Version","20250324183643"
"OfferCode","AWSMediaConnect"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Transfer Type","From Location","From Location Type","To Location","To Location Type","usageType","operation","Flow Type","From Region Code","Region Code","Reserved Tier","serviceName","To Region Code"
"DD72KPM3JRXP3WTY","JRTCKXETXF","DD72KPM3JRXP3WTY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Northern Virginia) data transfer to EU (Germany)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","InterRegion Outbound","US East (N. Virginia)","AWS Region","EU (Frankfurt)","AWS Region","USE1-EUC1-AWS-Out-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","eu-central-1"
"DSRUU9JVDJ9XEDVP","JRTCKXETXF","DSRUU9JVDJ9XEDVP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Northern Virginia) data transfer to Asia Pacific (Singapore)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","InterRegion Outbound","US East (N. Virginia)","AWS Region","Asia Pacific (Singapore)","AWS Region","USE1-APS1-AWS-Out-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","ap-southeast-1"
"DW27JW783W3NMSTG","JRTCKXETXF","DW27JW783W3NMSTG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EU (Stockholm) data transfer to US East (Northern Virginia)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSMediaConnect","EU (Stockholm)","AWS Region","InterRegion Outbound","EU (Stockholm)","AWS Region","US East (N. Virginia)","AWS Region","EUN1-USE1-AWS-Out-Bytes","DataProcessed",,"eu-north-1","eu-north-1",,"AWS Elemental MediaConnect","us-east-1"
"E9F9TCY4SM7NJPUK","JRTCKXETXF","E9F9TCY4SM7NJPUK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Africa (Cape Town) data transfer from US East (Northern Virginia)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","InterRegion Inbound","US East (N. Virginia)","AWS Region","Africa (Cape Town)","AWS Region","AFS1-USE1-AWS-In-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","af-south-1"
"EWBABNG2X2CVQGTK","JRTCKXETXF","EWBABNG2X2CVQGTK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (Paris) data transfer from US East (Northern Virginia)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","EU (Paris)","AWS Region","InterRegion Inbound","EU (Paris)","AWS Region","US East (N. Virginia)","AWS Region","EUW3-USE1-AWS-In-Bytes","DataProcessed",,"eu-west-3","eu-west-3",,"AWS Elemental MediaConnect","us-east-1"
"EYRBRPZSZD9NP3PC","JRTCKXETXF","EYRBRPZSZD9NP3PC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US East (Ohio) data transfer from US East (Northern Virginia)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","US East (Ohio)","AWS Region","InterRegion Inbound","US East (Ohio)","AWS Region","US East (N. Virginia)","AWS Region","USE2-USE1-AWS-In-Bytes","DataProcessed",,"us-east-2","us-east-2",,"AWS Elemental MediaConnect","us-east-1"
"EZ8DZSHA83Q4V535","JRTCKXETXF","EZ8DZSHA83Q4V535.JRTCKXETXF.6YS6EN2CT7","OnDemand","$11.444/hour Reserved Outbound Bandwidth at 1500Mbps US East (N. Virginia)","2025-03-01","0","Inf","Hrs","11.4440000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","AWS Outbound Reserved","US East (N. Virginia)","AWS Region","External","Other","Reserved-DataTransfer-Out-Hours","DataProcessedReserved1500Mbps1Yr",,"us-east-1","us-east-1","1500 Mbps","AWS Elemental MediaConnect",""
"GJ3F7XQMVR3QUS48","JRTCKXETXF","GJ3F7XQMVR3QUS48.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US East (Northern Virginia) data transfer from South America (Sao Paulo)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","InterRegion Inbound","US East (N. Virginia)","AWS Region","South America (Sao Paulo)","AWS Region","USE1-SAE1-AWS-In-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","sa-east-1"
"GN9ZN8CQ6BGX8YPH","JRTCKXETXF","GN9ZN8CQ6BGX8YPH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Canada (Central) data transfer from US East (Northern Virginia)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","Canada (Central)","AWS Region","InterRegion Inbound","Canada (Central)","AWS Region","US East (N. Virginia)","AWS Region","CAN1-USE1-AWS-In-Bytes","DataProcessed",,"ca-central-1","ca-central-1",,"AWS Elemental MediaConnect","us-east-1"
"H388CR799F6Y8YSZ","JRTCKXETXF","H388CR799F6Y8YSZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Northern Virginia) data transfer to Canada (Central)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","InterRegion Outbound","US East (N. Virginia)","AWS Region","Canada (Central)","AWS Region","USE1-CAN1-AWS-Out-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","ca-central-1"
"H78YZBZUB537ETUA","JRTCKXETXF","H78YZBZUB537ETUA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Northern Virginia) data transfer to US West (Oregon)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","InterRegion Outbound","US East (N. Virginia)","AWS Region","US West (Oregon)","AWS Region","USE1-USW2-AWS-Out-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","us-west-2"
"HCG5W6KQSVFDF3VF","JRTCKXETXF","HCG5W6KQSVFDF3VF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - subscriber funded entitlement data transfer US East (N. Virginia)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","IntraRegion Entitlement Out","US East (N. Virginia)","AWS Region","US East (N. Virginia)","AWS Region","USE1-DataTransfer-Regional-Bytes","DataProcessedEntitlementOut",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","us-east-1"
"HEXWJ4BAEUC8943D","JRTCKXETXF","HEXWJ4BAEUC8943D.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Singapore) data transfer from US East (Northern Virginia)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","Asia Pacific (Singapore)","AWS Region","InterRegion Inbound","Asia Pacific (Singapore)","AWS Region","US East (N. Virginia)","AWS Region","APS1-USE1-AWS-In-Bytes","DataProcessed",,"ap-southeast-1","ap-southeast-1",,"AWS Elemental MediaConnect","us-east-1"
"J4T387CRX393X88W","JRTCKXETXF","J4T387CRX393X88W.JRTCKXETXF.6YS6EN2CT7","OnDemand","$3/hour of 1080i Active CDI/JPEG-XS Flow usage in US East (N. Virginia)","2025-03-01","0","Inf","Hours","3.0000000000","USD","Compute Instance","AWSMediaConnect","US East (N. Virginia)","AWS Region",,,,,,"USE1-Usage-Hours","RunningFlow-CDI-1080i","CDI-RunningFlow-1080i",,"us-east-1",,"AWS Elemental MediaConnect",
"J67885T8MVZHNE84","JRTCKXETXF","J67885T8MVZHNE84.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per GB - US East (Ohio) data transfer to US East (Northern Virginia)","2025-03-01","0","Inf","GB","0.0100000000","USD","Data Transfer","AWSMediaConnect","US East (Ohio)","AWS Region","InterRegion Outbound","US East (Ohio)","AWS Region","US East (N. Virginia)","AWS Region","USE2-USE1-AWS-Out-Bytes","DataProcessed",,"us-east-2","us-east-2",,"AWS Elemental MediaConnect","us-east-1"
"JD8GDR9FS6XWPKRF","JRTCKXETXF","JD8GDR9FS6XWPKRF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per GB - entitlement data transfer US East (N. Virginia)","2025-03-01","0","Inf","GB","0.0100000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","IntraRegion Entitlement In","US East (N. Virginia)","AWS Region","US East (N. Virginia)","AWS Region","USE1-DataTransfer-Regional-Bytes","DataProcessedEntitlementIn",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","us-east-1"
"JQAR4P496UD82QVV","JRTCKXETXF","JQAR4P496UD82QVV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Middle East (UAE) data transfer from US East (Northern Virginia)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","Middle East (UAE)","AWS Region","InterRegion Inbound","Middle East (UAE)","AWS Region","US East (N. Virginia)","AWS Region","MEC1-USE1-AWS-In-Bytes","DataProcessed",,"me-central-1","me-central-1",,"AWS Elemental MediaConnect","us-east-1"
"JQT2SZYEPGPD5ZDM","JRTCKXETXF","JQT2SZYEPGPD5ZDM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EU (Paris) data transfer to US East (Northern Virginia)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSMediaConnect","EU (Paris)","AWS Region","InterRegion Outbound","EU (Paris)","AWS Region","US East (N. Virginia)","AWS Region","EUW3-USE1-AWS-Out-Bytes","DataProcessed",,"eu-west-3","eu-west-3",,"AWS Elemental MediaConnect","us-east-1"
"KJ6TZKWMVF6MC8UH","JRTCKXETXF","KJ6TZKWMVF6MC8UH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - EU (Germany) data transfer from US East (Northern Virginia)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","EU (Frankfurt)","AWS Region","InterRegion Inbound","EU (Frankfurt)","AWS Region","US East (N. Virginia)","AWS Region","EUC1-USE1-AWS-In-Bytes","DataProcessed",,"eu-central-1","eu-central-1",,"AWS Elemental MediaConnect","us-east-1"
"KUTT258M7RDBK5CR","JRTCKXETXF","KUTT258M7RDBK5CR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB - Asia Pacific (Hong Kong) data transfer to US East (Northern Virginia)","2025-03-01","0","Inf","GB","0.0900000000","USD","Data Transfer","AWSMediaConnect","Asia Pacific (Hong Kong)","AWS Region","InterRegion Outbound","Asia Pacific (Hong Kong)","AWS Region","US East (N. Virginia)","AWS Region","APE1-USE1-AWS-Out-Bytes","DataProcessed",,"ap-east-1","ap-east-1",,"AWS Elemental MediaConnect","us-east-1"
"M3VKK4EQ5Z7DV57M","JRTCKXETXF","M3VKK4EQ5Z7DV57M.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US West (Oregon) data transfer to US East (Northern Virginia)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSMediaConnect","US West (Oregon)","AWS Region","InterRegion Outbound","US West (Oregon)","AWS Region","US East (N. Virginia)","AWS Region","USW2-USE1-AWS-Out-Bytes","DataProcessed",,"us-west-2","us-west-2",,"AWS Elemental MediaConnect","us-east-1"
"M4HS6EK93UC3YK7R","JRTCKXETXF","M4HS6EK93UC3YK7R.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Northern Virginia) data transfer to Africa (Cape Town)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","InterRegion Outbound","US East (N. Virginia)","AWS Region","Africa (Cape Town)","AWS Region","USE1-AFS1-AWS-Out-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","af-south-1"
"MMMC3G9YFBJ3XTNZ","JRTCKXETXF","MMMC3G9YFBJ3XTNZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Northern Virginia) data transfer to EU (London)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","InterRegion Outbound","US East (N. Virginia)","AWS Region","EU (London)","AWS Region","USE1-EUW2-AWS-Out-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","eu-west-2"
"MNUWMJMN353P5G3A","JRTCKXETXF","MNUWMJMN353P5G3A.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US East (Northern Virginia) data transfer from EU (Ireland)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","InterRegion Inbound","US East (N. Virginia)","AWS Region","EU (Ireland)","AWS Region","USE1-EU-AWS-In-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","eu-west-1"
"N2TH5MZGDVKKRTYQ","JRTCKXETXF","N2TH5MZGDVKKRTYQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Northern Virginia) data transfer to Middle East (UAE)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","InterRegion Outbound","US East (N. Virginia)","AWS Region","Middle East (UAE)","AWS Region","USE1-MEC1-AWS-Out-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","me-central-1"
"N3MGTK2GK5P6ZNCN","JRTCKXETXF","N3MGTK2GK5P6ZNCN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Northern Virginia) data transfer to Asia Pacific (Seoul)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","InterRegion Outbound","US East (N. Virginia)","AWS Region","Asia Pacific (Seoul)","AWS Region","USE1-APN2-AWS-Out-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","ap-northeast-2"
"N6F3GJC2QU6ANF5J","JRTCKXETXF","N6F3GJC2QU6ANF5J.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.020 per GB - Data transfer from US East (N. Virginia)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","Inter Region Peering Data Transfer Outbound","US East (N. Virginia)","AWS Region","External","Other","USE1-AWS-Out-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect",""
"N7H7SPXABA7CYNWF","JRTCKXETXF","N7H7SPXABA7CYNWF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.06/hour of 480p CDI Output usage in US East (N. Virginia)","2025-03-01","0","Inf","Hours","0.0600000000","USD","Compute Instance","AWSMediaConnect","US East (N. Virginia)","AWS Region",,,,,,"USE1-Usage-Hours","RunningOutput-CDI-480p","CDI-RunningOutput-CDI-480p",,"us-east-1",,"AWS Elemental MediaConnect",
"N7ZSZ2H6RGFMY9ZY","JRTCKXETXF","N7ZSZ2H6RGFMY9ZY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.010 per GB - regional data transfer in US East (N. Virginia)","2025-03-01","0","Inf","GB","0.0100000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","IntraRegion","US East (N. Virginia)","AWS Region","US East (N. Virginia)","AWS Region","DataTransfer-Regional-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","us-east-1"
"N9RVS9QKARVC6THU","JRTCKXETXF","N9RVS9QKARVC6THU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Northern Virginia) data transfer to Asia Pacific (Hong Kong)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","InterRegion Outbound","US East (N. Virginia)","AWS Region","Asia Pacific (Hong Kong)","AWS Region","USE1-APE1-AWS-Out-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","ap-east-1"
"NWN5KG3QDRHHZU7A","JRTCKXETXF","NWN5KG3QDRHHZU7A.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.13/hour of 1080i CDI Output usage in US East (N. Virginia)","2025-03-01","0","Inf","Hours","0.1300000000","USD","Compute Instance","AWSMediaConnect","US East (N. Virginia)","AWS Region",,,,,,"USE1-Usage-Hours","RunningOutput-CDI-1080i","CDI-RunningOutput-CDI-1080i",,"us-east-1",,"AWS Elemental MediaConnect",
"PGH3VWDQN2VC6C4D","JRTCKXETXF","PGH3VWDQN2VC6C4D.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB - Asia Pacific (Singapore) data transfer to US East (Northern Virginia)","2025-03-01","0","Inf","GB","0.0900000000","USD","Data Transfer","AWSMediaConnect","Asia Pacific (Singapore)","AWS Region","InterRegion Outbound","Asia Pacific (Singapore)","AWS Region","US East (N. Virginia)","AWS Region","APS1-USE1-AWS-Out-Bytes","DataProcessed",,"ap-southeast-1","ap-southeast-1",,"AWS Elemental MediaConnect","us-east-1"
"PSX7PM85UWXCE9V8","JRTCKXETXF","PSX7PM85UWXCE9V8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Tokyo) data transfer from US East (Northern Virginia)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","Asia Pacific (Tokyo)","AWS Region","InterRegion Inbound","Asia Pacific (Tokyo)","AWS Region","US East (N. Virginia)","AWS Region","APN1-USE1-AWS-In-Bytes","DataProcessed",,"ap-northeast-1","ap-northeast-1",,"AWS Elemental MediaConnect","us-east-1"
"PX9AHDH5JX3T5ZCC","JRTCKXETXF","PX9AHDH5JX3T5ZCC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Sydney)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","InterRegion Inbound","US East (N. Virginia)","AWS Region","Asia Pacific (Sydney)","AWS Region","USE1-APS2-AWS-In-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","ap-southeast-2"
"PYND4JJSV4WXGCX3","JRTCKXETXF","PYND4JJSV4WXGCX3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.06/hour of 480p JPEG-XS Output usage in US East (N. Virginia)","2025-03-01","0","Inf","Hours","0.0600000000","USD","Compute Instance","AWSMediaConnect","US East (N. Virginia)","AWS Region",,,,,,"USE1-Usage-Hours","RunningOutput-JPEG-XS-480p","CDI-RunningOutput-JPEG-XS-480p",,"us-east-1",,"AWS Elemental MediaConnect",
"Q7XFUBD36PNYV6KX","JRTCKXETXF","Q7XFUBD36PNYV6KX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Data transfer to US East (N. Virginia)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","Inter Region Peering Data Transfer Inbound","External","AWS Region","US East (N. Virginia)","AWS Region","USE1-AWS-In-Bytes","DataProcessed",,"","us-east-1",,"AWS Elemental MediaConnect","us-east-1"
"Q9G7BMVYDDCXNMSP","JRTCKXETXF","Q9G7BMVYDDCXNMSP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US East (Northern Virginia) data transfer from EU (London)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","InterRegion Inbound","US East (N. Virginia)","AWS Region","EU (London)","AWS Region","USE1-EUW2-AWS-In-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","eu-west-2"
"QUST87Q2ESNRUVJY","JRTCKXETXF","QUST87Q2ESNRUVJY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Northern Virginia) data transfer to Asia Pacific (Osaka)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","InterRegion Outbound","US East (N. Virginia)","AWS Region","Asia Pacific (Osaka)","AWS Region","USE1-APN3-AWS-Out-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","ap-northeast-3"
"R7H5MBNMZ9SKFXPE","JRTCKXETXF","R7H5MBNMZ9SKFXPE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.14 per GB - Asia Pacific (Sydney) data transfer to US East (Northern Virginia)","2025-03-01","0","Inf","GB","0.1400000000","USD","Data Transfer","AWSMediaConnect","Asia Pacific (Sydney)","AWS Region","InterRegion Outbound","Asia Pacific (Sydney)","AWS Region","US East (N. Virginia)","AWS Region","APS2-USE1-AWS-Out-Bytes","DataProcessed",,"ap-southeast-2","ap-southeast-2",,"AWS Elemental MediaConnect","us-east-1"
"RH2B9KYR76BH8XJ5","JRTCKXETXF","RH2B9KYR76BH8XJ5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.3/hour of 1080p CDI Output usage in US East (N. Virginia)","2025-03-01","0","Inf","Hours","0.3000000000","USD","Compute Instance","AWSMediaConnect","US East (N. Virginia)","AWS Region",,,,,,"USE1-Usage-Hours","RunningOutput-CDI-1080p","CDI-RunningOutput-CDI-1080p",,"us-east-1",,"AWS Elemental MediaConnect",
"RQPZV3GKES2QDPMY","JRTCKXETXF","RQPZV3GKES2QDPMY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US West (Northern California) data transfer from US East (Northern Virginia)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","US West (N. California)","AWS Region","InterRegion Inbound","US West (N. California)","AWS Region","US East (N. Virginia)","AWS Region","USW1-USE1-AWS-In-Bytes","DataProcessed",,"us-west-1","us-west-1",,"AWS Elemental MediaConnect","us-east-1"
"S68R8RX45A34B67C","JRTCKXETXF","S68R8RX45A34B67C.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Melbourne)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","InterRegion Inbound","US East (N. Virginia)","AWS Region","Asia Pacific (Melbourne)","AWS Region","USE1-APS6-AWS-In-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","ap-southeast-4"
"SA4XX3FGNPFFMZYV","JRTCKXETXF","SA4XX3FGNPFFMZYV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09 per GB - Asia Pacific (Tokyo) data transfer to US East (Northern Virginia)","2025-03-01","0","Inf","GB","0.0900000000","USD","Data Transfer","AWSMediaConnect","Asia Pacific (Tokyo)","AWS Region","InterRegion Outbound","Asia Pacific (Tokyo)","AWS Region","US East (N. Virginia)","AWS Region","APN1-USE1-AWS-Out-Bytes","DataProcessed",,"ap-northeast-1","ap-northeast-1",,"AWS Elemental MediaConnect","us-east-1"
"SB3QPRX68JJEUFJN","JRTCKXETXF","SB3QPRX68JJEUFJN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - US East (Northern Virginia) data transfer to EU (Paris)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","InterRegion Outbound","US East (N. Virginia)","AWS Region","EU (Paris)","AWS Region","USE1-EUW3-AWS-Out-Bytes","DataProcessed",,"us-east-1","us-east-1",,"AWS Elemental MediaConnect","eu-west-3"
"SDHTJWBT4G3DV2KN","JRTCKXETXF","SDHTJWBT4G3DV2KN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per GB - EU (Germany) data transfer to US East (Northern Virginia)","2025-03-01","0","Inf","GB","0.0200000000","USD","Data Transfer","AWSMediaConnect","EU (Frankfurt)","AWS Region","InterRegion Outbound","EU (Frankfurt)","AWS Region","US East (N. Virginia)","AWS Region","EUC1-USE1-AWS-Out-Bytes","DataProcessed",,"eu-central-1","eu-central-1",,"AWS Elemental MediaConnect","us-east-1"
"SKGFMR7J5GBCSFWC","JRTCKXETXF","SKGFMR7J5GBCSFWC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.3/hour of 1080p JPEG-XS Output usage in US East (N. Virginia)","2025-03-01","0","Inf","Hours","0.3000000000","USD","Compute Instance","AWSMediaConnect","US East (N. Virginia)","AWS Region",,,,,,"USE1-Usage-Hours","RunningOutput-JPEG-XS-1080p","CDI-RunningOutput-JPEG-XS-1080p",,"us-east-1",,"AWS Elemental MediaConnect",
"THG7TXUN7UNZZB28","JRTCKXETXF","THG7TXUN7UNZZB28.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.6/hour of 2160p JPEG-XS Output usage in US East (N. Virginia)","2025-03-01","0","Inf","Hours","0.6000000000","USD","Compute Instance","AWSMediaConnect","US East (N. Virginia)","AWS Region",,,,,,"USE1-Usage-Hours","RunningOutput-JPEG-XS-2160p","CDI-RunningOutput-JPEG-XS-2160p",,"us-east-1",,"AWS Elemental MediaConnect",
"TSND86DG28K5SRZ6","JRTCKXETXF","TSND86DG28K5SRZ6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00 per GB - Asia Pacific (Osaka) data transfer from US East (Northern Virginia)","2025-03-01","0","Inf","GB","0.0000000000","USD","Data Transfer","AWSMediaConnect","Asia Pacific (Osaka)","AWS Region","InterRegion Inbound","Asia Pacific (Osaka)","AWS Region","US East (N. Virginia)","AWS Region","APN3-USE1-AWS-In-Bytes","DataProcessed",,"ap-northeast-3","ap-northeast-3",,"AWS Elemental MediaConnect","us-east-1"
"TTTAQUABWR5BTCCS","JRTCKXETXF","TTTAQUABWR5BTCCS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.834/hour Reserved Outbound Bandwidth at 150Mbps US East (N. Virginia)","2025-03-01","0","Inf","Hrs","2.8340000000","USD","Data Transfer","AWSMediaConnect","US East (N. Virginia)","AWS Region","AWS Outbound Reserved","US East (N. Virginia)","AWS Region","External","Other","Reserved-DataTransfer-Out-Hours","DataProcessedReserved150Mbps1Yr",,"us-east-1","us-east-1","150 Mbps","AWS Elemental MediaConnect",""
"U92WTQPF8YQ63H7K","JRTCKXETXF","U92WTQPF8YQ63H7K.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.5/hour of Undefined Active CDI/JPEG-XS Flow usage in US East (N. Virginia)","2025-03-01","0","Inf","Hours","1.5000000000","USD","Compute Instance","AWSMediaConnect","US East (N. Virginia)","AWS Region",,,,,,"USE1-Usage-Hours","RunningFlow-CDI-Other","CDI-RunningFlow-Other",,"us-east-1",,"AWS Elemental MediaConnect",
