"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2022-03-11T17:14:13Z"
"Version","20220311171413"
"OfferCode","AmazonChimeDialInAMCS"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","usageType","operation","Calling Type","Country","PrimaryPlaceOfUse","Region Code","serviceName","Transaction Type"
"Q2QBTVDRMHQKD2YZ","JRTCKXETXF","Q2QBTVDRMHQKD2YZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for British Virgin Islands","2022-03-01","0","Inf","Minute","0.0119100000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-VG-tollfree-inbound-mins","","Toll Free","British Virgin Islands","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"QFBHWCMRHNGDJS4V","JRTCKXETXF","QFBHWCMRHNGDJS4V.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Brazil","2022-03-01","0","Inf","Minute","0.0087950000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-BR-toll-inbound-mins","","Toll","Brazil","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"QGA9XBHA7HEQF6QQ","JRTCKXETXF","QGA9XBHA7HEQF6QQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Hong Kong, Special Administrative Region of China","2022-03-01","0","Inf","Minute","0.0123120000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-HK-toll-inbound-mins","","Toll","Hong Kong, Special Administrative Region of China","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"QMWPA8ZH57K9HA9T","JRTCKXETXF","QMWPA8ZH57K9HA9T.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Bahamas","2022-03-01","0","Inf","Minute","0.0022160000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-BS-toll-inbound-mins","","Toll","Bahamas","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"QQ6YN6EBNJV3QSZT","JRTCKXETXF","QQ6YN6EBNJV3QSZT.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Ireland","2022-03-01","0","Inf","Minute","0.5747300000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-IE-tollfree-inbound-mins","","Toll Free","Ireland","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"R68VGZPCGAHENA29","JRTCKXETXF","R68VGZPCGAHENA29.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Jamaica","2022-03-01","0","Inf","Minute","0.0119100000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-JM-tollfree-inbound-mins","","Toll Free","Jamaica","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"S7ETC8E63AVJ744X","JRTCKXETXF","S7ETC8E63AVJ744X.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Bermuda","2022-03-01","0","Inf","Minute","0.0022160000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-BM-toll-inbound-mins","","Toll","Bermuda","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"SFFZN43QUATCY3RP","JRTCKXETXF","SFFZN43QUATCY3RP.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Hungary","2022-03-01","0","Inf","Minute","0.2231040000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-HU-tollfree-inbound-mins","","Toll Free","Hungary","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"SJPDSYH9W6R8BDCG","JRTCKXETXF","SJPDSYH9W6R8BDCG.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Denmark","2022-03-01","0","Inf","Minute","0.3374300000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-DK-tollfree-inbound-mins","","Toll Free","Denmark","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"SP6XA9UT2A7JWYFD","JRTCKXETXF","SP6XA9UT2A7JWYFD.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Pakistan","2022-03-01","0","Inf","Minute","0.2624740000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-PK-tollfree-inbound-mins","","Toll Free","Pakistan","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"TBBZSASV6KPAEXCW","JRTCKXETXF","TBBZSASV6KPAEXCW.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Anguilla","2022-03-01","0","Inf","Minute","0.0022160000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-AI-toll-inbound-mins","","Toll","Anguilla","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"TC9TD29MF3JGTNBS","JRTCKXETXF","TC9TD29MF3JGTNBS.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for United States of America","2022-03-01","0","Inf","Minute","0.0022160000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-US-toll-inbound-mins","","Toll","United States of America","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"TCXMNAUPXUYVQ8WB","JRTCKXETXF","TCXMNAUPXUYVQ8WB.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Japan","2022-03-01","0","Inf","Minute","0.0070360000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-JP-toll-inbound-mins","","Toll","Japan","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"TGS2YMVM3GHXHJR7","JRTCKXETXF","TGS2YMVM3GHXHJR7.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Bahamas","2022-03-01","0","Inf","Minute","0.0119100000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-BS-tollfree-inbound-mins","","Toll Free","Bahamas","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"TNJEYYE5TQEKK7GZ","JRTCKXETXF","TNJEYYE5TQEKK7GZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Netherlands","2022-03-01","0","Inf","Minute","0.0032210000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-NL-toll-inbound-mins","","Toll","Netherlands","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"TRXGUEWB34WKC7FQ","JRTCKXETXF","TRXGUEWB34WKC7FQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for South Africa","2022-03-01","0","Inf","Minute","0.1200000000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-ZA-tollfree-inbound-mins","","Toll Free","South Africa","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"TSNYA7DCDSANFJHE","JRTCKXETXF","TSNYA7DCDSANFJHE.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Dominican Republic","2022-03-01","0","Inf","Minute","0.0119100000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-DO-tollfree-inbound-mins","","Toll Free","Dominican Republic","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"TXFS8UXJUCZXBNVM","JRTCKXETXF","TXFS8UXJUCZXBNVM.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Japan","2022-03-01","0","Inf","Minute","0.4921770000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-JP-tollfree-inbound-mins","","Toll Free","Japan","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"U3QN4GV32JR73HRU","JRTCKXETXF","U3QN4GV32JR73HRU.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Greece","2022-03-01","0","Inf","Minute","0.6724300000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-GR-tollfree-inbound-mins","","Toll Free","Greece","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"U8GJAENHJ28MC4XS","JRTCKXETXF","U8GJAENHJ28MC4XS.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Northern Mariana Islands","2022-03-01","0","Inf","Minute","0.0119100000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-MP-tollfree-inbound-mins","","Toll Free","Northern Mariana Islands","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"U99ZA8CKH96RU7R4","JRTCKXETXF","U99ZA8CKH96RU7R4.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Colombia","2022-03-01","0","Inf","Minute","0.3397770000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-CO-tollfree-inbound-mins","","Toll Free","Colombia","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"U9AYDU5EUFB68RPU","JRTCKXETXF","U9AYDU5EUFB68RPU.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Panama","2022-03-01","0","Inf","Minute","0.1604830000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-PA-tollfree-inbound-mins","","Toll Free","Panama","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"U9STQZWQCXZXGVT9","JRTCKXETXF","U9STQZWQCXZXGVT9.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Ukraine","2022-03-01","0","Inf","Minute","0.1738000000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-UA-tollfree-inbound-mins","","Toll Free","Ukraine","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"UEPAG2AFH7YE7P8A","JRTCKXETXF","UEPAG2AFH7YE7P8A.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Israel","2022-03-01","0","Inf","Minute","0.1620000000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-IL-tollfree-inbound-mins","","Toll Free","Israel","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"UEWFMBCDPQT7BE7B","JRTCKXETXF","UEWFMBCDPQT7BE7B.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for American Samoa","2022-03-01","0","Inf","Minute","0.0022160000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-AS-toll-inbound-mins","","Toll","American Samoa","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"US6VAEUMY3ET3V9A","JRTCKXETXF","US6VAEUMY3ET3V9A.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Dominican Republic","2022-03-01","0","Inf","Minute","0.0105530000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-DO-toll-inbound-mins","","Toll","Dominican Republic","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"V6ZF4VSRST2FH876","JRTCKXETXF","V6ZF4VSRST2FH876.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for British Virgin Islands","2022-03-01","0","Inf","Minute","0.0022160000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-VG-toll-inbound-mins","","Toll","British Virgin Islands","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"VKA4YVR7NUMMA38E","JRTCKXETXF","VKA4YVR7NUMMA38E.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Ukraine","2022-03-01","0","Inf","Minute","0.1260000000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-UA-toll-inbound-mins","","Toll","Ukraine","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"VSVYHKZTF9DUEVB7","JRTCKXETXF","VSVYHKZTF9DUEVB7.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Argentina","2022-03-01","0","Inf","Minute","0.0566200000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-AR-toll-inbound-mins","","Toll","Argentina","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"VYVHRK5YZTTVYFM5","JRTCKXETXF","VYVHRK5YZTTVYFM5.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Norway","2022-03-01","0","Inf","Minute","0.0146760000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-NO-toll-inbound-mins","","Toll","Norway","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"VZ2NCQDK2WPAG7HK","JRTCKXETXF","VZ2NCQDK2WPAG7HK.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Viet Nam","2022-03-01","0","Inf","Minute","1.1400000000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-VN-toll-inbound-mins","","Toll","Viet Nam","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"W8XXEYYJGKVBNZCY","JRTCKXETXF","W8XXEYYJGKVBNZCY.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Estonia","2022-03-01","0","Inf","Minute","0.0087950000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-EE-toll-inbound-mins","","Toll","Estonia","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"WACV5D5XVGD5PGYN","JRTCKXETXF","WACV5D5XVGD5PGYN.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Chile","2022-03-01","0","Inf","Minute","0.1800000000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-CL-tollfree-inbound-mins","","Toll Free","Chile","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"WFAVNW2MDAKUBD7U","JRTCKXETXF","WFAVNW2MDAKUBD7U.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Peru","2022-03-01","0","Inf","Minute","0.3011280000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-PE-tollfree-inbound-mins","","Toll Free","Peru","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"WHJR5DCR8YS4CG4J","JRTCKXETXF","WHJR5DCR8YS4CG4J.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Latvia","2022-03-01","0","Inf","Minute","0.2696000000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-LV-tollfree-inbound-mins","","Toll Free","Latvia","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"WKW73AU58M2U98UQ","JRTCKXETXF","WKW73AU58M2U98UQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Norway","2022-03-01","0","Inf","Minute","0.0528690000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-NO-tollfree-inbound-mins","","Toll Free","Norway","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"WMA2WUQ3MSGED8F2","JRTCKXETXF","WMA2WUQ3MSGED8F2.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Romania","2022-03-01","0","Inf","Minute","0.0087950000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-RO-toll-inbound-mins","","Toll","Romania","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"WPCBM2QSPF9XHQ4Z","JRTCKXETXF","WPCBM2QSPF9XHQ4Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Korea, Republic of","2022-03-01","0","Inf","Minute","0.0188730000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-KR-toll-inbound-mins","","Toll","South Korea","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"WTMEFEKBKE6B8FA7","JRTCKXETXF","WTMEFEKBKE6B8FA7.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Bermuda","2022-03-01","0","Inf","Minute","0.0119100000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-BM-tollfree-inbound-mins","","Toll Free","Bermuda","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"X3KP6PVKTEWG482U","JRTCKXETXF","X3KP6PVKTEWG482U.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for United Kingdom","2022-03-01","0","Inf","Minute","0.0911510000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-GB-tollfree-inbound-mins","","Toll Free","United Kingdom","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"XH27GV3EW9Q3DMAH","JRTCKXETXF","XH27GV3EW9Q3DMAH.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Portugal","2022-03-01","0","Inf","Minute","0.3016610000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-PT-tollfree-inbound-mins","","Toll Free","Portugal","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"XW2C63F3FHFGFYUA","JRTCKXETXF","XW2C63F3FHFGFYUA.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Indonesia","2022-03-01","0","Inf","Minute","0.5823000000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-ID-tollfree-inbound-mins","","Toll Free","Indonesia","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"Y4BU66CQ4JXKNTTC","JRTCKXETXF","Y4BU66CQ4JXKNTTC.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Guam","2022-03-01","0","Inf","Minute","0.0022160000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-GU-toll-inbound-mins","","Toll","Guam","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"Y6SGVT999RNMY2AK","JRTCKXETXF","Y6SGVT999RNMY2AK.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for France","2022-03-01","0","Inf","Minute","0.0032210000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-FR-toll-inbound-mins","","Toll","France","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"YCYA552M8DEZB766","JRTCKXETXF","YCYA552M8DEZB766.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Croatia","2022-03-01","0","Inf","Minute","0.4379280000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-HR-tollfree-inbound-mins","","Toll Free","Croatia","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"YDWXUF2W6PCGXWHS","JRTCKXETXF","YDWXUF2W6PCGXWHS.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Greece","2022-03-01","0","Inf","Minute","0.0056360000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-GR-toll-inbound-mins","","Toll","Greece","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"YMQ8SXY9F5CC2R5Z","JRTCKXETXF","YMQ8SXY9F5CC2R5Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Colombia","2022-03-01","0","Inf","Minute","0.0250460000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-CO-toll-inbound-mins","","Toll","Colombia","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"YRQYTSBPXZ7MP98Q","JRTCKXETXF","YRQYTSBPXZ7MP98Q.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Canada","2022-03-01","0","Inf","Minute","0.0022160000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-CA-toll-inbound-mins","","Toll","Canada","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"Z34KNUGZKEKKZ9BY","JRTCKXETXF","Z34KNUGZKEKKZ9BY.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Korea, Republic of","2022-03-01","0","Inf","Minute","0.0631950000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-KR-tollfree-inbound-mins","","Toll Free","South Korea","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"Z4R6XEY6TSV7WSAR","JRTCKXETXF","Z4R6XEY6TSV7WSAR.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Puerto Rico","2022-03-01","0","Inf","Minute","0.0119100000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-PR-tollfree-inbound-mins","","Toll Free","Puerto Rico","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"Z9PXPMB4XJBQ9GFB","JRTCKXETXF","Z9PXPMB4XJBQ9GFB.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Georgia","2022-03-01","0","Inf","Minute","0.0593060000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-GE-toll-inbound-mins","","Toll","Georgia","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"ZASR68DN8T87RKH8","JRTCKXETXF","ZASR68DN8T87RKH8.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll rate for Chile","2022-03-01","0","Inf","Minute","0.0250460000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-CL-toll-inbound-mins","","Toll","Chile","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"ZJ87C42EN3BYDWGB","JRTCKXETXF","ZJ87C42EN3BYDWGB.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Dominica","2022-03-01","0","Inf","Minute","0.0119100000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-DM-tollfree-inbound-mins","","Toll Free","Dominica","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"ZQPWN2KPG6PCRVSP","JRTCKXETXF","ZQPWN2KPG6PCRVSP.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Bulgaria","2022-03-01","0","Inf","Minute","0.2978100000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-BG-tollfree-inbound-mins","","Toll Free","Bulgaria","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
"ZRBNABBS3TS44VUD","JRTCKXETXF","ZRBNABBS3TS44VUD.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute of Toll Free rate for Russian Federation","2022-03-01","0","Inf","Minute","0.1426300000","USD","AmazonChimeDialinProductFamily","AmazonChimeDialInAMCS","US East (N. Virginia)","AWS Region","USE1-RU-tollfree-inbound-mins","","Toll Free","Russian Federation","Customer Billing Address","us-east-1","Amazon Chime Dial In a service sold by AMCS LLC","Telecom"
