SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,LeaseContractLength,PurchaseOption,OfferingClass,Product Family,serviceCode,Description,Location,Location Type,Instance Type,Current Generation,vCPU,Memory,Storage,I/O,Storage Media,usageType,operation,ConcurrencyScalingFreeUsage,ECU,Payment Option,Pricing Unit,Region Code,serviceName,Term,Usage Family
YVF6CSKM7D9MR6YP,4NA7Y494T4,YVF6CSKM7D9MR6YP.4NA7Y494T4.6YS6EN2CT7,Reserved,Redshift,ra3.xlplus reserved instance applied,2025-05-12,0,Inf,Hrs,0.7602000000,USD,1yr,No Upfront,standard,Compute Instance,AmazonRedshift,,US East (N. Virginia),AWS Region,ra3.xlplus,Yes,4,32 GiB,32TB RMS,0.65 GB/s,,Node:ra3.xlplus,RunComputeNode:0001,,12.375,,,us-east-1,Amazon Redshift,,RA3
YVF6CSKM7D9MR6YP,6QCMYABX3D,YVF6CSKM7D9MR6YP.6QCMYABX3D.6YS6EN2CT7,Reserved,Redshift,ra3.xlplus reserved instance applied,2025-05-12,0,Inf,Hrs,0.0000000000,USD,1yr,All Upfront,standard,Compute Instance,AmazonRedshift,,US East (N. Virginia),AWS Region,ra3.xlplus,Yes,4,32 GiB,32TB RMS,0.65 GB/s,,Node:ra3.xlplus,RunComputeNode:0001,,12.375,,,us-east-1,Amazon Redshift,,RA3
YVF6CSKM7D9MR6YP,6QCMYABX3D,YVF6CSKM7D9MR6YP.6QCMYABX3D.2TG2D8R56U,Reserved,Upfront Fee,2025-05-12,,,Quantity,6279,USD,1yr,All Upfront,standard,Compute Instance,AmazonRedshift,,US East (N. Virginia),AWS Region,ra3.xlplus,Yes,4,32 GiB,32TB RMS,0.65 GB/s,,Node:ra3.xlplus,RunComputeNode:0001,,12.375,,,us-east-1,Amazon Redshift,,RA3
YVF6CSKM7D9MR6YP,BPH4J8HBKS,YVF6CSKM7D9MR6YP.BPH4J8HBKS.6YS6EN2CT7,Reserved,Redshift,ra3.xlplus reserved instance applied,2025-05-12,0,Inf,Hrs,0.4725000000,USD,3yr,No Upfront,standard,Compute Instance,AmazonRedshift,,US East (N. Virginia),AWS Region,ra3.xlplus,Yes,4,32 GiB,32TB RMS,0.65 GB/s,,Node:ra3.xlplus,RunComputeNode:0001,,12.375,,,us-east-1,Amazon Redshift,,RA3
YVF6CSKM7D9MR6YP,HU7G6KETJZ,YVF6CSKM7D9MR6YP.HU7G6KETJZ.6YS6EN2CT7,Reserved,Redshift,ra3.xlplus reserved instance applied,2025-05-12,0,Inf,Hrs,0.3638130000,USD,1yr,Partial Upfront,standard,Compute Instance,AmazonRedshift,,US East (N. Virginia),AWS Region,ra3.xlplus,Yes,4,32 GiB,32TB RMS,0.65 GB/s,,Node:ra3.xlplus,RunComputeNode:0001,,12.375,,,us-east-1,Amazon Redshift,,RA3
YVF6CSKM7D9MR6YP,HU7G6KETJZ,YVF6CSKM7D9MR6YP.HU7G6KETJZ.2TG2D8R56U,Reserved,Upfront Fee,2025-05-12,,,Quantity,3187,USD,1yr,Partial Upfront,standard,Compute Instance,AmazonRedshift,,US East (N. Virginia),AWS Region,ra3.xlplus,Yes,4,32 GiB,32TB RMS,0.65 GB/s,,Node:ra3.xlplus,RunComputeNode:0001,,12.375,,,us-east-1,Amazon Redshift,,RA3
YVF6CSKM7D9MR6YP,JRTCKXETXF,YVF6CSKM7D9MR6YP.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.086 per Redshift RA3.XLPLUS Compute Node-hour,2025-05-01,0,Inf,Hrs,1.0860000000,USD,,,,Compute Instance,AmazonRedshift,,US East (N. Virginia),AWS Region,ra3.xlplus,Yes,4,32 GiB,32TB RMS,0.65 GB/s,,Node:ra3.xlplus,RunComputeNode:0001,,12.375,,,us-east-1,Amazon Redshift,,RA3
YVF6CSKM7D9MR6YP,NQ3QZPMQV9,YVF6CSKM7D9MR6YP.NQ3QZPMQV9.6YS6EN2CT7,Reserved,Redshift,ra3.xlplus reserved instance applied,2025-05-12,0,Inf,Hrs,0.0000000000,USD,3yr,All Upfront,standard,Compute Instance,AmazonRedshift,,US East (N. Virginia),AWS Region,ra3.xlplus,Yes,4,32 GiB,32TB RMS,0.65 GB/s,,Node:ra3.xlplus,RunComputeNode:0001,,12.375,,,us-east-1,Amazon Redshift,,RA3
YVF6CSKM7D9MR6YP,NQ3QZPMQV9,YVF6CSKM7D9MR6YP.NQ3QZPMQV9.2TG2D8R56U,Reserved,Upfront Fee,2025-05-12,,,Quantity,10703,USD,3yr,All Upfront,standard,Compute Instance,AmazonRedshift,,US East (N. Virginia),AWS Region,ra3.xlplus,Yes,4,32 GiB,32TB RMS,0.65 GB/s,,Node:ra3.xlplus,RunComputeNode:0001,,12.375,,,us-east-1,Amazon Redshift,,RA3
ZYZ6HF4BA4HB6RED,38NPMPTW36,ZYZ6HF4BA4HB6RED.38NPMPTW36.6YS6EN2CT7,Reserved,Redshift,ra3.4xlarge reserved instance applied,2025-05-12,0,Inf,Hrs,0.6438360000,USD,3yr,Partial Upfront,standard,Compute Instance,AmazonRedshift,,US East (N. Virginia),AWS Region,ra3.4xlarge,Yes,12,96 GiB,64TB RMS,2.00 GB/s,,Node:ra3.4xlarge,RunComputeNode:0001,,37.125,,,us-east-1,Amazon Redshift,,RA3
ZYZ6HF4BA4HB6RED,38NPMPTW36,ZYZ6HF4BA4HB6RED.38NPMPTW36.2TG2D8R56U,Reserved,Upfront Fee,2025-05-12,,,Quantity,16920,USD,3yr,Partial Upfront,standard,Compute Instance,AmazonRedshift,,US East (N. Virginia),AWS Region,ra3.4xlarge,Yes,12,96 GiB,64TB RMS,2.00 GB/s,,Node:ra3.4xlarge,RunComputeNode:0001,,37.125,,,us-east-1,Amazon Redshift,,RA3
ZYZ6HF4BA4HB6RED,4NA7Y494T4,ZYZ6HF4BA4HB6RED.4NA7Y494T4.6YS6EN2CT7,Reserved,Redshift,ra3.4xlarge reserved instance applied,2025-05-12,0,Inf,Hrs,2.2820000000,USD,1yr,No Upfront,standard,Compute Instance,AmazonRedshift,,US East (N. Virginia),AWS Region,ra3.4xlarge,Yes,12,96 GiB,64TB RMS,2.00 GB/s,,Node:ra3.4xlarge,RunComputeNode:0001,,37.125,,,us-east-1,Amazon Redshift,,RA3
ZYZ6HF4BA4HB6RED,6QCMYABX3D,ZYZ6HF4BA4HB6RED.6QCMYABX3D.6YS6EN2CT7,Reserved,Redshift,ra3.4xlarge reserved instance applied,2025-05-12,0,Inf,Hrs,0.0000000000,USD,1yr,All Upfront,standard,Compute Instance,AmazonRedshift,,US East (N. Virginia),AWS Region,ra3.4xlarge,Yes,12,96 GiB,64TB RMS,2.00 GB/s,,Node:ra3.4xlarge,RunComputeNode:0001,,37.125,,,us-east-1,Amazon Redshift,,RA3
ZYZ6HF4BA4HB6RED,6QCMYABX3D,ZYZ6HF4BA4HB6RED.6QCMYABX3D.2TG2D8R56U,Reserved,Upfront Fee,2025-05-12,,,Quantity,18848,USD,1yr,All Upfront,standard,Compute Instance,AmazonRedshift,,US East (N. Virginia),AWS Region,ra3.4xlarge,Yes,12,96 GiB,64TB RMS,2.00 GB/s,,Node:ra3.4xlarge,RunComputeNode:0001,,37.125,,,us-east-1,Amazon Redshift,,RA3
ZYZ6HF4BA4HB6RED,BPH4J8HBKS,ZYZ6HF4BA4HB6RED.BPH4J8HBKS.6YS6EN2CT7,Reserved,Redshift,ra3.4xlarge reserved instance applied,2025-05-12,0,Inf,Hrs,1.4181000000,USD,3yr,No Upfront,standard,Compute Instance,AmazonRedshift,,US East (N. Virginia),AWS Region,ra3.4xlarge,Yes,12,96 GiB,64TB RMS,2.00 GB/s,,Node:ra3.4xlarge,RunComputeNode:0001,,37.125,,,us-east-1,Amazon Redshift,,RA3
ZYZ6HF4BA4HB6RED,HU7G6KETJZ,ZYZ6HF4BA4HB6RED.HU7G6KETJZ.6YS6EN2CT7,Reserved,Redshift,ra3.4xlarge reserved instance applied,2025-05-12,0,Inf,Hrs,1.0920660000,USD,1yr,Partial Upfront,standard,Compute Instance,AmazonRedshift,,US East (N. Virginia),AWS Region,ra3.4xlarge,Yes,12,96 GiB,64TB RMS,2.00 GB/s,,Node:ra3.4xlarge,RunComputeNode:0001,,37.125,,,us-east-1,Amazon Redshift,,RA3
ZYZ6HF4BA4HB6RED,HU7G6KETJZ,ZYZ6HF4BA4HB6RED.HU7G6KETJZ.2TG2D8R56U,Reserved,Upfront Fee,2025-05-12,,,Quantity,9566.5,USD,1yr,Partial Upfront,standard,Compute Instance,AmazonRedshift,,US East (N. Virginia),AWS Region,ra3.4xlarge,Yes,12,96 GiB,64TB RMS,2.00 GB/s,,Node:ra3.4xlarge,RunComputeNode:0001,,37.125,,,us-east-1,Amazon Redshift,,RA3
ZYZ6HF4BA4HB6RED,JRTCKXETXF,ZYZ6HF4BA4HB6RED.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.26 per Redshift RA3.4XL Compute Node-hour,2025-05-01,0,Inf,Hrs,3.2600000000,USD,,,,Compute Instance,AmazonRedshift,,US East (N. Virginia),AWS Region,ra3.4xlarge,Yes,12,96 GiB,64TB RMS,2.00 GB/s,,Node:ra3.4xlarge,RunComputeNode:0001,,37.125,,,us-east-1,Amazon Redshift,,RA3
ZYZ6HF4BA4HB6RED,NQ3QZPMQV9,ZYZ6HF4BA4HB6RED.NQ3QZPMQV9.6YS6EN2CT7,Reserved,Redshift,ra3.4xlarge reserved instance applied,2025-05-12,0,Inf,Hrs,0.0000000000,USD,3yr,All Upfront,standard,Compute Instance,AmazonRedshift,,US East (N. Virginia),AWS Region,ra3.4xlarge,Yes,12,96 GiB,64TB RMS,2.00 GB/s,,Node:ra3.4xlarge,RunComputeNode:0001,,37.125,,,us-east-1,Amazon Redshift,,RA3
ZYZ6HF4BA4HB6RED,NQ3QZPMQV9,ZYZ6HF4BA4HB6RED.NQ3QZPMQV9.2TG2D8R56U,Reserved,Upfront Fee,2025-05-12,,,Quantity,32127,USD,3yr,All Upfront,standard,Compute Instance,AmazonRedshift,,US East (N. Virginia),AWS Region,ra3.4xlarge,Yes,12,96 GiB,64TB RMS,2.00 GB/s,,Node:ra3.4xlarge,RunComputeNode:0001,,37.125,,,us-east-1,Amazon Redshift,,RA3
ZZT3JQUBPRGHTVF3,JRTCKXETXF,ZZT3JQUBPRGHTVF3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0 per Redshift Concurrency Scaling RA3.16XL Node-second - Free Usage,2025-05-01,0,Inf,seconds,0.0000000000,USD,,,,Redshift Concurrency Scaling,AmazonRedshift,,US East (N. Virginia),AWS Region,ra3.16xlarge,Yes,,,,,,CSFreeUsage:ra3.16xlarge,,Yes,,,,us-east-1,Amazon Redshift,,RA3
