SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,usageType,operation,Calling Type,Country,Region Code,serviceName
TFUQUKRKF3MRM7Z6,JRTCKXETXF,TFUQUKRKF3MRM7Z6.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Grenada,2022-03-01,0,Inf,Minute,0.0119100000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-GD-tollfree-inbound-mins,,Toll Free,Grenada,us-east-1,Amazon Chime Dialin
TMJYKZ5RUJ2BJM7N,JRTCKXETXF,TMJYKZ5RUJ2BJM7N.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Russian Federation,2022-03-01,0,Inf,Minute,0.0367670000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-RU-toll-inbound-mins,,Toll,Russian Federation,us-east-1,Amazon Chime Dialin
TYXT2N4JM69X6XYJ,JRTCKXETXF,TYXT2N4JM69X6XYJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Antigua and Barbuda,2022-03-01,0,Inf,Minute,0.0022160000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-AG-toll-inbound-mins,,Toll,Antigua and Barbuda,us-east-1,Amazon Chime Dialin
U6TJVC39TP5E8RBK,JRTCKXETXF,U6TJVC39TP5E8RBK.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Korea,Republic of,2022-03-01,0,Inf,Minute,0.0188730000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-KR-toll-inbound-mins,,Toll,South Korea,us-east-1,Amazon Chime Dialin
UAHFFQHZ6G36QM2K,JRTCKXETXF,UAHFFQHZ6G36QM2K.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for United Kingdom,2022-03-01,0,Inf,Minute,0.0911510000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-GB-tollfree-inbound-mins,,Toll Free,United Kingdom,us-east-1,Amazon Chime Dialin
UDT5DTVGDFHZH845,JRTCKXETXF,UDT5DTVGDFHZH845.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Hungary,2022-03-01,0,Inf,Minute,0.2231040000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-HU-tollfree-inbound-mins,,Toll Free,Hungary,us-east-1,Amazon Chime Dialin
UJYC9BANY9SEWRAA,JRTCKXETXF,UJYC9BANY9SEWRAA.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Philippines,2022-03-01,0,Inf,Minute,0.5836000000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-PH-tollfree-inbound-mins,,Toll Free,Philippines,us-east-1,Amazon Chime Dialin
UST3RA63GBTBQJPW,JRTCKXETXF,UST3RA63GBTBQJPW.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Chile,2022-03-01,0,Inf,Minute,0.1800000000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-CL-tollfree-inbound-mins,,Toll Free,Chile,us-east-1,Amazon Chime Dialin
UY79SJBSKET67XHF,JRTCKXETXF,UY79SJBSKET67XHF.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Cyprus,2022-03-01,0,Inf,Minute,0.0087950000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-CY-toll-inbound-mins,,Toll,Cyprus,us-east-1,Amazon Chime Dialin
V9UA7MDHX863PPU2,JRTCKXETXF,V9UA7MDHX863PPU2.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Anguilla,2022-03-01,0,Inf,Minute,0.0022160000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-AI-toll-inbound-mins,,Toll,Anguilla,us-east-1,Amazon Chime Dialin
VFDH3QYM29BE8PW4,JRTCKXETXF,VFDH3QYM29BE8PW4.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Saint Kitts and Nevis,2022-03-01,0,Inf,Minute,0.0119100000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-KN-tollfree-inbound-mins,,Toll Free,Saint Kitts and Nevis,us-east-1,Amazon Chime Dialin
VKTK4KES9TNTJZ4K,JRTCKXETXF,VKTK4KES9TNTJZ4K.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Brazil,2022-03-01,0,Inf,Minute,0.0087950000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-BR-toll-inbound-mins,,Toll,Brazil,us-east-1,Amazon Chime Dialin
VQYAYTQSPVZG34V8,JRTCKXETXF,VQYAYTQSPVZG34V8.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Trinidad and Tobago,2022-03-01,0,Inf,Minute,0.0119100000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-TT-tollfree-inbound-mins,,Toll Free,Trinidad and Tobago,us-east-1,Amazon Chime Dialin
VRXEYEM5GG6M8J8P,JRTCKXETXF,VRXEYEM5GG6M8J8P.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Korea,Republic of,2022-03-01,0,Inf,Minute,0.0631950000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-KR-tollfree-inbound-mins,,Toll Free,South Korea,us-east-1,Amazon Chime Dialin
VWN5KCQCY9PVFGR3,JRTCKXETXF,VWN5KCQCY9PVFGR3.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Trinidad and Tobago,2022-03-01,0,Inf,Minute,0.0022160000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-TT-toll-inbound-mins,,Toll,Trinidad and Tobago,us-east-1,Amazon Chime Dialin
W335YWRR8UTT24R5,JRTCKXETXF,W335YWRR8UTT24R5.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Jamaica,2022-03-01,0,Inf,Minute,0.0119100000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-JM-tollfree-inbound-mins,,Toll Free,Jamaica,us-east-1,Amazon Chime Dialin
WAUNBY7S9EGBRZSF,JRTCKXETXF,WAUNBY7S9EGBRZSF.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Saint Vincent and Grenadines,2022-03-01,0,Inf,Minute,0.0119100000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-VC-tollfree-inbound-mins,,Toll Free,Saint Vincent and Grenadines,us-east-1,Amazon Chime Dialin
WFNYW59UZZRHJQ6X,JRTCKXETXF,WFNYW59UZZRHJQ6X.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Cayman Islands,2022-03-01,0,Inf,Minute,0.0119100000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-KY-tollfree-inbound-mins,,Toll Free,Cayman Islands,us-east-1,Amazon Chime Dialin
WHXCJXAEFSTXB8FM,JRTCKXETXF,WHXCJXAEFSTXB8FM.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Puerto Rico,2022-03-01,0,Inf,Minute,0.0119100000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-PR-tollfree-inbound-mins,,Toll Free,Puerto Rico,us-east-1,Amazon Chime Dialin
WQKWBMDRN8PBZP6Y,JRTCKXETXF,WQKWBMDRN8PBZP6Y.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Austria,2022-03-01,0,Inf,Minute,0.0032210000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-AT-toll-inbound-mins,,Toll,Austria,us-east-1,Amazon Chime Dialin
WSMJ2TAXVWJJPFHD,JRTCKXETXF,WSMJ2TAXVWJJPFHD.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Georgia,2022-03-01,0,Inf,Minute,0.0593060000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-GE-toll-inbound-mins,,Toll,Georgia,us-east-1,Amazon Chime Dialin
WTSKGXSF46N25JJK,JRTCKXETXF,WTSKGXSF46N25JJK.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for British Virgin Islands,2022-03-01,0,Inf,Minute,0.0119100000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-VG-tollfree-inbound-mins,,Toll Free,British Virgin Islands,us-east-1,Amazon Chime Dialin
WZ92TTWYB55ASJTF,JRTCKXETXF,WZ92TTWYB55ASJTF.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Thailand,2022-03-01,0,Inf,Minute,0.1233850000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-TH-tollfree-inbound-mins,,Toll Free,Thailand,us-east-1,Amazon Chime Dialin
X89Q7TXU8FY884UA,JRTCKXETXF,X89Q7TXU8FY884UA.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Czech Republic,2022-03-01,0,Inf,Minute,0.2480770000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-CZ-tollfree-inbound-mins,,Toll Free,Czech Republic,us-east-1,Amazon Chime Dialin
XNCRSEZNYBUZNCWP,JRTCKXETXF,XNCRSEZNYBUZNCWP.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Hong Kong,Special Administrative Region of China,2022-03-01,0,Inf,Minute,0.1182000000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-HK-tollfree-inbound-mins,,Toll Free,Hong Kong,Special Administrative Region of China,us-east-1,Amazon Chime Dialin
XTJC7PQSHTA84CKJ,JRTCKXETXF,XTJC7PQSHTA84CKJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Sweden,2022-03-01,0,Inf,Minute,0.0032210000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-SE-toll-inbound-mins,,Toll,Sweden,us-east-1,Amazon Chime Dialin
Y9KHR64MWP8BH8SZ,JRTCKXETXF,Y9KHR64MWP8BH8SZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Finland,2022-03-01,0,Inf,Minute,0.2376020000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-FI-tollfree-inbound-mins,,Toll Free,Finland,us-east-1,Amazon Chime Dialin
Y9TE3V4BX3ZZ6D2V,JRTCKXETXF,Y9TE3V4BX3ZZ6D2V.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Thailand,2022-03-01,0,Inf,Minute,0.0584090000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-TH-toll-inbound-mins,,Toll,Thailand,us-east-1,Amazon Chime Dialin
YKEN5U45GGUEP3MK,JRTCKXETXF,YKEN5U45GGUEP3MK.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Montserrat,2022-03-01,0,Inf,Minute,0.0022160000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-MS-toll-inbound-mins,,Toll,Montserrat,us-east-1,Amazon Chime Dialin
YM9YMA67QP8MNBNV,JRTCKXETXF,YM9YMA67QP8MNBNV.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Dominica,2022-03-01,0,Inf,Minute,0.0022160000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-DM-toll-inbound-mins,,Toll,Dominica,us-east-1,Amazon Chime Dialin
YR8QSY674WBXR4V9,JRTCKXETXF,YR8QSY674WBXR4V9.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Cayman Islands,2022-03-01,0,Inf,Minute,0.0022160000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-KY-toll-inbound-mins,,Toll,Cayman Islands,us-east-1,Amazon Chime Dialin
YTTS54R3AGR49TW9,JRTCKXETXF,YTTS54R3AGR49TW9.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Slovenia,2022-03-01,0,Inf,Minute,0.2580000000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-SI-tollfree-inbound-mins,,Toll Free,Slovenia,us-east-1,Amazon Chime Dialin
Z6STMU2XTP95Q4N3,JRTCKXETXF,Z6STMU2XTP95Q4N3.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Hong Kong,Special Administrative Region of China,2022-03-01,0,Inf,Minute,0.0123120000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-HK-toll-inbound-mins,,Toll,Hong Kong,Special Administrative Region of China,us-east-1,Amazon Chime Dialin
Z75DCCZ68YFT77VD,JRTCKXETXF,Z75DCCZ68YFT77VD.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Greece,2022-03-01,0,Inf,Minute,0.0056360000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-GR-toll-inbound-mins,,Toll,Greece,us-east-1,Amazon Chime Dialin
ZG6FP59Z3WTHM8YA,JRTCKXETXF,ZG6FP59Z3WTHM8YA.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Bermuda,2022-03-01,0,Inf,Minute,0.0119100000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-BM-tollfree-inbound-mins,,Toll Free,Bermuda,us-east-1,Amazon Chime Dialin
ZGCJ9JTYCNHHWWAP,JRTCKXETXF,ZGCJ9JTYCNHHWWAP.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll Free rate for Bahamas,2022-03-01,0,Inf,Minute,0.0119100000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-BS-tollfree-inbound-mins,,Toll Free,Bahamas,us-east-1,Amazon Chime Dialin
ZHSP7YZSWSNKCDWQ,JRTCKXETXF,ZHSP7YZSWSNKCDWQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Virgin Islands,US,2022-03-01,0,Inf,Minute,0.0022160000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-VI-toll-inbound-mins,,Toll,Virgin Islands,US,us-east-1,Amazon Chime Dialin
ZN3AGHVXD6336TSF,JRTCKXETXF,ZN3AGHVXD6336TSF.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for United States of America,2022-03-01,0,Inf,Minute,0.0022160000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-US-toll-inbound-mins,,Toll,United States of America,us-east-1,Amazon Chime Dialin
ZNGE7ZR2FDP9HKGW,JRTCKXETXF,ZNGE7ZR2FDP9HKGW.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Panama,2022-03-01,0,Inf,Minute,0.0300560000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-PA-toll-inbound-mins,,Toll,Panama,us-east-1,Amazon Chime Dialin
ZQNUH6464MT7KNRQ,JRTCKXETXF,ZQNUH6464MT7KNRQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute of Toll rate for Ireland,2022-03-01,0,Inf,Minute,0.0032210000,USD,AmazonChimeDialinProductFamily,AmazonChimeDialin,US East (N. Virginia),AWS Region,USE1-IE-toll-inbound-mins,,Toll,Ireland,us-east-1,Amazon Chime Dialin
