SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,RelatedTo,Product Family,serviceCode,Location,Location Type,Storage Media,Group,Group Description,usageType,operation,Alarm Type,Database Engine Type,Instance Configuration Type,Logs Destination,Region Code,serviceName,Type,Type Description,Version
XHAE6EHMNXHCECPU,JRTCKXETXF,XHAE6EHMNXHCECPU.JRTCKXETXF.NJRH3UP9PJ,OnDemand,$0.10 per M observations ingested for over 4B observations - US East (N. Virginia),2025-05-01,4000000000,Inf,Observations,0.0000001000,USD,,Metric,AmazonCloudWatch,US East (N. Virginia),AWS Region,,Enhanced Container Insights,Granular metrics and high level health and performance visibility across your containers,USE1-CW:ObservationUsage,ObservationCount:CI-EKS,,,,,us-east-1,AmazonCloudWatch,,,
XJRVR4FW7FBFM5Z4,A429C66SYZ,XJRVR4FW7FBFM5Z4.A429C66SYZ.JKMFBPG596,OnDemand,Global rate for Internet Monitor - City-Network,2025-05-01,0,74000,Internet Monitor - City-Network,0.0000000000,USD,,,AmazonCloudWatch,Any,AWS Region,,CW-CityNetwork,CloudWatch City Network,Global-CW:InternetMonitor-CityNetwork,putCityNetwork,,,,,,AmazonCloudWatch,,,
XKWXEXSH2VH2P7MR,JRTCKXETXF,XKWXEXSH2VH2P7MR.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1 per 100k RUM events in US East (N. Virginia),2025-05-01,0,Inf,Events,0.0000100000,USD,,,AmazonCloudWatch,US East (N. Virginia),AWS Region,,CW-RUM,CloudWatch RUM events,USE1-CW:RUM-events,PutRumEvents,,,,,us-east-1,AmazonCloudWatch,,,
ZGZRUQ3995QJW8GQ,JRTCKXETXF,ZGZRUQ3995QJW8GQ.JRTCKXETXF.Q3Z75P77EN,OnDemand,$0.25 per GB of CloudFront vended logs ingested in Infrequent Access log class for the first 10TB  -  US East (Northern Virginia),2025-05-01,0,10240,GB,0.2500000000,USD,SSNSJENVU973ECHE,Data Payload,AmazonCloudWatch,US East (N. Virginia),AWS Region,,IA Vended ingested logs,Log delivered from Amazon CloudFront to CloudWatch Logs - IA,USE1-VendedLogIA-Bytes-CFLogs,PutLogEvents,,,,Amazon CloudWatch Logs,us-east-1,AmazonCloudWatch,,,
ZGZRUQ3995QJW8GQ,JRTCKXETXF,ZGZRUQ3995QJW8GQ.JRTCKXETXF.JM86AE7V7B,OnDemand,$0.15 per GB of CloudFront vended logs ingested in Infrequent Access log class for the next 20TB  -  US East (Northern Virginia),2025-05-01,10240,30720,GB,0.1500000000,USD,SSNSJENVU973ECHE,Data Payload,AmazonCloudWatch,US East (N. Virginia),AWS Region,,IA Vended ingested logs,Log delivered from Amazon CloudFront to CloudWatch Logs - IA,USE1-VendedLogIA-Bytes-CFLogs,PutLogEvents,,,,Amazon CloudWatch Logs,us-east-1,AmazonCloudWatch,,,
ZGZRUQ3995QJW8GQ,JRTCKXETXF,ZGZRUQ3995QJW8GQ.JRTCKXETXF.AMET9K77J3,OnDemand,$0.075 per GB of CloudFront vended logs ingested in Infrequent Access log class for the next 20TB  -  US East (Northern Virginia),2025-05-01,30720,51200,GB,0.0750000000,USD,SSNSJENVU973ECHE,Data Payload,AmazonCloudWatch,US East (N. Virginia),AWS Region,,IA Vended ingested logs,Log delivered from Amazon CloudFront to CloudWatch Logs - IA,USE1-VendedLogIA-Bytes-CFLogs,PutLogEvents,,,,Amazon CloudWatch Logs,us-east-1,AmazonCloudWatch,,,
ZGZRUQ3995QJW8GQ,JRTCKXETXF,ZGZRUQ3995QJW8GQ.JRTCKXETXF.AQTKZ3QBDA,OnDemand,$0.05 per GB of CloudFront vended logs ingested in Infrequent Access log class over 50TB  - US East (Northern Virginia),2025-05-01,51200,Inf,GB,0.0500000000,USD,SSNSJENVU973ECHE,Data Payload,AmazonCloudWatch,US East (N. Virginia),AWS Region,,IA Vended ingested logs,Log delivered from Amazon CloudFront to CloudWatch Logs - IA,USE1-VendedLogIA-Bytes-CFLogs,PutLogEvents,,,,Amazon CloudWatch Logs,us-east-1,AmazonCloudWatch,,,
ZTZXYM48Z43DP2BT,JRTCKXETXF,ZTZXYM48Z43DP2BT.JRTCKXETXF.Q3Z75P77EN,OnDemand,$0.25 per GB for the first 10TB of USE1-VendedLogIA-Bytes-MTLogs in US East (N. Virginia),2025-05-01,0,10240,GB,0.2500000000,USD,SSNSJENVU973ECHE,Data Payload,AmazonCloudWatch,US East (N. Virginia),AWS Region,,IA Vended ingested logs,Log delivered from MediaTailor to CloudWatch Logs - IA,USE1-VendedLogIA-Bytes-MTLogs,PutLogEvents,,,,Amazon CloudWatch Logs,us-east-1,AmazonCloudWatch,,,Current
ZTZXYM48Z43DP2BT,JRTCKXETXF,ZTZXYM48Z43DP2BT.JRTCKXETXF.JM86AE7V7B,OnDemand,$0.15 per GB for the next 20TB of USE1-VendedLogIA-Bytes-MTLogs in US East (N. Virginia),2025-05-01,10240,30720,GB,0.1500000000,USD,SSNSJENVU973ECHE,Data Payload,AmazonCloudWatch,US East (N. Virginia),AWS Region,,IA Vended ingested logs,Log delivered from MediaTailor to CloudWatch Logs - IA,USE1-VendedLogIA-Bytes-MTLogs,PutLogEvents,,,,Amazon CloudWatch Logs,us-east-1,AmazonCloudWatch,,,Current
ZTZXYM48Z43DP2BT,JRTCKXETXF,ZTZXYM48Z43DP2BT.JRTCKXETXF.AMET9K77J3,OnDemand,$0.075 per GB for the next 20TB of USE1-VendedLogIA-Bytes-MTLogs in US East (N. Virginia),2025-05-01,30720,51200,GB,0.0750000000,USD,SSNSJENVU973ECHE,Data Payload,AmazonCloudWatch,US East (N. Virginia),AWS Region,,IA Vended ingested logs,Log delivered from MediaTailor to CloudWatch Logs - IA,USE1-VendedLogIA-Bytes-MTLogs,PutLogEvents,,,,Amazon CloudWatch Logs,us-east-1,AmazonCloudWatch,,,Current
ZTZXYM48Z43DP2BT,JRTCKXETXF,ZTZXYM48Z43DP2BT.JRTCKXETXF.AQTKZ3QBDA,OnDemand,$0.05 per GB for over 50TB of USE1-VendedLogIA-Bytes-MTLogs in US East (N. Virginia),2025-05-01,51200,Inf,GB,0.0500000000,USD,SSNSJENVU973ECHE,Data Payload,AmazonCloudWatch,US East (N. Virginia),AWS Region,,IA Vended ingested logs,Log delivered from MediaTailor to CloudWatch Logs - IA,USE1-VendedLogIA-Bytes-MTLogs,PutLogEvents,,,,Amazon CloudWatch Logs,us-east-1,AmazonCloudWatch,,,Current
