SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,usageType,operation,Bit Rate,Codec,Frame Rate,Input,Output,Pipeline,Region Code,Reserve Type,Resolution,serviceName,Video Quality
JS57RBAAM2DVPX3A,JRTCKXETXF,JS57RBAAM2DVPX3A.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.991/hour for MediaLive Anywhere UHD AV1 in US East (N. Virginia),2025-05-01,0,Inf,Hrs,2.9910000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EMLA-USE1-AV1-UHD,CHANNEL_ACTIVE,,AV1,,,,,us-east-1,,UHD,AWS Elemental MediaLive,
JX7P7XZV7Y3VWUF3,JRTCKXETXF,JX7P7XZV7Y3VWUF3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.4315/hour for reserved Standard Pipeline UHD AVC inputs at 10-20mbps in US East (N. Virginia),2025-05-01,0,Inf,Hours,0.4315000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-AVC-UHD-L20-R,CHANNEL_INPUT,10-20mbps,,NA,AVC,NA,Standard,us-east-1,1 Year,UHD,AWS Elemental MediaLive,NA
KCZ59PPDMPD2MQXT,JRTCKXETXF,KCZ59PPDMPD2MQXT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.7884/hour for Single Pipeline SD AVC outputs at 30-60fps and Enhanced VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.7884000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-AVC-SD-60-E,CHANNEL_OUTPUT,NA,,30-60fps,NA,AVC,Single,us-east-1,On Demand,SD,AWS Elemental MediaLive,Enhanced
KJQ5FHWMAFVY9WQ9,JRTCKXETXF,KJQ5FHWMAFVY9WQ9.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.39/hour for 5-year reserved AVC SD multiplex output in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.3900000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-MUX-AVC-SD-R5,CHANNEL_OUTPUT,,,,,AVC,,us-east-1,5 Year,SD,AWS Elemental MediaLive,
KPRNGE6H6XAANPDS,JRTCKXETXF,KPRNGE6H6XAANPDS.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.1940/hour for reserved Single Pipeline HD AVC outputs at 20-50mbps 30-60fps  in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.1940000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-AVC-HD-L50-60-S-R,CHANNEL_OUTPUT,20-50mbps,,30-60fps,NA,AVC,Single,us-east-1,1 Year,HD,AWS Elemental MediaLive,Standard
KQZQBHKUKVN88UA8,JRTCKXETXF,KQZQBHKUKVN88UA8.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.7020/hour for Standard Pipeline UHD MPEG-2 inputs at <10mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.7020000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-MPEG2-UHD-L10,CHANNEL_INPUT,<10mbps,,NA,MPEG-2,NA,Standard,us-east-1,On Demand,UHD,AWS Elemental MediaLive,NA
KRH6246KTMGJM42N,JRTCKXETXF,KRH6246KTMGJM42N.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.6444/hour for reserved Single Pipeline UHD HEVC outputs at <=30fps and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,1.6444000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-HEVC-UHD-30-S-R,CHANNEL_OUTPUT,NA,,<=30fps,NA,HEVC,Single,us-east-1,1 Year,UHD,AWS Elemental MediaLive,Standard
KRJXFZF55B4RFXAP,JRTCKXETXF,KRJXFZF55B4RFXAP.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.9500/hour for on-demand MPEG2 SD multiplex output in US East (N. Virginia),2025-05-01,0,Inf,Hrs,1.9500000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-MUX-MPEG2-SD,CHANNEL_OUTPUT,,,,,MPEG-2,,us-east-1,On Demand,SD,AWS Elemental MediaLive,
KT5UTZA2V3WRXTX6,JRTCKXETXF,KT5UTZA2V3WRXTX6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$10.4/hour for on-demand HEVC SD multiplex output in US East (N. Virginia),2025-05-01,0,Inf,Hrs,10.4000000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-MUX-HEVC-SD,CHANNEL_OUTPUT,,,,,HEVC,,us-east-1,On Demand,SD,AWS Elemental MediaLive,
KTTR2D5VGR9RENDV,JRTCKXETXF,KTTR2D5VGR9RENDV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.2500/hour for reserved Single Pipeline HD Link input in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.2500000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-DEVICE-R,CHANNEL_INPUT,,,,Link,NA,Single,us-east-1,1 Year,HD,AWS Elemental MediaLive,
KUVJXDKQN4ZGX3JV,JRTCKXETXF,KUVJXDKQN4ZGX3JV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0214/hour for reserved Single Pipeline HD MPEG-2 inputs at 10-20mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0214000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-MPEG2-HD-L20-R,CHANNEL_INPUT,10-20mbps,,NA,MPEG-2,NA,Single,us-east-1,1 Year,HD,AWS Elemental MediaLive,NA
KXGRM99KGYF22RUB,JRTCKXETXF,KXGRM99KGYF22RUB.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0720/hour for Single Pipeline HD MPEG-2 inputs at <10mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0720000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-MPEG2-HD-L10,CHANNEL_INPUT,<10mbps,,NA,MPEG-2,NA,Single,us-east-1,On Demand,HD,AWS Elemental MediaLive,NA
KZMAZBNVEJE6KETR,JRTCKXETXF,KZMAZBNVEJE6KETR.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.8606/hour for 3-year reserved MPEG2 HD multiplex output in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.8606000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-MUX-MPEG2-HD-R3,CHANNEL_OUTPUT,,,,,MPEG-2,,us-east-1,3 Year,HD,AWS Elemental MediaLive,
KZY97762SMF98HM4,JRTCKXETXF,KZY97762SMF98HM4.JRTCKXETXF.6YS6EN2CT7,OnDemand,$6.7392/hour for Single Pipeline UHD HEVC outputs at <=30fps and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,6.7392000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-HEVC-UHD-30-S,CHANNEL_OUTPUT,NA,,<=30fps,NA,HEVC,Single,us-east-1,On Demand,UHD,AWS Elemental MediaLive,Standard
M3NKDDMZKYUSVT44,JRTCKXETXF,M3NKDDMZKYUSVT44.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.12/hour for Standard Pipeline Audio Normalization outputs in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.1200000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-DTS,CHANNEL_FEATURE,NA,,NA,NA,Audio Normalization,Standard,us-east-1,On Demand,NA,AWS Elemental MediaLive,NA
M54M3ZKNXFR62VWK,JRTCKXETXF,M54M3ZKNXFR62VWK.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.4000/hour for reserved Standard Pipeline UHD CDI inputs in US East (N. Virginia),2025-05-01,0,Inf,hours,1.4000000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-CDI-UHD-R,CHANNEL_INPUT,,,,CDI,NA,Standard,us-east-1,1 Year,UHD,AWS Elemental MediaLive,
M8HDKJKJ3TERMQFS,JRTCKXETXF,M8HDKJKJ3TERMQFS.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.8500/hour for reserved Single Pipeline UHD Link input in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.8500000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-LINK-UHD-R,CHANNEL_INPUT,,,,Link,NA,Single,us-east-1,1 Year,UHD,AWS Elemental MediaLive,
M9NSE3TS7M6B6D8M,JRTCKXETXF,M9NSE3TS7M6B6D8M.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.472/hour for Single Pipeline SD AV1 outputs at 30-60fps and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,1.4720000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-AV1-SD-60-S,CHANNEL_OUTPUT,NA,,30-60fps,NA,AV1,Single,us-east-1,On Demand,SD,AWS Elemental MediaLive,Standard
MBWRBFUHEFB56R5X,JRTCKXETXF,MBWRBFUHEFB56R5X.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.1151/hour for reserved Standard Pipeline HD HEVC inputs at <10mbps in US East (N. Virginia),2025-05-01,0,Inf,Hours,0.1151000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-HEVC-HD-L10-R,CHANNEL_INPUT,<10mbps,,NA,HEVC,NA,Standard,us-east-1,1 Year,HD,AWS Elemental MediaLive,NA
MMC6PR96EFTZNYGR,JRTCKXETXF,MMC6PR96EFTZNYGR.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.8400/hour for reserved Single Pipeline UHD CDI inputs in US East (N. Virginia),2025-05-01,0,Inf,hours,0.8400000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-CDI-UHD-R,CHANNEL_INPUT,,,,CDI,NA,Single,us-east-1,1 Year,UHD,AWS Elemental MediaLive,
MP6CKTTRBG675PXF,JRTCKXETXF,MP6CKTTRBG675PXF.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0082/hour for reserved Single Pipeline SD MPEG-2 inputs at <10mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0082000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-MPEG2-SD-L10-R,CHANNEL_INPUT,<10mbps,,NA,MPEG-2,NA,Single,us-east-1,1 Year,SD,AWS Elemental MediaLive,NA
MPQAKRVKZYURSJ6C,JRTCKXETXF,MPQAKRVKZYURSJ6C.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.931/hour for Standard Pipeline HD AV1 outputs at <=30fps and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,3.9310000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-AV1-HD-30-S,CHANNEL_OUTPUT,NA,,<=30fps,NA,AV1,Standard,us-east-1,On Demand,HD,AWS Elemental MediaLive,Standard
MQ35QT3HYJDFUD2N,JRTCKXETXF,MQ35QT3HYJDFUD2N.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.1726/hour for reserved Standard Pipeline UHD MPEG-2 inputs at <10mbps in US East (N. Virginia),2025-05-01,0,Inf,Hours,0.1726000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-MPEG2-UHD-L10-R,CHANNEL_INPUT,<10mbps,,NA,MPEG-2,NA,Standard,us-east-1,1 Year,UHD,AWS Elemental MediaLive,NA
MWSJJZPWT62RYANF,JRTCKXETXF,MWSJJZPWT62RYANF.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.6848/hour for Single Pipeline UHD AVC outputs at <=30fps and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,1.6848000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-AVC-UHD-30-S,CHANNEL_OUTPUT,NA,,<=30fps,NA,AVC,Single,us-east-1,On Demand,UHD,AWS Elemental MediaLive,Standard
N4QQE37FJ3Q7T3WQ,JRTCKXETXF,N4QQE37FJ3Q7T3WQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01/hour for Standard Pipeline idle inputs in in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0100000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-IDLE,INACTIVE_INPUT,NA,,NA,IDLE,NA,Standard,us-east-1,On Demand,NA,AWS Elemental MediaLive,NA
N62D4RT8Z2V6XDN9,JRTCKXETXF,N62D4RT8Z2V6XDN9.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0288/hour for reserved Standard Pipeline HD MPEG-2 inputs at <10mbps in US East (N. Virginia),2025-05-01,0,Inf,Hours,0.0288000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-MPEG2-HD-L10-R,CHANNEL_INPUT,<10mbps,,NA,MPEG-2,NA,Standard,us-east-1,1 Year,HD,AWS Elemental MediaLive,NA
N8ECKKC4AVCWTNA6,JRTCKXETXF,N8ECKKC4AVCWTNA6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.1740/hour for Standard Pipeline HD MPEG-2 inputs at 20-50mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.1740000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-MPEG2-HD-L50,CHANNEL_INPUT,20-50mbps,,NA,MPEG-2,NA,Standard,us-east-1,On Demand,HD,AWS Elemental MediaLive,NA
NSYE746UMW75HRBG,JRTCKXETXF,NSYE746UMW75HRBG.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.215/hour for 5-year reserved AVC FHD multiplex output in US East (N. Virginia),2025-05-01,0,Inf,Hrs,1.2150000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-MUX-AVC-FHD-R5,CHANNEL_OUTPUT,,,,,AVC,,us-east-1,5 Year,FHD,AWS Elemental MediaLive,
NVTC5YEYU5WVEHND,JRTCKXETXF,NVTC5YEYU5WVEHND.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.7406/hour for reserved Standard Pipeline UHD HEVC outputs at <=30fps and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,2.7406000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-HEVC-UHD-30-S-R,CHANNEL_OUTPUT,NA,,<=30fps,NA,HEVC,Standard,us-east-1,1 Year,UHD,AWS Elemental MediaLive,Standard
NZHQM6QFG2ZEPBD4,JRTCKXETXF,NZHQM6QFG2ZEPBD4.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.4680/hour for Standard Pipeline HD HEVC inputs at <10mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.4680000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-HEVC-HD-L10,CHANNEL_INPUT,<10mbps,,NA,HEVC,NA,Standard,us-east-1,On Demand,HD,AWS Elemental MediaLive,NA
P3MD4PJV44GNXGWD,JRTCKXETXF,P3MD4PJV44GNXGWD.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.3540/hour for Standard Pipeline HD AVC inputs at 20-50mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.3540000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-AVC-HD-L50,CHANNEL_INPUT,20-50mbps,,NA,AVC,NA,Standard,us-east-1,On Demand,HD,AWS Elemental MediaLive,NA
P4A7CFQQXCXYZ9EV,JRTCKXETXF,P4A7CFQQXCXYZ9EV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.7/hour for 3-year reserved running multiplexer in US East (N. Virginia),2025-05-01,0,Inf,Hrs,1.7000000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-MUX-ACTIVE-R3,ACTIVE_MULTIPLEX,,,,,NA,,us-east-1,3 Year,NA,AWS Elemental MediaLive,
P5R8SDD3F8EK6XZH,JRTCKXETXF,P5R8SDD3F8EK6XZH.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.3312/hour for Single Pipeline SD AVC outputs at 10-20mbps,30-60fps,and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.3312000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-AVC-SD-L20-60-S,CHANNEL_OUTPUT,10-20mbps,,30-60fps,NA,AVC,Single,us-east-1,On Demand,SD,AWS Elemental MediaLive,Standard
P6SJWZCMA76T9WJV,JRTCKXETXF,P6SJWZCMA76T9WJV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.3738/hour for MediaLive Anywhere SD AV1 in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.3738000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EMLA-USE1-AV1-SD,CHANNEL_ACTIVE,,AV1,,,,,us-east-1,,SD,AWS Elemental MediaLive,
P7SNH2W7MMYVFXX2,JRTCKXETXF,P7SNH2W7MMYVFXX2.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.1200/hour for Standard Pipeline HD MPEG-2 inputs at <10mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.1200000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-MPEG2-HD-L10,CHANNEL_INPUT,<10mbps,,NA,MPEG-2,NA,Standard,us-east-1,On Demand,HD,AWS Elemental MediaLive,NA
P8YD4DW23PTMZ67J,JRTCKXETXF,P8YD4DW23PTMZ67J.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.7500/hour for on demand Single Pipeline UHD Link input in US East (N. Virginia),2025-05-01,0,Inf,Hrs,2.7500000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-LINK-UHD,CHANNEL_INPUT,,,,Link,NA,Single,us-east-1,On Demand,UHD,AWS Elemental MediaLive,
P98Y7J9W35HVURR5,JRTCKXETXF,P98Y7J9W35HVURR5.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0432/hour for Single Pipeline SD MPEG-2 inputs at 10-20mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0432000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-MPEG2-SD-L20,CHANNEL_INPUT,10-20mbps,,NA,MPEG-2,NA,Single,us-east-1,On Demand,SD,AWS Elemental MediaLive,NA
P9V8JZZNVAV9BBAX,JRTCKXETXF,P9V8JZZNVAV9BBAX.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0360/hour for Single Pipeline SD MPEG-2 inputs at <10mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.0360000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-MPEG2-SD-L10,CHANNEL_INPUT,<10mbps,,NA,MPEG-2,NA,Single,us-east-1,On Demand,SD,AWS Elemental MediaLive,NA
PGBVR3BSD8MXF8BW,JRTCKXETXF,PGBVR3BSD8MXF8BW.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.205/hour for reserved Standard Pipeline HD AV1 outputs at 30-60fps and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,1.2050000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-AV1-HD-60-S-R,CHANNEL_OUTPUT,NA,,30-60fps,NA,AV1,Standard,us-east-1,1 Year,HD,AWS Elemental MediaLive,Standard
PH6R2NHQ2WJXR75K,JRTCKXETXF,PH6R2NHQ2WJXR75K.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.6214/hour for reserved Single Pipeline UHD HEVC inputs at 20-50mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.6214000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-HEVC-UHD-L50-R,CHANNEL_INPUT,20-50mbps,,NA,HEVC,NA,Single,us-east-1,1 Year,UHD,AWS Elemental MediaLive,NA
PNS49TCBU4KEVY9K,JRTCKXETXF,PNS49TCBU4KEVY9K.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.1404/hour for Single Pipeline SD HEVC inputs at <10mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.1404000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-HEVC-SD-L10,CHANNEL_INPUT,<10mbps,,NA,HEVC,NA,Single,us-east-1,On Demand,SD,AWS Elemental MediaLive,NA
PQZPY73467DYRKGJ,JRTCKXETXF,PQZPY73467DYRKGJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.2628/hour for Single Pipeline SD AVC outputs at 10-20mbps,<=30fps,and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.2628000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-AVC-SD-L20-30-S,CHANNEL_OUTPUT,10-20mbps,,<=30fps,NA,AVC,Single,us-east-1,On Demand,SD,AWS Elemental MediaLive,Standard
PSAU8FG6M6SJSDT6,JRTCKXETXF,PSAU8FG6M6SJSDT6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$8.1/hour for on-demand AVC FHD multiplex output in US East (N. Virginia),2025-05-01,0,Inf,Hrs,8.1000000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-MUX-AVC-FHD,CHANNEL_OUTPUT,,,,,AVC,,us-east-1,On Demand,FHD,AWS Elemental MediaLive,
PUHDU2QTEJ2SZVCH,JRTCKXETXF,PUHDU2QTEJ2SZVCH.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.70/hour for On Demand Single-Pipeline UHD Motion Graphics in US East (N. Virginia),2025-05-01,0,Inf,Hrs,1.7000000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-MGUHD,CHANNEL_FEATURE,NA,,NA,NA,UHD Motion Graphics,Single,us-east-1,On Demand,NA,AWS Elemental MediaLive,NA
PV32RX23RG2NERPT,JRTCKXETXF,PV32RX23RG2NERPT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.2808/hour for Single Pipeline HD HEVC inputs at <10mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.2808000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-HEVC-HD-L10,CHANNEL_INPUT,<10mbps,,NA,HEVC,NA,Single,us-east-1,On Demand,HD,AWS Elemental MediaLive,NA
PZJNFER8A363ZVN6,JRTCKXETXF,PZJNFER8A363ZVN6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0356/hour for reserved Standard Pipeline Advanced Audio in US East (N. Virginia),2025-05-01,0,Inf,Hours,0.0356000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-DOLBY-R,CHANNEL_FEATURE,NA,,NA,NA,Advanced Audio,Standard,us-east-1,1 Year,NA,AWS Elemental MediaLive,NA
QCKG7MFR8K4BMSNX,JRTCKXETXF,QCKG7MFR8K4BMSNX.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.2565/hour for reserved Single Pipeline SD HEVC outputs at 30-60fps and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.2565000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-OUT-HEVC-SD-60-S-R,CHANNEL_OUTPUT,NA,,30-60fps,NA,HEVC,Single,us-east-1,1 Year,SD,AWS Elemental MediaLive,Standard
QQQ5BCR8AGWQDPK9,JRTCKXETXF,QQQ5BCR8AGWQDPK9.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.8400/hour for Single Pipeline HD CDI inputs in US East (N. Virginia),2025-05-01,0,Inf,hours,0.8400000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-CDI-HD,CHANNEL_INPUT,,,,CDI,NA,Single,us-east-1,On Demand,HD,AWS Elemental MediaLive,
QVK8JH8F2GFZBMKB,JRTCKXETXF,QVK8JH8F2GFZBMKB.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.2340/hour for Standard Pipeline HD AVC inputs at <10mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.2340000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-IN-AVC-HD-L10,CHANNEL_INPUT,<10mbps,,NA,AVC,NA,Standard,us-east-1,On Demand,HD,AWS Elemental MediaLive,NA
R3XV9B9QUESN3ZKA,JRTCKXETXF,R3XV9B9QUESN3ZKA.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.24/hour for 5-year reserved HEVC HD multiplex output in US East (N. Virginia),2025-05-01,0,Inf,Hrs,3.2400000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-MUX-HEVC-HD-R5,CHANNEL_OUTPUT,,,,,HEVC,,us-east-1,5 Year,HD,AWS Elemental MediaLive,
R4KV3DNWE484J4JS,JRTCKXETXF,R4KV3DNWE484J4JS.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2/hour for 1-year reserved running multiplexer in US East (N. Virginia),2025-05-01,0,Inf,Hrs,2.0000000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-MUX-ACTIVE-R,ACTIVE_MULTIPLEX,,,,,NA,,us-east-1,1 Year,NA,AWS Elemental MediaLive,
R6A4M3Q2PAFGEQ6A,JRTCKXETXF,R6A4M3Q2PAFGEQ6A.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.5280/hour for Standard Pipeline SD AVC outputs at 20-50mbps,<=30fps,and Standard VQ in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.5280000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML2-USE1-OUT-AVC-SD-L50-30-S,CHANNEL_OUTPUT,20-50mbps,,<=30fps,NA,AVC,Standard,us-east-1,On Demand,SD,AWS Elemental MediaLive,Standard
R8WK3SQ9BD6FXWAE,JRTCKXETXF,R8WK3SQ9BD6FXWAE.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.1553/hour for reserved Single Pipeline UHD MPEG-2 inputs at 20-50mbps in US East (N. Virginia),2025-05-01,0,Inf,Hrs,0.1553000000,USD,Transcode minute,AWSElementalMediaLive,US East (N. Virginia),AWS Region,EML1-USE1-IN-MPEG2-UHD-L50-R,CHANNEL_INPUT,20-50mbps,,NA,MPEG-2,NA,Single,us-east-1,1 Year,UHD,AWS Elemental MediaLive,NA
